


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	jhkim
	40 35
	42 32
	46 29
	49 29
	52 32
	53 35
	56 39
	58 43
	61 47
	63 50
	64 53
	65 57
	64 54
	62 51
.PEN_UP
.PEN_DOWN
	42 26
	43 22
	43 18
	44 15
	44 12
	45 8
	45 4
	45 1
	48 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 45
	36 45
	40 45
	43 45
	48 46
	53 47
	57 48
	60 49
	62 48
.PEN_UP
.PEN_DOWN
	39 32
	42 32
	47 31
	51 31
	56 31
	59 31
.PEN_UP
.PEN_DOWN
	34 44
	34 40
	34 37
	34 34
	34 31
	34 26
	34 23
	34 19
	34 16
	34 11
	34 7
	36 4
	39 2
	42 2
	45 2
	48 2
	52 2
	56 2
	60 1
	64 0
.PEN_UP
.PEN_DOWN
	28 54
	32 53
	36 51
	42 51
	47 51
	50 51
	55 52
	58 53
.PEN_UP
.PEN_DOWN
	28 51
	28 48
	28 42
	29 39
	29 36
	31 33
	31 28
	32 24
	33 21
	34 18
	34 15
	34 12
	34 8
	34 4
	34 0
.PEN_UP
.PEN_DOWN
	35 20
	39 20
	44 20
	47 21
	52 23
	55 24
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 48
	37 43
	37 40
	37 37
	37 33
	37 30
	37 25
	38 21
	38 16
	39 13
	39 10
.PEN_UP
.PEN_DOWN
	41 29
	43 32
	46 32
	51 33
	54 34
	59 35
	62 35
	65 36
.PEN_UP
.PEN_DOWN
	65 50
	65 47
	65 43
	65 38
	65 35
	65 32
	66 27
	66 22
	66 17
	67 14
	67 11
	67 7
	68 3
	68 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 47
	31 45
	40 44
	44 44
	48 44
	52 45
	55 46
	58 46
	61 47
	65 47
.PEN_UP
.PEN_DOWN
	42 48
	42 45
	42 42
	43 38
	44 34
	44 31
	45 27
	47 24
	48 21
	50 18
	50 15
	51 10
	51 7
	49 4
	44 1
	41 0
	35 0
	32 0
	29 2
	26 5
	24 8
	24 9
.PEN_UP
.PEN_DOWN
	31 41
	31 38
	31 35
	31 29
	31 26
	31 23
	31 17
	32 14
	32 10
	33 7
	33 4
	33 1
.PEN_UP
.PEN_DOWN
	51 33
	48 30
	44 29
	42 26
	39 25
	35 23
	32 20
	29 16
	29 13
	33 11
	36 10
	39 9
	43 7
	48 5
	51 2
	51 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 38
	29 34
	29 31
	28 28
	28 25
	27 22
	27 19
	26 15
	26 12
	26 9
	26 5
	28 2
.PEN_UP
.PEN_DOWN
	34 29
	36 24
	38 21
	42 17
	45 13
	46 10
	49 9
	53 5
	55 1
	58 0
	58 4
	58 7
	58 10
	58 13
	57 16
	57 20
	57 23
	57 29
	57 32
	57 35
	57 38
	60 39
	62 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 46
	37 39
	37 35
	37 31
	36 27
	36 24
	35 21
	35 18
	35 15
	35 12
	35 8
	36 4
	39 2
	42 0
.PEN_UP
.PEN_DOWN
	38 40
	39 43
	42 45
	47 45
	50 45
	54 44
	58 42
	61 41
	64 38
	65 35
	65 32
	65 28
	61 25
	57 24
	54 23
	49 21
	44 20
	41 20
	37 20
	32 20
	31 20
.PEN_UP
.PEN_DOWN
	53 46
	50 46
	47 45
	44 43
	41 41
	38 38
	35 32
	35 29
	33 26
	33 23
	33 20
	33 16
	33 12
	35 8
	40 6
	44 6
	49 7
	53 8
	55 11
	59 14
	62 18
	64 22
	64 25
	64 28
	63 32
	62 36
	59 40
	57 43
	53 45
	49 46
	46 46
	46 45
.PEN_UP
.PEN_DOWN
	46 23
	49 20
	53 16
	57 13
	58 10
	61 8
	64 4
	69 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 37
	37 36
	43 35
	49 35
	52 35
	56 35
	59 36
	63 36
	67 36
.PEN_UP
.PEN_DOWN
	51 35
	51 30
	51 27
	51 24
	51 21
	50 17
	49 12
	47 9
	47 5
	47 2
	47 0
.PEN_UP
.PEN_DOWN
	33 35
	33 32
	33 24
	33 21
	33 18
	33 15
	33 12
	33 8
	34 5
	35 2
	39 0
	42 0
	46 2
	48 5
	52 8
	54 12
	57 17
	59 20
	60 24
	60 27
	61 30
	62 33
	62 38
	62 42
	62 39
	60 35
	60 31
	60 25
	60 21
	60 16
	62 12
	62 8
	62 4
	62 0
.PEN_UP
.PEN_DOWN
	33 37
	34 33
	34 30
	35 24
	36 21
	38 16
	40 13
	41 10
	42 7
	45 3
	49 0
	50 3
	52 6
	52 9
	54 12
	55 15
	55 19
	57 23
	58 26
	58 31
	61 33
	64 35
	67 35
.PEN_UP
.PEN_DOWN
	30 39
	31 36
	31 33
	31 30
	31 24
	32 17
	32 14
	33 11
	33 8
	35 4
	37 1
	40 1
	42 4
	43 7
	43 10
	44 15
	45 24
	46 27
	48 32
	49 35
	51 32
	52 28
	52 23
	52 20
	53 16
	54 11
	55 8
	55 5
	57 2
	60 0
	63 2
	66 5
	68 9
	68 14
	70 18
	70 21
	70 24
	70 27
	72 31
	73 35
	73 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 58
	34 59
	34 56
	34 50
	34 47
	34 44
	35 39
	37 35
	38 32
	41 31
	46 30
	49 32
	53 35
	56 39
	59 43
	61 47
	64 52
	66 55
	67 57
.PEN_UP
.PEN_DOWN
	47 27
	47 23
	47 20
	46 16
	46 12
	46 8
	46 5
	45 1
	46 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
