


.DATE		07 ? 93
.STYLE		PRINTED
.WRITER_ID	yklyu
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 32
	33 31
	36 30
	39 30
	42 30
	45 31
	48 32
	51 33
	52 36
	49 37
	48 34
	45 30
	42 28
	42 25
	39 21
	37 17
	34 15
	31 11
	29 7
	26 6
	25 3
	22 1
	19 0
	22 4
	26 5
	30 5
	33 4
	36 4
	39 4
	42 3
	45 3
	48 3
	51 4
	52 4
.PEN_UP
.PEN_DOWN
	22 21
	25 20
	28 19
	33 16
	37 16
	40 16
	43 16
	46 16
	49 16
	52 16
	56 14
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 29
	20 29
	24 31
	27 32
	29 35
	32 37
	36 39
	40 43
	43 46
	46 50
	49 54
	51 57
	54 60
	56 63
	57 66
	59 70
	59 73
	55 70
	52 68
	49 65
	48 62
	45 59
	43 54
	41 50
	39 46
	38 43
	37 40
	34 35
	32 31
	32 28
	29 23
	28 18
	26 15
	26 12
	26 6
	26 2
	29 0
	33 0
	37 2
	39 5
	41 8
	44 9
	46 13
	48 17
	49 20
	50 23
	51 26
	53 29
	53 32
	53 35
	50 37
	47 37
	46 34
	46 31
	49 28
	52 26
	55 25
	58 25
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 32
	46 33
	43 33
	40 32
	37 31
	36 28
	34 25
	31 21
	28 18
	27 15
	27 12
	27 9
	27 6
	28 3
	31 1
	34 0
	37 0
	40 0
	43 3
	45 6
	48 9
	48 12
	50 16
	51 20
	52 24
	53 27
	54 30
	55 33
	55 36
	56 40
	56 43
	57 46
	57 49
	57 53
	58 56
	58 59
	58 62
	58 65
	56 62
	55 59
	54 56
	53 53
	52 49
	52 45
	52 41
	52 37
	52 34
	52 31
	52 28
	52 23
	51 20
	51 17
	51 14
	51 10
	52 7
	54 4
	57 4
	60 3
	63 3
	66 5
.PEN_UP
.PEN_DOWN
	41 18
	44 18
	47 18
	51 19
	54 21
	57 22
	60 24
	62 27
	63 30
	64 33
	63 36
	60 37
	56 38
	52 38
	49 38
	46 36
	43 34
	39 32
	37 29
	34 26
	33 22
	33 19
	33 16
	33 13
	35 10
	37 7
	39 4
	42 2
	45 0
	48 0
	51 1
	54 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 37
	34 38
	37 40
	40 38
	40 34
	40 31
	40 28
	39 24
	39 21
	38 18
	37 15
	36 12
	36 9
	33 6
	32 3
	31 0
	31 3
	32 6
	34 9
	36 13
	38 19
	40 22
	41 25
	44 28
	44 31
	46 34
	49 37
	52 39
	55 40
	54 36
	54 32
	52 28
	51 25
	50 22
	50 19
	49 15
	49 11
	48 7
	51 4
	53 1
	56 2
	59 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 36
	32 33
	30 28
	30 24
	29 20
	28 17
	27 13
	26 8
	26 5
	25 2
	28 0
	31 0
	34 2
	38 5
	39 9
	40 12
	43 15
	45 19
	46 23
	47 26
	48 29
	49 32
	50 35
	51 38
	52 41
	52 38
	49 35
	48 32
	47 27
	47 24
	46 21
	46 17
	46 13
	46 10
	46 7
	48 4
	51 4
	54 4
	56 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 74
	31 72
	31 69
	30 65
	28 62
	27 59
	27 56
	27 52
	26 49
	26 46
	26 43
	27 40
	30 39
	33 40
	37 42
	39 45
	42 48
	43 52
	46 55
	47 59
	49 62
	50 66
	51 69
	52 72
	53 75
	53 79
	55 82
	54 79
	54 76
	53 72
	51 67
	51 64
	51 61
	51 58
	51 55
	51 51
	50 48
	50 44
	49 41
	49 37
	48 33
	48 30
	48 27
	48 23
	46 20
	46 17
	46 14
	45 10
	43 6
	42 3
	41 0
	38 1
	35 1
	32 3
	32 6
	31 9
	31 13
	32 16
	33 21
	35 24
	36 27
	38 31
	39 34
	41 37
	44 34
	46 33
.PEN_UP
.PEN_DOWN
	26 30
	29 30
	32 30
	35 31
	39 33
	42 34
	45 35
	47 38
	50 39
	48 36
	47 33
	44 29
	43 26
	42 23
	40 20
	39 17
	36 15
	35 11
	32 8
	29 7
	26 5
	23 4
	25 7
	28 9
	31 9
	33 5
	35 2
	38 1
	41 0
	44 0
	47 1
	48 1
.PEN_UP
.PEN_DOWN
	23 22
	26 22
	29 22
	33 22
	36 22
	39 21
	43 21
	47 21
	52 21
	55 21
	58 21
	60 19
.PEN_UP
.PEN_DOWN
	41 58
	39 53
	37 50
	37 47
	34 44
	34 40
	32 36
	30 32
	27 29
	24 22
	23 19
	21 16
	18 12
	17 8
	15 5
	14 1
	13 0
.PEN_UP
.PEN_DOWN
	48 57
	49 53
	49 50
	49 47
	49 42
	51 38
	51 35
	51 31
	51 28
	52 24
	52 21
	52 18
	52 13
	52 10
	53 7
	53 4
	49 3
	46 4
	43 4
	41 7
	39 10
	36 12
	35 15
	35 18
	33 21
	36 20
	39 19
	42 17
	45 15
	48 14
	51 13
.PEN_UP
.PEN_DOWN
	15 47
	18 48
	21 50
	23 53
	26 53
	28 56
	31 57
	34 59
	35 56
	35 53
	34 49
	33 45
	32 39
	31 34
	30 31
	29 27
	27 23
	26 20
	25 15
	22 10
	21 6
	20 3
	19 0
	20 3
	21 8
	22 13
	24 16
	26 19
	26 22
	28 26
	30 31
	32 35
	33 39
	37 44
	38 47
	40 50
	44 53
	46 56
	49 58
	52 59
	55 59
	58 59
	61 59
	62 55
	61 52
	60 49
	58 46
	55 43
	52 39
	49 36
	46 34
	42 32
	39 31
	35 31
	32 30
	35 33
	39 35
	43 36
	46 36
	49 36
	52 34
	53 31
	54 28
	54 25
	54 21
	53 18
	52 14
	50 11
	47 9
	44 7
	41 6
	38 5
	35 5
	32 7
	29 8
	26 9
	23 10
	23 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 42
	24 42
	28 44
	31 46
	34 47
	37 50
	39 53
	41 56
	41 59
	42 62
	39 60
	38 56
	36 53
	36 50
	34 46
	34 43
	33 38
	32 35
	31 31
	30 28
	30 24
	28 21
	27 17
	26 13
	25 10
	24 6
	24 3
	23 0
	22 3
	23 5
.PEN_UP
.PEN_DOWN
	38 31
	41 32
	45 33
	48 34
	51 35
	52 35
.PEN_UP
.PEN_DOWN
	54 55
	54 52
	53 47
	52 43
	51 39
	49 36
	49 32
	47 28
	46 22
	45 19
	45 16
	44 13
	43 10
	43 7
	43 4
	43 1
	44 1
.PEN_UP
.PEN_DOWN
	32 45
	31 48
	30 51
	31 54
	34 54
	37 53
	40 52
	43 52
	46 53
	50 54
	53 56
	49 57
	47 54
	44 53
	43 50
	42 47
	41 44
	40 41
	39 38
	39 35
	38 32
	37 29
	36 26
	35 23
	34 19
	32 15
	31 12
	30 8
	30 4
	28 1
	25 0
	25 3
	25 6
	27 9
	30 11
	33 9
	36 8
	40 9
	43 9
	46 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 48
	24 49
	27 50
	30 51
	33 51
	36 53
	39 55
	36 52
	35 49
	34 46
	31 43
	30 39
	28 36
	28 33
	27 29
	26 26
	24 23
	23 20
	22 17
	21 13
	19 10
	19 6
	18 3
	17 0
	13 0
	12 3
	14 3
.PEN_UP
.PEN_DOWN
	56 52
	54 48
	51 45
	50 42
	47 39
	45 36
	43 33
	40 32
	39 29
	36 28
	33 25
	30 23
	27 21
	26 24
	29 25
	32 25
	35 23
	37 20
	40 18
	41 15
	44 13
	45 10
	48 8
	51 7
	55 7
.PEN_UP
.PEN_DOWN
	29 56
	32 56
	36 57
	40 58
	43 58
	46 60
	48 63
	45 63
	43 60
	41 57
	40 54
	39 51
	38 48
	37 43
	36 40
	36 37
	35 34
	34 30
	33 26
	32 23
	32 20
	31 16
	31 13
	31 10
	29 7
	28 4
	25 3
	24 0
	21 0
	21 4
	21 7
	22 10
	23 13
	25 16
	28 17
	32 17
	35 15
	39 13
	42 13
	45 11
	48 9
	51 8
	54 8
	57 7
	60 6
	62 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 48
	38 44
	38 41
	37 38
	36 35
	36 32
	35 28
	34 24
	32 21
	30 17
	28 14
	26 11
	23 7
	21 4
	18 1
	15 0
	18 3
.PEN_UP
.PEN_DOWN
	42 43
	43 39
	43 36
	44 32
	44 29
	44 25
	45 22
	45 19
	46 16
	46 13
	46 9
	47 6
	48 3
	51 5
	53 8
	55 12
	58 15
	58 18
	60 21
	61 24
	63 28
	66 33
	67 36
	70 39
	72 42
	73 45
	74 45
.PEN_UP
.PEN_DOWN
	48 58
	45 57
	42 55
	39 53
	35 50
	33 47
	32 44
	31 40
	29 37
	29 34
	28 31
	27 27
	27 22
	27 19
	27 16
	26 13
	26 10
	27 7
	29 3
	31 0
	34 0
	38 1
	41 3
	44 5
	47 7
	49 10
	52 12
	55 15
	57 18
	58 21
	59 24
	60 28
	60 31
	61 34
	61 37
	61 40
	61 43
	61 46
	60 49
	60 52
	59 55
	56 57
	53 57
	53 55
.PEN_UP
.PEN_DOWN
	18 48
	21 50
	24 51
	27 52
	30 53
	33 55
	31 52
	30 48
	28 43
	27 40
	27 37
	26 34
	25 31
	24 26
	23 22
	22 19
	21 15
	20 12
	19 9
	18 6
	16 3
	13 0
	14 3
.PEN_UP
.PEN_DOWN
	41 55
	45 55
	48 55
	51 52
	52 49
	52 46
	52 42
	50 39
	49 36
	47 33
	45 29
	42 28
	39 26
	36 25
	33 25
	30 26
	30 27
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 46
	33 43
	31 40
	31 36
	29 32
	27 28
	25 25
	23 20
	20 16
	18 13
	17 10
	16 7
	14 4
	12 1
	16 0
.PEN_UP
.PEN_DOWN
	20 46
	23 48
	27 50
	31 50
	34 50
	38 50
	42 50
	45 48
	46 45
	47 42
	47 39
	47 36
	46 33
	43 29
	43 26
	40 24
	37 22
	33 20
	29 20
	26 18
	23 19
	20 20
	19 23
	19 26
	22 24
	25 21
	28 18
	30 15
	33 12
	36 10
	40 9
	43 7
	46 5
	49 6
	52 7
.PEN_UP
.PEN_DOWN
	11 9
	14 12
	15 15
	17 18
	19 21
	21 24
	24 27
	26 30
	30 32
	33 34
	36 35
	39 37
	42 38
	45 39
	48 41
	51 41
	54 39
	57 39
	60 37
	61 34
	61 31
	61 28
	61 25
	61 22
	60 18
	58 15
	54 12
	51 9
	48 7
	45 5
	42 4
	39 4
	35 5
	34 8
	34 11
	37 13
	40 13
	44 10
	45 7
	48 6
	51 3
	54 2
	57 0
.PEN_UP
.PEN_DOWN
	24 43
	21 43
	20 46
	21 49
	24 51
	28 53
	31 53
	34 53
	37 52
	40 50
	41 47
	44 45
	45 42
	48 41
	52 38
	56 38
	60 38
	64 38
	68 39
	72 41
	75 44
	77 47
	76 45
.PEN_UP
.PEN_DOWN
	41 39
	41 36
	39 32
	39 28
	38 24
	36 21
	35 17
	34 14
	33 11
	31 8
	30 5
	27 1
	24 0
	21 3
	20 6
	20 7
.PEN_UP
.PEN_DOWN
	8 47
	11 48
	14 49
	16 46
	16 43
	16 40
	15 37
	13 34
	12 31
	11 25
	10 21
	10 18
	9 15
	8 11
	7 7
	7 4
	7 1
	10 0
	13 0
	17 3
	20 5
	24 8
	27 10
	31 13
	34 16
	37 19
	38 22
	41 24
	41 27
	43 30
	44 34
	46 38
	48 41
	50 44
	53 47
	53 50
	54 53
	52 50
	50 47
	49 44
	47 39
	46 35
	45 32
	44 28
	43 25
	43 21
	42 17
	42 14
	42 11
	43 8
	43 5
	43 2
	46 0
	49 0
	54 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 46
	24 47
	27 47
	30 47
	33 47
	36 46
	36 43
	37 39
	37 36
	37 32
	37 29
	35 26
	33 22
	30 19
	28 16
	26 13
	23 10
	20 7
	18 4
	16 1
	13 0
	14 1
.PEN_UP
.PEN_DOWN
	61 54
	58 53
	55 51
	53 48
	51 45
	49 42
	48 39
	45 36
	44 33
	43 30
	43 27
	42 24
	42 21
	42 18
	43 15
	43 12
	46 10
	49 10
	52 10
	55 10
	58 10
	61 11
	65 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 46
	29 43
	28 40
	27 37
	26 33
	25 29
	24 25
	23 22
	22 18
	21 15
	19 11
	17 7
	16 4
	15 1
	16 0
.PEN_UP
.PEN_DOWN
	21 52
	24 53
	27 54
	30 54
	33 54
	38 53
	42 52
	45 51
	48 49
	49 46
	50 41
	50 38
	49 35
	48 32
	47 29
	47 25
	45 22
	44 19
	42 16
	40 13
	38 10
	35 8
	32 6
	29 4
	26 4
	23 3
	20 4
	17 6
	16 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 44
	22 45
	26 47
	29 48
	33 50
	36 52
	37 55
	37 58
	34 57
	33 54
	31 51
	30 48
	29 45
	27 41
	27 38
	27 35
	26 30
	26 26
	25 23
	25 20
	24 16
	23 11
	22 8
	21 5
	21 2
	18 0
	18 3
	18 6
	20 10
	21 14
	23 18
	26 22
	30 25
	31 28
	34 28
	37 28
	40 27
	43 27
	46 27
	49 27
	52 29
	54 32
	55 35
	57 35
.PEN_UP
.PEN_DOWN
	56 55
	55 52
	54 49
	53 46
	52 43
	51 40
	51 37
	51 34
	50 31
	50 28
	49 25
	49 22
	48 19
	47 16
	47 12
	46 9
	46 6
	49 3
	53 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 47
	22 48
	25 50
	28 52
	31 53
	34 54
	36 57
	36 60
	33 60
	31 57
	30 54
	28 51
	25 45
	24 42
	24 39
	24 35
	23 32
	23 27
	22 24
	22 21
	22 18
	22 15
	21 12
	21 9
	21 6
	20 3
	19 0
	19 3
	19 6
	19 10
	23 12
.PEN_UP
.PEN_DOWN
	64 52
	61 47
	59 44
	56 41
	54 37
	51 35
	49 32
	47 29
	44 27
	42 24
	38 24
	36 21
	32 20
	29 19
	27 22
	28 25
	30 28
	33 28
	35 25
	38 22
	41 19
	44 16
	46 13
	49 11
	52 10
	55 9
	58 7
.PEN_UP
.PEN_DOWN
	14 42
	18 43
	23 45
	27 46
	31 48
	34 50
	38 51
	39 54
	41 57
	43 60
	43 63
	40 64
	37 63
	34 61
	32 58
	30 55
	28 51
	26 48
	25 45
	25 42
	23 37
	23 34
	21 31
	21 28
	20 24
	18 20
	18 17
	16 14
	15 11
	14 8
	13 5
	12 2
	9 0
	8 3
	9 6
	10 10
	12 13
	15 15
	19 18
	23 18
	26 18
	29 16
	32 15
	35 14
	38 12
	41 12
	44 11
	47 10
	51 10
	54 10
	56 13
	55 15
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 57
	43 56
	39 55
	36 52
	33 49
	31 46
	30 43
	28 40
	27 37
	26 34
	24 31
	24 28
	23 25
	23 22
	23 19
	23 15
	23 12
	23 9
	25 6
	26 3
	29 1
	32 0
	36 0
	40 1
	43 2
	44 5
	47 6
	50 8
	53 10
	55 13
	58 16
	60 19
	62 23
	62 26
	63 29
	64 32
	64 35
	64 38
	64 42
	63 45
	60 49
	58 52
	55 55
	52 55
	49 56
	49 53
.PEN_UP
.PEN_DOWN
	24 42
	27 44
	31 46
	34 48
	37 50
	39 53
	42 56
	39 56
	37 53
	36 50
	35 47
	35 44
	34 41
	34 37
	33 34
	33 31
	33 27
	32 24
	32 21
	31 18
	31 15
	29 12
	29 9
	27 6
	26 3
	23 1
	20 0
	23 0
.PEN_UP
.PEN_DOWN
	47 52
	50 52
	53 53
	56 53
	59 52
	62 50
	62 47
	63 44
	64 41
	65 38
	65 35
	64 32
	62 29
	59 25
	56 23
	53 22
	50 20
	47 19
	43 18
	39 18
	36 18
	32 19
	31 18
.PEN_UP
.PEN_DOWN
	49 11
	47 8
	44 6
	42 3
	39 2
	36 1
	33 1
	29 1
	26 1
	23 2
	20 3
	18 6
	18 9
	18 14
	18 18
	19 21
	20 25
	20 28
	22 31
	24 34
	27 37
	29 40
	33 42
	37 46
	41 48
	45 49
	48 50
	51 48
	54 45
	55 42
	56 39
	57 36
	57 33
	56 29
	55 26
	53 23
	52 19
	50 16
	47 13
	45 10
	41 11
	38 12
	36 15
	39 15
	42 14
	45 12
	47 9
	51 6
	54 4
	56 1
	58 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 51
	23 52
	25 49
	26 46
	26 43
	26 40
	25 37
	25 34
	23 29
	22 25
	21 21
	21 18
	19 14
	19 11
	19 8
	19 5
	20 2
	23 0
	26 0
	29 0
	32 1
	35 3
	36 6
	39 9
	40 12
	42 16
	45 20
	45 23
	47 26
	48 29
	48 33
	49 36
	50 39
	51 42
	53 45
	54 48
	51 46
	51 43
	49 40
	48 37
	47 34
	47 31
	47 28
	46 25
	46 22
	46 18
	46 15
	46 12
	46 9
	46 6
	49 4
	52 2
	55 3
	57 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	11 42
	13 45
	14 48
	17 49
	20 51
	23 53
	26 53
	29 53
	32 52
	35 52
	38 51
	38 48
	38 45
	38 42
	38 39
	37 35
	36 31
	35 27
	34 24
	31 20
	28 17
	26 14
	23 11
	21 8
	17 5
	15 2
	12 0
	14 1
.PEN_UP
.PEN_DOWN
	64 54
	61 55
	57 57
	54 55
	50 55
	47 53
	44 51
	42 48
	41 45
	39 42
	37 39
	35 36
	35 33
	34 30
	33 27
	33 24
	32 21
	33 18
	33 15
	34 12
	37 10
	40 8
	43 6
	46 5
	49 5
	52 5
	55 6
	58 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 48
	19 47
	22 47
	25 46
	28 46
	31 45
	34 45
	37 46
	41 47
	44 48
	47 50
	50 53
	53 54
	56 54
	53 54
	50 51
	48 48
	45 45
	45 42
	43 38
	43 35
	42 32
	40 29
	38 26
	37 23
	34 20
	33 17
	31 14
	28 12
	26 9
	24 6
	20 4
	17 2
	14 1
	11 1
	14 4
	17 6
	20 7
	23 8
	26 7
	28 4
	31 3
	34 1
	37 1
	41 0
	44 0
	48 2
	51 2
	52 4
.PEN_UP
.PEN_DOWN
	18 24
	21 23
	24 21
	27 21
	30 21
	35 21
	39 20
	42 20
	47 20
	51 20
	54 20
	56 17
.PEN_UP
.PEN_DOWN
	44 52
	44 49
	42 46
	40 42
	39 37
	38 33
	38 28
	37 24
	35 20
	34 16
	31 10
	30 7
	28 4
	27 1
	26 1
.PEN_UP
.PEN_DOWN
	48 52
	49 49
	51 45
	52 42
	54 38
	55 35
	56 30
	57 27
	59 23
	61 19
	62 16
	64 13
	64 10
	64 7
	62 4
	59 2
	56 0
	53 0
	50 1
	48 4
	46 8
	45 11
	45 14
	45 17
	48 17
	51 16
	54 16
	58 15
	61 15
	64 13
.PEN_UP
.PEN_DOWN
	21 50
	24 52
	28 53
	32 55
	37 58
	40 60
	37 56
	35 53
	34 50
	33 47
	32 42
	31 39
	30 35
	30 32
	30 29
	30 26
	29 23
	29 19
	28 16
	28 13
	27 10
	27 6
	26 3
	26 0
	26 4
	27 6
.PEN_UP
.PEN_DOWN
	39 55
	43 57
	48 57
	51 57
	54 57
	57 56
	60 55
	61 52
	61 49
	61 46
	61 42
	59 39
	57 36
	55 33
	52 30
	49 29
	46 27
	42 25
	39 25
	41 28
	44 29
	47 30
	51 30
	54 30
	57 29
	60 27
	62 24
	62 21
	61 18
	59 15
	56 12
	53 9
	50 5
	47 4
	44 3
	41 2
	38 2
	35 3
	32 4
	32 2
.PEN_UP
.PEN_DOWN
	60 46
	59 49
	56 51
	53 52
	50 52
	47 52
	44 52
	41 52
	38 51
	35 49
	32 47
	30 44
	28 41
	25 39
	24 36
	23 32
	23 29
	24 26
	25 22
	26 19
	28 16
	29 12
	32 8
	34 5
	37 3
	40 0
	43 0
	47 0
	50 1
	53 3
	55 6
	58 9
	58 12
	60 12
.PEN_UP
.PEN_DOWN
	37 46
	34 44
	32 41
	31 38
	31 35
	31 31
	30 27
	30 24
	30 20
	30 17
	29 14
	27 10
	25 7
	24 4
	21 3
	19 0
	18 1
.PEN_UP
.PEN_DOWN
	24 47
	28 47
	31 47
	34 47
	37 47
	41 47
	45 47
	48 49
	51 49
	53 46
	55 43
	56 40
	57 36
	56 33
	55 30
	54 27
	53 24
	52 20
	49 18
	47 15
	45 12
	42 12
	41 9
	38 7
	34 5
	31 4
	28 3
	25 2
	22 2
	19 3
	21 5
.PEN_UP
.PEN_DOWN
	54 49
	51 51
	47 52
	44 51
	41 51
	39 48
	35 46
	32 43
	29 40
	27 37
	25 34
	22 32
	22 29
	21 26
	24 24
	27 24
	30 24
	33 25
	37 26
	40 26
	43 27
	46 28
	43 29
	39 27
	35 26
	32 24
	30 21
	27 19
	24 16
	23 13
	21 10
	21 7
	21 4
	24 1
	27 1
	30 1
	33 1
	36 1
	39 0
	42 1
	45 3
	47 6
	50 7
.PEN_UP
.PEN_DOWN
	20 46
	23 47
	26 49
	29 51
	32 51
	35 52
	38 52
	41 50
	43 46
	45 43
	49 41
	52 41
	55 41
	58 42
	61 42
	64 43
	67 45
	70 48
	72 50
.PEN_UP
.PEN_DOWN
	46 46
	43 46
	40 44
	38 41
	37 38
	36 35
	36 32
	36 29
	36 25
	36 22
	37 19
	37 15
	36 12
	35 9
	34 6
	31 3
	28 2
	25 0
	23 0
.PEN_UP
.PEN_DOWN
	24 23
	27 23
	31 25
	34 25
	38 25
	42 25
	45 26
	48 26
	51 26
	54 27
	52 24
	50 21
	49 18
	49 15
	53 13
	57 13
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 48
	29 48
	32 48
	35 48
	38 48
	41 46
	44 44
	47 44
	50 46
	53 49
	54 51
.PEN_UP
.PEN_DOWN
	44 47
	42 44
	42 41
	42 38
	42 34
	42 30
	42 27
	42 24
	42 21
	42 18
	42 15
	42 11
	42 8
	42 5
	42 2
	39 0
	36 0
	35 3
	33 6
	37 5
	40 5
	43 4
	46 4
	49 3
	51 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 39
	18 40
	21 41
	24 42
	27 44
	31 46
	35 50
	37 53
	38 56
	40 59
	41 64
	41 67
	38 69
	35 67
	34 64
	32 61
	31 58
	29 55
	28 51
	28 47
	27 43
	26 38
	26 34
	25 31
	25 27
	24 23
	24 20
	23 17
	22 13
	21 10
	21 7
	18 3
	15 0
	13 3
	13 7
	15 11
	16 15
	19 16
	22 17
	25 17
	28 15
	31 14
	34 11
	37 9
	40 7
	43 7
	46 7
	49 7
	52 8
	55 9
	58 9
	61 9
	61 11
.PEN_UP
.PEN_DOWN
	10 5
	12 8
	15 10
	17 13
	20 15
	23 18
	26 21
	28 24
	31 28
	33 31
	34 34
	36 38
	38 42
	39 45
	40 48
	42 51
	43 54
	44 57
	43 54
	43 51
	41 48
	41 45
	41 42
	40 39
	40 36
	40 33
	43 34
	46 36
	47 39
	49 42
	52 46
	55 49
	57 52
	59 55
	62 57
	64 60
	66 63
	64 59
	62 56
	60 53
	57 48
	57 45
	56 42
	55 38
	54 35
	54 31
	53 28
	53 25
	53 22
	53 19
	53 15
	53 12
	53 9
	53 6
	56 4
	59 2
	62 1
	65 0
	68 1
	71 1
.PEN_UP
.PEN_DOWN
	9 1
	10 4
	13 7
	15 10
	16 14
	19 18
	21 21
	23 24
	24 29
	26 33
	28 37
	29 40
	29 44
	30 47
	31 50
	33 53
	36 56
	37 52
	36 49
	35 45
	34 41
	33 37
	32 33
	32 29
	31 26
	31 21
	31 18
	31 15
	31 12
	31 9
	31 6
	31 3
	32 0
	36 0
	39 2
	41 6
	44 8
	47 11
	48 14
	49 17
	52 23
	54 26
	54 30
	56 34
	57 37
	58 41
	58 45
	60 48
	61 51
	63 54
	64 57
	64 54
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 48
	25 50
	28 51
	33 54
	36 57
	39 59
	41 62
	43 65
	44 68
	41 65
	40 62
	39 59
	38 55
	37 52
	36 49
	34 44
	33 41
	32 38
	32 34
	31 30
	30 25
	29 22
	29 19
	27 16
	26 13
	25 9
	24 6
	23 3
	21 0
	19 4
	21 6
.PEN_UP
.PEN_DOWN
	49 64
	52 64
	56 64
	59 64
	62 63
	65 63
	67 59
	68 56
	67 53
	66 50
	65 46
	63 43
	60 40
	59 37
	56 35
	52 31
	49 29
	46 28
	43 28
	40 26
	37 26
	33 26
	30 27
	30 26
.PEN_UP
.PEN_DOWN
	37 3
	34 2
	31 0
	28 0
	25 0
	23 3
	21 6
	20 9
	20 12
	19 15
	19 18
	19 21
	19 25
	20 29
	21 32
	21 35
	23 38
	24 41
	25 44
	28 48
	29 51
	31 54
	34 56
	37 59
	40 61
	43 62
	46 62
	49 60
	52 59
	55 56
	58 53
	58 50
	60 46
	60 42
	60 39
	60 36
	60 31
	58 28
	58 25
	57 22
	55 18
	52 16
	50 13
	48 10
	46 7
	43 8
	40 11
	39 14
	39 17
	42 17
	45 16
	48 13
	51 11
	54 8
	57 5
	61 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	7 20
	8 23
	11 27
	13 31
