


.DATE		Aug. 92
.STYLE		PRINTED
	42 13
	43 9
	44 6
	45 3
	47 0
	50 0
	53 1
	55 4
	56 8
	58 13
	58 16
	59 19
	60 22
	60 26
	61 33
	62 37
	62 40
	63 44
	63 48
	63 51
	63 54
.PEN_UP
.PEN_DOWN
	71 87
	69 83
	67 79
	66 75
	64 72
	63 68
	61 64
	59 60
	57 55
	54 50
	49 40
	46 35
	43 31
	40 26
	38 21
	35 17
	33 13
	31 10
	30 7
	29 4
	28 0
.PEN_UP
.PEN_DOWN
	40 71
	41 68
	43 64
	46 59
	49 53
	52 48
	55 42
	58 38
	61 34
	67 27
	69 24
	72 20
	76 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	41 62
	45 62
	48 62
	51 63
	56 64
	60 64
	64 65
	68 66
	71 67
	74 67
	79 67
	75 67
	72 66
	69 66
	65 65
	64 62
	64 59
	64 56
	63 53
	62 44
	61 40
	61 36
	59 31
	57 27
	56 22
	54 19
	51 16
	49 13
	47 10
	45 7
	39 1
	36 0
	36 4
	41 6
	47 8
	50 8
	54 8
	57 8
	61 8
	64 7
	69 7
	72 6
	71 7
.PEN_UP
.PEN_DOWN
	30 0
	30 5
	30 8
	31 11
	32 19
	34 23
	35 27
	36 31
	38 36
	40 40
	42 45
	44 50
	46 54
	47 57
	49 60
	51 65
	53 68
	55 65
	56 62
	56 59
	57 56
	57 53
	58 48
	58 44
	59 39
	60 34
	63 25
	64 21
	66 18
	67 15
	67 12
	68 8
	69 5
	68 6
.PEN_UP
.PEN_DOWN
	46 22
	54 23
	58 23
	61 23
	64 23
	68 23
	67 21
.PEN_UP
.PEN_DOWN
	43 68
	43 64
	43 58
	42 52
	42 38
	41 31
	41 25
	41 21
	41 16
	41 13
	42 9
	42 4
	43 1
.PEN_UP
.PEN_DOWN
	36 57
	36 61
	37 65
	40 68
	44 70
	49 70
	52 70
	55 70
	59 69
	62 68
	65 67
	69 63
	71 59
	71 56
	71 52
	68 48
	62 44
	52 38
	48 37
	45 36
	42 35
	39 34
	35 33
	39 31
	45 28
	48 27
	51 25
	55 22
	58 20
	62 17
	64 14
	67 10
	67 4
	63 1
	59 0
	54 0
	51 0
	46 1
	43 2
	39 3
	36 4
	33 5
	33 8
	36 10
	39 11
.PEN_UP
.PEN_DOWN
	60 41
	60 45
	58 51
	56 54
	52 55
	49 55
	45 51
	42 47
	40 44
	37 35
	35 31
	35 26
	35 21
	35 16
	35 13
	36 10
	39 5
	43 2
	48 1
	52 0
	55 0
	59 0
	62 0
	66 0
	69 1
	73 1
	75 2
.PEN_UP
.PEN_DOWN
	29 66
	28 63
	27 53
	27 47
	27 42
	27 36
	27 32
	28 27
	28 22
	28 18
	29 14
	29 11
	29 8
	29 5
	30 0
	31 1
.PEN_UP
.PEN_DOWN
	37 65
	43 65
	46 64
	50 62
	54 59
	58 56
	62 52
	65 47
	68 42
	69 37
	69 33
	69 30
	69 26
	67 21
	65 18
	60 14
	57 13
	53 11
	50 10
	46 9
	42 8
	39 8
	36 8
	31 7
	27 6
	25 5
.PEN_UP
.PEN_DOWN
	32 56
	36 56
	41 56
	47 56
	50 56
	53 56
	56 55
	61 55
	64 54
	67 54
	64 53
	61 53
	58 52
	56 52
.PEN_UP
.PEN_DOWN
	42 35
	45 34
	49 34
	52 34
	55 34
	59 35
	56 34
.PEN_UP
.PEN_DOWN
	38 53
	38 49
	38 45
	39 38
	39 33
	39 29
	39 24
	38 20
	38 16
	38 12
	37 9
	37 6
	36 3
	38 0
	41 0
	45 0
	52 0
	56 0
	59 1
	62 2
	62 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 54
	46 57
	46 60
	43 62
	40 62
	37 60
	34 59
	30 54
	28 51
	24 42
	23 37
	22 33
	22 28
	22 23
	22 20
	23 16
	24 13
	25 10
	27 7
	31 3
	35 0
	39 0
	42 0
	46 2
	50 4
	53 6
	55 9
	55 12
	54 15
	53 18
	50 21
	47 23
	44 25
	47 25
	51 25
	54 26
	57 27
	60 28
	63 30
	60 32
	59 28
	60 24
	61 21
	62 16
	63 13
	63 9
	63 6
	63 3
	63 0
	62 0
.PEN_UP
.PEN_DOWN
	36 68
	36 64
	36 59
	36 53
	36 47
	36 41
	36 35
	36 30
	36 25
	36 16
	36 13
	36 10
	36 6
	37 7
.PEN_UP
.PEN_DOWN
	41 26
	45 26
	49 27
	54 27
	58 28
	62 29
	65 29
.PEN_UP
.PEN_DOWN
	62 68
	62 61
	62 55
	63 50
	64 44
	65 39
	65 33
	66 28
	66 23
	67 18
	67 13
	67 10
	67 6
	67 2
	66 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 67
	22 60
	22 56
	22 50
	22 44
	22 38
	22 33
	22 24
	22 19
	22 15
	22 12
	22 8
	22 3
	23 0
	24 0
.PEN_UP
.PEN_DOWN
	53 63
	51 59
	48 55
	44 51
	41 48
	36 43
	31 38
	28 36
	25 34
	21 30
	18 26
	18 23
	21 19
	25 16
	28 14
	31 12
	34 11
	37 10
	43 7
	46 7
	50 5
	53 5
	53 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 59
	30 56
	30 52
	30 47
	30 42
	30 38
	30 28
	30 24
	29 20
	29 17
	29 14
	29 11
	29 8
	30 3
	30 0
	30 3
	30 5
.PEN_UP
.PEN_DOWN
	28 44
	28 37
	30 34
	32 31
	36 30
	39 29
	42 29
	45 30
	48 31
	51 34
	54 36
	56 39
	57 42
	58 46
	59 52
	60 55
	60 58
	60 61
	60 64
	59 59
	59 55
	59 51
	59 45
	60 40
	60 36
	60 27
	60 23
	60 20
	60 17
	60 13
	60 10
	61 5
	62 2
	62 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 75
	18 71
	18 65
	18 59
	18 52
	18 32
	18 26
	18 21
	19 16
	19 12
	19 9
	20 6
	20 3
	22 0
	24 3
	23 7
	22 10
	21 15
.PEN_UP
.PEN_DOWN
	13 70
	14 73
	16 76
	19 79
	22 80
	25 80
	28 80
	31 80
	35 79
	38 77
	41 75
	44 72
	47 69
	50 66
	51 63
	53 57
	53 52
	51 49
	48 45
	45 44
	40 41
	37 40
	34 40
	31 39
	26 39
	22 39
	19 39
	18 40
.PEN_UP
.PEN_DOWN
	54 62
	50 61
	46 59
	43 56
	41 53
	39 50
	38 46
	36 41
	35 37
	35 33
	35 28
	35 23
	35 20
	37 13
	39 10
	43 6
	47 5
	50 5
	54 5
	58 5
	62 6
	65 8
	68 12
	69 17
	69 20
	69 26
	69 30
	68 34
	67 41
	66 45
	65 48
	64 51
	62 54
	60 59
	57 62
	54 64
	51 66
	50 63
.PEN_UP
.PEN_DOWN
	54 19
	58 16
	62 12
	65 11
	68 9
	71 7
	74 6
	80 4
	84 2
	87 0
	84 1
	81 3
.PEN_UP
.PEN_DOWN
	41 74
	41 68
	41 63
	40 58
	40 51
	40 45
	39 39
	39 33
	38 22
	38 17
	38 13
	38 10
	38 7
	38 4
	39 1
	42 0
	42 1
.PEN_UP
.PEN_DOWN
	41 62
	41 65
	44 68
	47 68
	53 68
	57 67
	60 64
	63 62
	66 59
	69 56
	71 53
	71 50
	71 47
	71 44
	70 40
	66 36
	63 35
	58 33
	54 32
	51 31
	47 31
	44 31
	41 30
	38 30
	33 30
	33 27
	37 22
	40 19
	43 17
	46 15
	50 12
	53 11
	57 9
	62 6
	66 5
	69 4
	72 4
	69 5
	66 6
	63 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 50
	22 46
	23 40
	25 35
	26 30
	28 25
	29 21
	30 17
	33 10
	34 7
	36 3
	39 1
	42 0
	44 3
	44 6
	44 10
	43 14
	43 17
	43 20
	43 24
	43 33
	44 37
	45 42
	45 46
	46 50
	47 54
	48 57
	49 60
	49 63
	50 65
.PEN_UP
.PEN_DOWN
	15 60
	15 56
	16 52
	16 47
	17 41
	17 35
	18 24
	19 19
	19 15
	20 12
	21 9
	22 5
	25 2
	28 2
	29 5
	30 8
	30 11
	31 15
	31 18
	31 21
	31 24
	32 27
	32 30
	32 33
	33 37
	34 40
	35 47
	36 50
	37 53
	37 56
	38 53
	38 50
	38 47
	39 42
	39 37
	40 27
	40 23
	41 19
	42 14
	42 11
	43 8
	45 4
	46 1
	49 0
	52 3
	54 7
	56 10
	57 13
	58 16
	58 19
	59 25
	60 29
	61 33
	61 36
	61 40
	61 44
	61 48
	60 51
	60 54
	60 57
	60 60
	60 64
	59 67
.PEN_UP
.PEN_DOWN
	66 70
	65 67
	64 63
	61 56
	60 53
	58 49
	57 45
	55 41
	53 37
	51 33
	49 29
	47 25
	46 21
	44 17
	43 14
	40 9
	39 4
	38 1
	37 0
.PEN_UP
.PEN_DOWN
	39 53
	41 50
	44 46
	47 41
	51 37
	54 32
	58 28
	61 24
	67 16
	70 13
	73 8
	75 4
	71 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
