


.DATE		07 ? 93
.STYLE		PRINTED
.WRITER_ID	ktum
	50 30
	50 26
	49 22
	49 19
	49 13
	50 10
	51 7
	52 4
	55 4
	58 2
	61 0
	63 3
	65 6
	67 9
	68 13
	70 16
	72 20
	73 23
	75 27
	76 30
	77 33
	78 36
	81 36
.PEN_UP
.PEN_DOWN
	59 47
	54 41
	51 39
	46 36
	42 31
	38 26
	35 23
	31 20
	29 17
	27 14
	24 11
	22 8
	19 5
	16 3
	14 0
	14 3
	16 3
.PEN_UP
.PEN_DOWN
	26 43
	29 39
	32 35
	35 31
	39 26
	43 22
	45 19
	49 17
	52 14
	55 13
	56 13
.PEN_UP
.PEN_DOWN
	29 80
	32 76
	35 71
	36 68
	38 64
	41 61
	43 58
	46 55
	48 52
	51 50
	50 51
.PEN_UP
.PEN_DOWN
	65 79
	63 76
	61 73
	60 70
	58 66
	54 62
	52 58
	51 55
	48 51
	45 47
	44 44
	43 41
	40 36
	37 32
	34 27
	31 24
	29 21
	28 18
	25 16
	22 14
	19 12
	17 9
	16 6
	14 3
	13 0
	11 6
.PEN_UP
.PEN_DOWN
	30 38
	33 37
	37 37
	41 37
	45 37
	49 37
	53 37
	57 37
	58 34
	54 30
	51 27
	49 24
	46 20
	42 16
	40 12
	37 8
	35 5
	38 3
	41 2
	44 2
	47 2
	53 1
	56 1
	59 0
	62 0
	66 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 70
	35 65
	35 61
	34 58
	34 55
	34 52
	34 49
	34 45
	34 41
	34 37
	34 33
	33 30
	33 26
	32 22
	32 19
	32 16
	31 13
	31 10
	31 7
	31 4
	30 1
	32 4
	32 7
	34 10
	36 13
	38 18
	39 21
	41 24
	43 27
	46 29
	49 30
	52 29
	55 28
	58 27
	61 25
	62 22
	62 19
	62 16
	61 12
	59 9
	57 6
	54 3
	50 1
	47 0
	44 0
	41 1
	37 2
	34 3
	31 5
	30 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 69
	42 72
	38 77
	35 77
	32 76
	29 73
	25 67
	24 64
	24 60
	23 57
	23 54
	23 51
	23 48
	23 45
	23 42
	23 39
	24 36
	24 33
	25 30
	25 27
	25 24
	26 21
	26 18
	27 15
	27 12
	28 9
	28 6
	28 3
	28 0
	27 1
.PEN_UP
.PEN_DOWN
	15 31
	18 31
	22 31
	25 31
	28 31
	31 31
	35 31
	38 31
	41 31
	44 30
	47 29
	48 30
.PEN_UP
.PEN_DOWN
	45 64
	42 66
	38 67
	35 67
	32 67
	30 64
	27 61
	26 58
	25 54
	25 50
	25 47
	25 44
	26 41
	29 39
	32 38
	35 37
	38 37
	41 39
	44 41
	46 44
	47 47
	48 50
	49 53
	49 56
	49 59
	49 62
	47 65
	47 62
	47 59
	46 56
	46 53
	47 50
	47 46
	47 43
	48 39
	48 36
	48 33
	48 30
	48 26
	49 23
	49 20
	49 17
	49 14
	48 11
	47 8
	47 5
	45 2
	42 1
	39 0
	36 0
	32 1
	29 3
	28 6
	28 9
	29 12
	32 15
	35 17
	38 19
	41 21
	44 22
	50 24
	54 26
	57 28
	60 28
	64 29
	67 31
	71 32
	74 34
	77 35
	78 35
.PEN_UP
.PEN_DOWN
	37 75
	37 72
	36 69
	36 66
	36 62
	36 59
	36 56
	35 52
	35 49
	34 46
	34 42
	34 38
	34 35
	34 31
	34 28
	34 25
	34 22
	33 19
	33 16
	33 13
	33 10
	33 7
	35 10
	36 13
	38 16
	39 19
	41 22
	43 25
	45 28
	46 31
	49 32
	52 31
	52 27
	53 24
	53 21
	54 18
	54 15
	55 12
	56 9
	57 6
	59 3
	60 0
	62 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 76
	21 72
	21 69
	21 66
	21 63
	21 60
	22 56
	22 51
	22 47
	22 42
	22 39
	22 36
	22 33
	22 30
	22 27
	22 24
	22 21
	22 18
	22 15
	22 12
	21 9
	21 6
	21 3
	20 0
	22 3
	23 6
	26 11
	27 14
	28 17
	30 20
	30 23
	31 26
	33 31
	33 34
	34 37
	35 40
	35 35
.PEN_UP
.PEN_DOWN
	33 19
	37 17
	40 15
	43 13
	46 12
	49 9
	52 8
	57 6
.PEN_UP
.PEN_DOWN
	30 70
	30 67
	30 64
	29 61
	29 56
	29 53
	27 49
	27 46
	27 43
	27 39
	27 34
	27 29
	27 25
	27 21
	27 18
	27 15
	27 12
	27 9
	27 6
	26 3
	26 0
	25 0
.PEN_UP
.PEN_DOWN
	9 22
	10 25
	12 28
	14 31
	17 34
	18 37
	20 40
	23 43
	26 44
	27 41
	27 38
	27 35
	27 32
	27 28
	27 23
	26 20
	26 17
	25 14
	25 11
	23 8
	21 5
	20 2
	22 5
	22 8
	25 11
	28 15
	29 18
	32 20
	33 24
	36 27
	38 30
	41 34
	44 37
	46 33
	45 28
	44 25
	44 21
	43 18
	41 15
	41 11
	41 7
	40 4
	40 1
	41 4
	42 8
	45 10
	47 14
	49 17
	50 20
	52 23
	54 26
	55 29
	57 32
	59 29
	59 26
	59 22
	59 19
	59 16
	59 12
	59 9
	60 6
	60 3
	62 0
	65 0
	68 0
	68 3
	69 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 41
	29 37
	29 34
	29 30
	29 27
	30 24
	30 21
	30 18
	30 15
	30 12
	31 9
	31 6
	31 3
	31 0
	31 3
	31 7
	32 10
	35 12
	36 16
	38 20
	40 24
	42 28
	44 31
	45 34
	47 37
	48 40
	50 43
	53 45
	56 45
	58 42
	58 39
	59 35
	60 32
	61 29
	62 26
	63 23
	65 24
.PEN_UP
.PEN_DOWN
	51 32
	48 33
	45 33
	42 33
	39 33
	36 33
	33 33
	30 31
	28 28
	28 25
	30 22
	33 19
	35 16
	37 13
	40 11
	41 8
	42 5
	38 2
	35 1
	32 0
	29 0
	26 0
	23 1
	21 4
	18 6
	19 7
.PEN_UP
.PEN_DOWN
	32 62
	32 58
	32 54
	30 51
	30 47
	30 43
	30 39
	30 35
	30 31
	30 27
	30 23
	30 19
	30 15
	30 12
	30 9
	30 6
	30 3
	30 0
	30 2
.PEN_UP
.PEN_DOWN
	22 36
	26 36
	30 36
	34 36
	38 36
	41 36
	44 36
	47 36
	50 36
	48 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 43
	21 40
	22 35
	23 32
	25 28
	25 24
	25 20
	26 16
	26 13
	27 10
	28 7
	29 4
	32 7
	32 10
	34 13
	36 16
	38 19
	39 24
	41 28
	43 34
	43 38
	44 41
	44 38
	44 33
	45 30
	45 27
	46 24
	46 21
	47 18
	49 15
	51 12
	52 9
	53 6
	54 3
	55 0
	58 4
	59 7
	59 10
	61 13
	61 17
	62 20
	64 24
	64 27
	65 31
	66 34
	66 37
	67 40
	69 42
.PEN_UP
.PEN_DOWN
	56 39
	53 36
	51 33
	49 30
	46 27
	42 22
	38 18
	35 14
	31 12
	31 9
	30 6
	28 3
	27 0
	27 1
.PEN_UP
.PEN_DOWN
	25 36
	28 34
	32 30
	35 28
	39 25
	43 23
	48 19
	52 16
	55 12
	58 10
	61 8
	64 6
	66 3
	66 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	45 82
	48 81
	48 78
	48 74
	47 70
	47 64
	47 61
	45 57
	45 54
	45 51
	44 47
	43 44
	41 39
	40 34
	39 28
	39 24
	38 21
	37 18
	37 15
	36 12
	36 7
	33 4
	33 1
	35 0
.PEN_UP
.PEN_DOWN
	50 75
	51 72
	52 68
	54 64
	56 61
	57 58
	59 54
	59 51
	60 48
	61 45
	62 41
	64 38
	64 35
	65 32
	66 29
	68 25
	69 22
	72 19
	72 16
	73 13
	75 10
	76 11
.PEN_UP
.PEN_DOWN
	47 43
	50 43
	54 43
	57 43
	62 43
	65 43
	68 43
	72 42
.PEN_UP
.PEN_DOWN
	31 68
	31 65
	31 61
	31 57
	31 53
	31 50
	31 47
	31 43
	31 40
	31 36
	31 32
	30 28
	30 25
	30 22
	30 19
	30 16
	30 13
	30 10
	30 7
	29 4
	29 1
	29 0
.PEN_UP
.PEN_DOWN
	36 68
	40 69
	43 69
	46 69
	49 69
	52 67
	55 66
	58 63
	60 60
	62 57
	63 54
	64 51
	64 48
	64 45
	64 42
	61 39
	58 37
	55 36
	52 36
	49 34
	46 34
	42 34
	39 34
	36 34
	33 34
	36 36
	40 36
	43 36
	46 36
	49 36
	52 36
	55 34
	59 32
	62 31
	64 28
	66 25
	66 22
	67 19
	67 16
	68 13
	68 10
	67 7
	65 4
	62 4
	59 2
	56 2
	53 2
	50 1
	47 2
	44 2
	41 2
	38 3
	35 3
	32 4
	29 4
	26 5
	26 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 70
	21 70
	26 70
	30 70
	33 70
	36 70
	39 70
	43 71
	46 71
	49 71
	54 71
	57 72
	60 72
	63 72
	66 72
	69 72
	71 71
.PEN_UP
.PEN_DOWN
	21 69
	21 66
	21 63
	21 60
	20 56
	20 53
	19 49
	19 46
	19 43
	19 40
	18 37
	18 34
	19 31
	19 28
	19 24
	19 21
	19 18
	20 15
	20 12
	20 9
	20 6
	21 3
	21 0
	24 2
	28 4
	31 4
	34 4
	37 5
	41 5
	44 5
	48 6
	51 6
	54 5
	58 4
	62 4
	65 4
	66 6
.PEN_UP
.PEN_DOWN
	19 42
	22 42
	26 41
	30 41
	33 41
	36 41
	41 40
	45 40
	48 40
	51 39
	54 39
	57 39
	60 38
	61 39
.PEN_UP
.PEN_DOWN
	24 70
	27 70
	30 70
	35 70
	39 70
	42 71
	45 71
	48 72
	51 72
	54 73
	57 73
	60 73
	63 74
	66 74
	71 75
	75 75
	79 76
	82 76
	85 76
	88 77
	85 77
	83 76
.PEN_UP
.PEN_DOWN
	28 68
	29 65
	29 62
	30 59
	31 54
	32 50
	32 47
	32 44
	32 41
	32 37
	32 34
	32 31
	32 28
	32 25
	32 22
	32 19
	32 16
	32 12
	33 9
	33 6
	33 3
	33 0
	31 1
.PEN_UP
.PEN_DOWN
	31 38
	35 37
	38 36
	42 36
	45 36
	48 36
	53 35
	56 35
	60 35
	63 35
	66 35
	69 35
	70 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 62
	31 62
	35 62
	38 62
	42 64
	45 64
	48 65
	51 66
	54 66
	57 66
	60 67
	63 67
	67 67
	70 67
	69 68
.PEN_UP
.PEN_DOWN
	49 62
	49 59
	49 56
	49 53
	50 49
	50 46
	50 43
	50 40
	50 37
	50 33
	49 29
	49 26
	49 23
	49 20
	48 17
	48 14
	48 9
	48 6
	48 3
	47 0
	47 1
.PEN_UP
.PEN_DOWN
	32 3
	35 3
	38 3
	41 3
	44 3
	47 3
	50 3
	53 3
	57 3
	60 3
	63 3
	67 3
	71 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 75
	32 72
	32 69
	32 65
	32 62
	32 57
	32 51
	32 45
	31 42
	31 39
	31 34
	30 31
	30 28
	30 25
	30 22
	30 18
	30 15
	29 12
	29 9
	29 6
	28 3
	28 0
	28 3
	29 6
	30 9
	34 13
	35 17
	36 20
	39 24
	40 28
	41 32
	42 35
	43 39
	44 42
	46 45
	47 48
	48 51
	49 54
	52 57
	53 60
	54 63
	55 63
.PEN_UP
.PEN_DOWN
	43 36
	46 32
	48 29
	51 25
	52 22
	53 18
	56 16
	57 13
	60 10
	63 7
	64 4
	66 4
.PEN_UP
.PEN_DOWN
	18 65
	18 62
	18 59
	18 55
	17 52
	17 48
	16 44
	16 40
	16 36
	15 32
	15 29
	15 26
	15 23
	15 19
	14 15
	14 12
	14 8
	13 5
	13 2
	16 2
	20 2
	23 2
	26 2
	29 2
	32 2
	35 2
	38 2
	41 2
	44 1
	47 1
	50 1
	53 0
	53 2
.PEN_UP
.PEN_DOWN
	22 76
	22 73
	21 70
	21 65
	20 62
	20 58
	19 53
	19 50
	19 46
	19 42
	19 39
	19 36
	19 33
	19 29
	19 25
	19 22
	19 19
	19 16
	19 13
	18 10
	18 7
	18 4
	17 7
	19 8
.PEN_UP
.PEN_DOWN
	24 72
	25 68
	26 65
	28 61
	30 56
	30 52
	32 49
	33 45
	34 42
	36 39
	36 36
	37 33
	38 30
	39 27
	41 24
	43 21
	44 18
	47 17
	49 20
	52 22
	53 25
	54 28
	57 32
	58 35
	59 38
	59 43
	61 47
	62 50
	64 53
	64 56
	65 59
	66 62
	67 65
	68 68
	68 64
	68 60
	68 57
	69 54
	69 51
	69 48
	69 45
	70 42
	70 38
	70 35
	70 32
	70 29
	70 25
	70 22
	70 19
	70 16
	70 13
	70 10
	70 7
	70 4
	70 1
	70 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 62
	50 64
	47 66
	44 66
	41 65
	38 64
	35 63
	34 59
	31 57
	31 53
	30 50
	28 47
	27 44
	27 41
	27 38
	26 35
	26 32
	26 29
	26 26
	27 22
	28 19
	29 16
	31 13
	31 10
	32 7
	35 4
	38 1
	41 0
	44 0
	47 0
	50 0
	53 0
	56 0
	59 1
	62 3
	65 6
	67 9
	69 14
	71 17
	71 20
	72 23
	72 27
	73 31
	73 34
	74 38
	74 41
	74 44
	74 47
	74 50
	71 52
	68 55
	65 57
	62 59
	59 60
	55 61
	52 62
	49 63
	46 63
	49 64
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 51
	55 54
	52 56
	48 58
	45 58
	42 56
	40 53
	38 50
	36 47
	35 44
	34 41
	34 38
	34 35
	33 32
	33 29
	33 26
	34 22
	34 19
	34 16
	35 13
	35 10
	37 7
	40 4
	43 3
	46 2
	49 1
	52 0
	55 0
	58 0
	61 1
	64 3
	64 6
	66 9
	68 12
	69 15
	70 18
	71 21
	71 24
	72 27
	72 30
	72 33
	71 36
	69 40
	67 43
	65 46
	62 48
	59 50
	56 52
	53 53
	50 54
	47 54
	47 50
	49 50
.PEN_UP
.PEN_DOWN
	62 12
	66 10
	69 9
	73 8
	76 6
	79 6
	82 4
	85 2
	88 1
	88 2
.PEN_UP
.PEN_DOWN
	24 60
	24 57
	24 54
	24 50
	24 47
	25 44
	25 41
	25 38
	26 35
	27 32
	27 28
	27 24
	27 21
	27 17
	28 14
	28 10
	29 7
	30 3
	31 0
	30 4
	29 8
	28 12
	28 16
	28 20
	27 23
	27 27
	27 30
	26 34
	25 37
	25 40
	25 43
	25 46
	25 49
	26 53
	28 56
	28 59
	30 62
	31 65
	34 66
	36 69
	39 70
	42 69
	45 68
	49 65
	51 62
	53 59
	54 56
	56 53
	57 50
	57 47
	57 44
	57 41
	56 38
	54 35
	51 33
	48 32
	45 32
	42 32
	39 32
	36 32
	33 32
	30 32
	33 32
	36 30
	40 30
	43 27
	46 25
	49 22
	52 20
	55 18
	59 15
	62 13
	65 11
	68 9
	71 7
	74 4
	77 4
	77 5
.PEN_UP
.PEN_DOWN
	61 68
	59 71
	56 71
	53 71
	50 71
	47 71
	44 71
	41 70
	38 70
	33 67
	30 67
	30 64
	29 60
	27 57
	26 54
	24 51
	26 48
	29 46
	33 44
	36 43
	39 42
	42 40
	45 37
	48 34
	49 31
	50 28
	50 25
	50 21
	50 18
	47 15
	47 12
	44 10
	42 7
	39 6
	35 3
	32 2
	29 0
	26 0
	23 0
	20 3
	17 4
	15 7
	15 9
.PEN_UP
.PEN_DOWN
	23 62
	26 61
	30 61
	33 61
	37 61
	42 61
	45 61
	49 61
	52 62
	56 62
	60 62
	64 62
	67 62
	70 62
	73 62
	76 61
	73 61
	70 61
	68 60
.PEN_UP
.PEN_DOWN
	46 57
	47 54
	47 50
	47 47
	49 44
	49 41
	50 38
	50 33
	51 29
	52 26
	53 23
	54 19
	55 16
	55 13
	56 10
	57 7
	58 4
	58 1
	58 0
.PEN_UP
.PEN_DOWN
	28 55
	28 51
	27 47
	27 43
	27 40
	27 36
	27 33
	28 29
	28 26
	28 23
	28 20
	29 17
	30 14
	30 11
	32 8
	33 5
	34 2
	37 0
	40 1
	43 1
	46 3
	49 6
	51 9
	52 12
	53 15
	54 18
	55 22
	57 25
	57 29
	58 33
	58 36
	58 39
	58 43
	58 46
	58 49
	58 52
	58 55
	58 58
	58 55
	58 52
	58 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 78
	23 75
	25 72
	29 70
	31 66
	34 63
	36 60
	37 57
	41 53
	44 50
	47 48
	49 45
	51 42
.PEN_UP
.PEN_DOWN
	72 78
	70 75
	68 72
	66 69
	65 66
	63 63
	62 60
	60 57
	59 54
	57 51
	55 48
	53 45
	51 42
	48 40
	48 37
	48 34
	48 31
	49 28
	49 25
	49 22
	49 19
	49 16
	50 13
	50 10
	51 7
	52 4
	52 1
	55 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 80
	46 77
	46 73
	45 68
	45 65
	45 61
	45 58
	45 53
	45 49
	45 46
	44 38
	44 35
	43 31
	42 27
	42 22
	41 19
	40 15
	39 11
	39 8
	38 4
	36 0
	36 1
.PEN_UP
.PEN_DOWN
	50 79
	53 76
	56 72
	58 69
	60 66
	62 63
	64 59
	67 56
	68 53
	70 50
	73 48
	75 45
	78 42
	80 39
	82 36
	84 33
	86 30
	88 27
	89 24
	91 21
	92 18
	94 15
	92 18
	89 20
	86 23
.PEN_UP
.PEN_DOWN
	49 48
	52 48
	56 48
	60 48
	64 48
	67 48
	70 48
	74 49
	80 49
	81 49
.PEN_UP
.PEN_DOWN
	31 67
	31 64
	31 61
	31 56
	31 50
	31 45
	32 42
	32 37
	32 33
	34 30
	34 25
	35 21
	36 17
	36 13
	36 10
	37 7
	37 4
	36 1
	34 4
	34 6
.PEN_UP
.PEN_DOWN
	34 65
	37 66
	40 66
	43 67
	46 67
	49 67
	52 67
	56 67
	59 64
	61 61
	63 58
	64 55
	64 52
	64 48
	64 45
	63 42
	60 38
	58 35
	55 34
	52 32
	48 31
	45 30
	42 30
	38 30
	35 31
	32 32
	36 34
	41 34
	44 34
	48 34
	51 33
	54 32
	57 29
	60 26
	62 23
	64 19
	64 16
	64 13
	63 10
	60 7
	58 4
	55 3
	52 2
	49 1
	46 0
	43 0
	40 0
	37 2
	36 1
.PEN_UP
.PEN_DOWN
	51 58
	48 58
	44 59
	41 59
	38 58
	35 57
	32 54
	30 50
	28 47
	27 44
	26 41
	26 38
	24 35
	24 32
	24 29
	23 24
	23 21
	23 18
	23 15
	25 11
	26 8
	29 6
	31 3
	34 2
	37 1
	41 0
	44 0
	47 2
	50 2
	53 3
	56 4
	59 7
	59 9
.PEN_UP
.PEN_DOWN
	36 60
	36 57
	36 54
	37 50
	37 46
	37 42
	37 39
	37 36
	37 33
	37 28
	37 25
	37 22
	37 19
	37 16
	36 13
	36 10
	36 7
	36 4
	34 5
.PEN_UP
.PEN_DOWN
	38 63
	41 62
	44 61
	47 60
	50 59
	53 57
	56 55
	60 52
	61 49
	64 46
	66 42
	67 39
	69 36
	69 33
	68 30
	68 27
	68 24
	67 21
	65 18
	64 15
	62 12
	58 9
	55 7
	52 4
	49 2
	46 2
	43 0
	40 0
	37 0
	34 0
	35 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 63
	55 66
	52 68
	49 70
	46 71
	43 71
	40 73
	36 72
	33 71
	30 68
	27 64
	25 60
	22 56
	22 53
	21 49
	21 46
	20 43
	20 40
	20 36
	20 33
	22 29
	22 26
	24 23
	25 20
	27 17
	28 14
	31 12
	32 9
	35 9
	38 8
	41 8
	44 8
	47 9
	50 9
	54 10
	56 13
	59 15
	59 18
	58 20
.PEN_UP
.PEN_DOWN
	44 40
	47 39
	50 39
	53 39
	56 39
	59 39
	62 39
	65 39
	68 39
	71 39
	70 38
.PEN_UP
.PEN_DOWN
	58 42
	56 39
	56 36
	58 33
	57 30
	57 27
	58 24
	58 21
	58 18
	58 15
	59 12
	59 9
	59 6
	59 3
	60 0
	61 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 70
	32 70
	36 70
	39 70
	43 70
	46 71
	49 71
	53 72
	56 72
	59 72
	63 73
	66 73
	69 73
	71 72
.PEN_UP
.PEN_DOWN
	49 71
	49 68
	49 65
	49 62
	50 58
	49 54
	49 51
	49 48
	48 45
	48 42
	47 38
	47 35
	47 32
	47 29
	46 26
	46 23
	46 20
	46 17
	46 14
	46 10
	46 7
	46 4
	47 1
	50 0
.PEN_UP
.PEN_DOWN
	32 4
	35 4
	38 4
	41 4
	45 4
	48 3
	52 3
	55 3
	58 3
	61 3
	65 2
	68 3
	71 2
	74 1
	76 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 74
	25 71
	25 68
	25 65
	26 61
	27 58
	27 55
	27 52
	27 49
	27 46
	27 42
	27 39
	26 35
	26 32
	26 29
	26 25
	26 22
	26 18
	26 15
	26 12
	26 9
	27 6
	27 3
	28 0
	28 3
	28 7
	29 11
	29 14
	29 17
	30 20
	30 23
	30 26
	31 29
	33 32
	33 37
	34 40
	35 43
	36 47
	37 51
	38 54
	39 57
	40 60
	41 63
	42 66
	44 69
	44 66
.PEN_UP
.PEN_DOWN
	35 50
	35 47
	37 44
	38 41
	40 37
	41 34
	42 31
	44 28
	45 25
	46 22
	48 19
	51 16
	53 13
	54 10
	57 8
	58 4
	59 1
	60 3
.PEN_UP
.PEN_DOWN
	25 72
	25 69
	25 66
	25 63
	25 60
	25 57
	25 54
	25 51
	25 48
	25 44
	25 40
	25 37
	25 33
	25 30
	25 27
	27 24
	27 20
	27 17
	28 14
	28 11
	28 8
	28 5
	31 4
	35 5
	38 5
	41 5
	44 5
	48 4
	51 4
	54 3
	57 2
	61 0
	64 0
	65 2
.PEN_UP
.PEN_DOWN
	31 68
	31 65
	32 62
	32 59
	32 56
	33 51
	33 48
	33 45
	33 42
	33 39
	33 35
	33 32
	33 29
	33 25
	33 21
	33 18
	33 15
	33 12
	33 9
	34 6
	35 3
	36 0
	36 4
.PEN_UP
.PEN_DOWN
	28 65
	28 68
	28 71
	30 68
	32 64
	33 61
	36 58
	38 54
	40 51
	42 48
	44 45
	46 42
	49 39
	52 37
	52 34
	55 32
	56 29
	58 26
	60 23
	61 20
	63 17
	64 14
	65 11
	67 14
	67 17
	69 23
	70 27
	71 30
	72 34
	73 37
	73 41
	73 46
	74 49
	75 53
	75 56
	76 60
	76 63
	77 66
	77 69
	78 72
	79 69
	80 66
	80 63
	80 60
	80 55
	80 52
	80 48
	80 45
	80 42
	80 39
	81 36
	81 33
	81 30
	81 27
	82 24
	82 21
	83 18
	84 15
	85 12
	85 9
.PEN_UP
.PEN_DOWN
	25 79
	26 82
	27 85
	27 82
	27 78
	27 75
	27 71
	27 68
	27 64
	27 59
	26 55
	26 51
	26 47
	26 44
	26 40
	26 37
	25 34
	25 31
	24 28
	24 25
	24 22
	24 19
	24 16
	24 13
	24 10
	23 7
	23 4
	23 1
	23 0
.PEN_UP
.PEN_DOWN
	29 81
	30 78
	31 75
	33 71
	34 68
	35 65
	37 61
	39 57
	40 54
	42 51
	44 48
	46 44
	47 40
	48 37
	50 34
	51 31
	53 28
	53 25
	54 22
	55 19
	56 16
	57 13
	58 10
	59 7
	59 10
	59 14
	60 17
	62 20
	62 24
	63 28
	63 32
	63 36
	63 39
	63 42
	63 45
	63 49
	64 53
	65 57
	65 60
	66 64
	66 67
	66 71
	67 74
	68 77
	69 76
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 72
	39 69
	39 65
	39 62
	39 57
	39 50
	39 45
	39 40
	39 36
	39 32
	39 28
	39 25
	39 22
	39 18
	39 15
	39 12
	38 9
	38 6
	38 3
	38 0
	37 1
.PEN_UP
.PEN_DOWN
	39 74
	42 74
	47 73
	50 73
	53 73
	57 72
	60 72
	63 69
	65 66
	68 63
	69 60
	70 57
	70 54
	70 51
	69 47
	68 44
	67 41
	66 38
	63 36
	60 34
	57 33
	54 33
	51 32
	48 31
	45 30
	42 31
	39 32
	40 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 79
	15 76
	15 73
	14 70
	14 65
	14 62
	13 58
	13 55
	12 51
	11 47
	11 44
	11 40
	11 37
	11 34
	10 31
	10 27
	10 24
	10 21
	9 18
	9 15
	9 12
	8 9
	8 6
	8 3
	7 0
	7 3
	8 7
	10 11
	10 14
	10 17
	11 21
	11 24
	11 28
	11 32
	12 35
	12 38
	12 41
	13 44
	13 47
	13 50
	14 53
	14 57
	15 61
	17 64
	17 67
	18 70
	20 73
	20 76
	21 79
	22 82
	25 84
	28 86
	31 86
	34 85
	37 83
	40 81
	41 78
	43 75
	44 72
	44 69
	45 66
	46 63
	46 60
	46 57
	44 54
	41 53
	38 51
	35 51
	32 50
	29 49
	26 49
	23 49
	22 52
	25 54
	28 53
	31 51
	33 48
	36 46
	39 43
	42 40
	45 38
	48 35
	50 32
	53 29
	56 26
	59 23
	62 22
	64 19
	67 16
	68 13
	71 10
	70 10
.PEN_UP
.PEN_DOWN
	69 71
	66 73
	63 73
	60 73
	57 73
	54 72
	50 69
	47 67
	46 64
	44 61
	44 57
	42 54
	44 51
	46 48
	50 46
	53 45
	56 45
	59 44
	62 43
	65 42
	68 41
	71 39
	73 36
	76 34
	77 31
	78 28
	79 25
	79 22
	79 19
	79 16
	79 13
	79 10
	79 7
	77 4
	74 1
	71 0
	68 0
	64 0
	60 0
	57 1
	54 2
	51 4
	49 7
	46 8
	44 11
	41 11
	43 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	12 57
	13 60
	16 57
	16 54
	17 51
	18 48
	19 45
	20 42
	21 39
	22 36
	23 33
	24 30
	25 27
	26 24
	26 21
	27 18
	27 15
	27 12
	28 9
	29 6
	29 3
	31 6
	32 9
	34 15
	36 18
	37 21
	38 25
	40 28
	41 32
	41 35
	43 38
	44 41
	44 44
	45 47
	46 50
	47 53
	47 56
	48 53
