


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	jjlee
	43 20
	42 17
	42 12
	43 7
	44 4
	46 1
	49 0
	52 0
	56 2
	59 5
	60 8
	60 10
.PEN_UP
.PEN_DOWN
	51 66
	54 63
	57 61
	59 58
	60 55
.PEN_UP
.PEN_DOWN
	34 92
	37 91
	40 88
	43 86
	45 83
.PEN_UP
.PEN_DOWN
	42 66
	43 63
	44 60
	44 57
	44 52
	44 49
	44 46
	44 40
	43 37
	43 33
	43 30
	41 25
	40 20
	38 16
	36 12
	35 9
	34 6
	32 3
	29 1
	25 0
	22 0
	19 0
	16 2
	13 5
	12 8
	12 10
.PEN_UP
.PEN_DOWN
	41 71
	40 68
	39 65
	38 62
	37 59
	37 56
	36 53
	35 49
	34 45
	34 41
	34 37
	33 34
	32 28
	32 25
	31 22
	30 17
	30 13
	29 10
	28 6
	28 3
	28 0
	28 1
.PEN_UP
.PEN_DOWN
	56 42
	53 40
	50 37
	46 34
	42 31
	39 29
	36 26
	33 25
	37 25
.PEN_UP
.PEN_DOWN
	45 22
	48 20
	51 17
	52 14
	55 12
	57 9
	59 6
	61 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 71
	38 66
	37 63
	36 59
	35 56
	35 52
	32 44
	31 40
	30 36
	29 32
	28 28
	27 24
	26 20
	25 17
	24 12
	22 6
	22 3
	21 0
	22 3
	23 5
.PEN_UP
.PEN_DOWN
	35 68
	38 71
	41 72
	44 72
	47 71
	50 70
	53 68
	56 65
	57 61
	58 57
	58 53
	56 49
	55 46
	53 43
	52 40
	49 38
	46 35
	42 34
	39 33
	36 33
	34 33
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 27
	33 23
	32 19
	31 15
	30 11
	29 7
	29 4
	28 0
	30 3
	31 7
	33 11
	36 16
	39 19
	41 22
	44 24
	47 25
	50 26
	54 26
	57 24
	60 22
	63 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	38 39
	35 33
	34 30
	33 27
	32 24
	31 21
	30 16
	30 12
	30 8
	31 3
	32 0
	35 0
	38 2
	42 5
	45 8
	48 12
	51 16
	52 19
	53 22
	54 25
	57 32
	58 35
	59 38
	57 34
	57 31
	56 26
	55 23
	55 20
	55 17
	55 13
	56 9
	57 6
	59 3
	63 3
	66 5
	69 8
	72 12
	72 13
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 60
	27 57
	27 53
	28 50
	29 46
	31 41
	32 37
	34 33
	36 30
	36 27
	37 24
	39 21
	40 21
.PEN_UP
.PEN_DOWN
	55 58
	54 54
	53 50
	51 46
	49 41
	47 38
	46 35
	44 32
	40 26
	38 23
	36 20
	34 17
	32 14
	30 11
	26 8
	23 5
	20 2
	17 1
	14 0
	11 0
	10 2
.PEN_UP
.PEN_DOWN
	34 47
	38 46
	42 45
	45 44
	49 42
	53 39
	55 36
	52 33
	49 31
	44 27
	40 23
	37 22
	32 18
	28 14
	25 12
	22 9
	20 6
	21 3
	25 2
	28 1
	32 0
	35 0
	38 0
	41 0
	44 0
	45 0
.PEN_UP
.PEN_DOWN
	33 30
	37 28
	43 25
	47 23
	51 20
	54 17
.PEN_UP
.PEN_DOWN
	51 39
	49 42
	46 42
	43 41
	40 39
	37 36
	35 33
	33 29
	31 24
	30 20
	29 13
	29 10
	30 6
	32 3
	34 0
	38 0
	41 0
	44 2
	47 6
	49 10
	50 13
	52 18
	54 23
	55 26
	55 29
	55 32
	55 29
	56 26
	57 23
	58 19
	60 16
	63 13
	66 9
	69 8
	70 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 39
	46 42
	43 42
	40 42
	36 41
	33 40
	30 37
	29 34
	26 28
	25 24
	24 21
	24 16
	25 11
	26 8
	28 3
	31 1
	34 0
	37 0
	40 0
	44 1
	47 2
	50 3
	53 4
	55 6
.PEN_UP
.PEN_DOWN
	51 59
	51 55
	51 52
	51 48
	50 41
	50 37
	50 34
	50 31
	50 28
	50 25
	50 22
	49 17
	49 14
	49 8
	49 4
	49 1
	49 4
	49 9
	49 12
	49 17
	48 22
	47 27
	46 31
	44 35
	41 38
	38 41
	35 42
	31 41
	27 38
	26 35
	25 31
	24 26
	24 22
	24 19
	25 15
	26 11
	27 8
	29 5
	32 3
	35 0
	39 0
	43 0
	46 2
	49 3
	53 4
	54 4
.PEN_UP
.PEN_DOWN
	39 15
	42 16
	46 17
	49 18
	53 20
	56 22
	58 26
	59 29
	58 32
	54 34
	51 35
	48 35
	44 34
	41 32
	36 28
	34 25
	33 21
	33 17
	33 13
	35 9
	38 4
	42 1
	45 0
	49 0
	52 0
	56 1
	59 2
	62 2
.PEN_UP
.PEN_DOWN
	47 78
	43 77
	40 76
	37 72
	35 66
	34 62
	34 57
	34 54
	34 51
	34 48
	34 45
	35 41
	35 38
	36 32
	36 29
	36 26
	36 23
	36 20
	36 17
	36 12
	36 8
	35 5
	34 2
	31 0
	30 1
.PEN_UP
.PEN_DOWN
	29 48
	33 48
	38 47
	42 47
	46 46
	49 45
	52 45
	52 44
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 72
	35 69
	35 65
	34 62
	33 59
	32 52
	32 47
	31 42
	30 38
	29 34
	28 30
	28 26
	27 22
	26 19
	26 16
	25 13
	24 6
	24 3
	23 0
	25 3
	26 7
	28 11
	29 14
	31 17
	32 20
	36 25
	38 28
	41 31
	44 33
	46 29
	46 25
	46 21
	47 16
	47 10
	48 7
	48 4
	49 1
	53 0
	56 1
.PEN_UP
.PEN_DOWN
	31 0
	32 3
	34 7
	36 12
	39 16
	40 19
	43 24
	44 27
	47 32
	49 37
	50 40
	48 36
	47 31
	47 28
	46 23
	46 18
	46 14
	46 11
	47 8
	48 4
	52 1
	56 1
	60 2
	63 5
	64 8
	64 11
.PEN_UP
.PEN_DOWN
	46 59
	49 57
	52 56
	55 55
	56 54
.PEN_UP
.PEN_DOWN
	40 91
	43 88
	47 87
	50 86
	53 84
	56 83
	57 83
.PEN_UP
.PEN_DOWN
	46 63
	46 59
	47 55
	47 52
	47 47
	47 43
	47 40
	47 36
	47 33
	47 29
	46 26
	46 23
	45 18
	43 13
	42 10
	40 7
	39 4
	36 2
	33 0
	30 0
	27 1
	24 2
	20 4
	18 7
	17 10
	17 13
	17 18
.PEN_UP
.PEN_DOWN
	39 64
	39 60
	38 57
	38 54
	37 50
	37 46
	37 41
	36 36
	35 32
	35 27
	35 24
	34 18
	34 15
	33 10
	33 6
	32 3
	32 0
	34 4
.PEN_UP
.PEN_DOWN
	58 44
	55 41
	52 38
	49 34
	44 28
	41 25
	38 21
	36 18
.PEN_UP
.PEN_DOWN
	48 28
	52 25
	55 23
	60 20
	63 17
	66 15
	69 15
.PEN_UP
.PEN_DOWN
	22 3
	25 6
	29 10
	32 13
	35 15
	38 20
	43 25
	44 28
	47 32
	48 36
	50 41
	52 45
	53 50
	55 53
	55 56
	55 59
	55 63
	55 67
	54 70
	52 74
	51 78
	49 81
	46 81
	43 81
	41 78
	38 74
	36 71
	36 68
	35 65
	34 62
	33 58
	33 54
	33 50
	33 41
	33 36
	34 32
	34 28
	34 25
	34 21
	35 16
	36 13
	37 9
	38 4
	40 1
	43 0
	47 0
	50 1
	53 2
	53 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 36
	28 31
	29 26
	29 23
	29 20
	30 17
	30 12
	31 8
	31 3
	31 0
	31 5
	32 9
	32 12
	33 17
	34 21
	35 26
	37 29
	39 33
	42 36
	46 38
	49 39
	52 40
	56 39
	58 36
	59 35
.PEN_UP
.PEN_DOWN
	56 34
	56 37
	54 40
	50 42
	47 43
	44 43
	38 41
	34 39
	31 36
	30 33
	30 30
	31 26
	35 23
	39 21
	43 20
	47 18
	52 16
	54 13
	55 10
	56 7
	54 3
	51 2
	48 0
	45 0
	42 0
	36 0
	33 0
	30 1
	27 3
	26 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 46
	30 43
	29 39
	27 34
	26 31
	25 28
	24 25
	22 20
	21 16
	21 12
	21 9
	21 6
	21 3
	23 0
	27 0
	31 2
	34 5
	37 6
	40 9
	44 15
	45 19
	48 23
	48 26
	50 31
	52 35
	53 38
	54 42
	52 38
	51 35
	50 30
	49 26
	48 23
	48 19
	48 13
	48 9
	48 6
	50 3
	53 0
	56 0
	59 1
	62 2
	65 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 32
	48 35
	44 37
	40 36
	37 34
	33 31
	30 27
	27 23
	25 18
	25 11
	25 7
	26 4
	28 0
	31 0
	35 2
	38 4
	41 8
	44 13
	46 17
	48 21
	48 24
	48 27
	48 24
	48 20
	48 16
	49 13
	50 10
	51 7
	52 4
	55 2
	58 2
	61 4
	64 7
	66 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 70
	46 67
	45 63
	45 60
	44 57
	44 54
	44 50
	43 43
	42 40
	42 37
	42 34
	42 31
	42 28
	41 25
	41 21
	41 16
	40 12
	40 9
	40 6
	40 3
	41 6
	41 9
	42 12
	42 15
	42 18
	42 21
	42 24
	42 27
	42 30
	41 34
	38 38
	35 39
	31 40
	27 39
	23 36
	21 33
	19 30
	18 26
	16 23
	15 19
	15 13
	15 9
	16 6
	18 2
	21 0
	24 0
	27 0
	30 0
	33 0
	36 1
	39 2
	42 4
	44 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	62 72
	63 75
	59 75
	56 75
	52 74
	48 72
	45 70
	43 67
	41 63
	39 59
	38 54
	38 51
	37 45
	37 42
	37 39
	38 35
	38 32
	39 25
	39 22
	40 19
	40 16
	40 12
	40 9
	41 6
	41 3
	41 0
	38 1
	36 2
.PEN_UP
.PEN_DOWN
	35 47
	39 46
	42 46
	45 46
	48 46
	52 45
	55 44
	58 43
	59 43
.PEN_UP
.PEN_DOWN
	51 81
	53 84
	53 88
	52 91
	49 92
	46 92
	43 91
	39 89
	33 82
	31 79
	29 74
	29 70
	29 66
	30 63
	34 61
	37 61
	41 62
	45 65
	48 66
	51 70
	54 74
	57 79
	58 82
	58 85
	56 81
	54 77
	53 74
	53 71
	52 67
	51 63
	50 59
	50 54
	48 46
	48 41
	47 38
	47 34
	46 31
	46 27
	45 24
	45 20
	44 17
	43 14
	42 10
	39 0
	36 1
	34 5
	30 13
	29 17
	28 20
	26 23
	26 26
	25 30
	24 34
	24 37
	26 40
	28 43
	32 46
	36 48
	39 49
	43 51
	49 51
	54 51
	58 52
	61 52
	64 52
	68 54
.PEN_UP
.PEN_DOWN
	41 75
	40 72
	40 68
	39 61
	38 58
	38 54
	37 50
	37 45
	36 41
	36 37
	36 33
	36 29
	36 26
	36 23
	35 17
	35 12
	35 9
	34 6
	34 3
	33 6
	33 9
	35 12
	37 17
	38 20
	41 25
	45 30
	48 34
	52 37
	55 39
	56 35
	58 31
	58 27
	58 24
	58 20
	59 17
	60 13
	61 10
	61 6
	62 3
	63 0
	66 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 27
	26 30
	27 33
	29 37
	32 40
	36 44
	39 44
	40 40
	40 35
	40 32
	39 26
	39 23
	38 20
	37 15
	36 11
	35 6
	34 3
	33 0
	34 3
	37 9
	39 14
	40 17
	43 22
	45 27
	48 31
	50 34
	53 36
	54 33
	54 29
	54 23
	54 19
	55 15
	56 12
	58 9
	61 9
	65 12
	67 15
	70 18
	71 21
	72 24
	73 27
	73 28
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 37
	40 37
	43 37
	47 36
	52 35
	55 35
	58 35
	61 35
	64 35
	63 36
.PEN_UP
.PEN_DOWN
	49 50
	48 45
	48 42
	47 39
	47 36
	46 32
	46 29
	45 25
	45 19
	45 16
	45 12
	45 9
	45 6
	45 3
	48 0
	51 0
	54 0
	57 1
	60 2
	63 4
	66 5
	68 7
.PEN_UP
.PEN_DOWN
	27 45
	27 41
	25 38
	25 35
	24 30
	22 27
	22 24
	21 19
	21 15
	21 12
	21 9
	21 6
	24 5
	28 5
	32 6
	35 8
	38 9
	40 12
	44 15
	44 18
	47 23
	49 28
	50 31
	50 34
	51 37
	51 40
	51 43
	50 39
	50 36
	49 31
	47 26
	46 20
	45 15
	45 11
	45 7
	46 4
	48 1
	51 0
	54 1
	56 2
.PEN_UP
.PEN_DOWN
	38 36
	39 32
	40 29
	41 24
	41 21
	42 16
	43 11
	44 7
	45 4
	47 0
	50 0
	53 4
	55 8
	56 11
	58 16
	59 19
	62 26
	63 29
	63 33
	63 36
	64 37
.PEN_UP
.PEN_DOWN
	28 29
	27 25
	27 22
	27 17
	27 14
	27 9
	27 5
	27 2
	30 0
	33 4
	35 8
	37 12
	38 15
	40 18
	41 15
	42 12
	44 9
	46 4
	48 1
	51 1
	54 2
	57 7
	58 12
	59 15
	59 18
	60 21
	60 25
	59 28
	58 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	41 67
	44 69
	44 73
	43 76
	41 79
	37 80
	34 80
	30 79
	26 76
	22 73
	20 69
	19 65
	19 61
	19 55
	22 52
	26 51
	30 51
	35 54
	40 56
	43 60
	46 64
	48 68
	49 71
	49 74
	48 71
	46 68
	45 63
	45 60
	44 53
	42 49
	42 45
	41 41
	40 37
	40 33
	39 29
	38 25
	38 22
	38 19
	37 16
	35 9
	35 6
	34 3
	33 0
	29 3
	25 6
	22 9
	18 12
	14 16
	10 21
	9 25
	9 28
	10 31
	13 33
	19 37
	22 38
	25 39
	28 40
	33 41
	38 41
	42 41
	45 42
	48 42
	51 42
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 3
	29 7
	31 10
	35 13
	38 17
	39 20
	42 24
	45 28
	46 32
	48 35
	46 32
	45 25
	44 21
	44 18
	44 15
	44 11
	44 8
	45 4
	48 0
	51 0
	54 2
	57 4
	60 7
	62 11
	63 14
	64 17
.PEN_UP
.PEN_DOWN
	49 69
	52 67
	55 65
	58 63
	59 61
.PEN_UP
.PEN_DOWN
	48 86
	51 83
	54 81
	56 79
.PEN_UP
.PEN_DOWN
	43 55
	43 51
	43 48
	43 45
	43 42
	43 38
	43 34
	42 30
	42 26
	41 20
	40 17
	39 14
	38 10
	36 6
	34 3
	30 0
	27 0
	24 1
	20 4
	17 6
	14 8
	12 11
	9 13
	9 14
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	14 28
	14 31
	15 35
	18 38
	21 41
	25 43
	29 44
	32 45
	35 42
	35 39
	35 35
	34 32
	32 27
	32 24
	29 19
	27 13
	25 9
	23 6
	21 3
	19 0
	20 3
	22 7
	24 11
	27 16
	30 21
	33 25
	37 29
	39 33
	42 36
	44 33
	44 29
	44 24
	42 19
	41 15
	40 12
	38 8
	35 5
	32 2
	34 5
	37 9
	38 12
	42 18
	44 21
	46 25
	48 28
	50 31
	52 34
	54 38
	56 41
	58 38
	58 33
	57 28
	57 25
	56 19
	56 15
	55 12
	55 8
	55 5
	55 1
	59 2
	63 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 45
	46 46
	43 45
	39 42
	36 38
	34 35
	31 30
	29 27
	27 22
	27 19
	26 15
	26 11
	27 8
	29 5
	34 1
	37 0
	41 0
	45 0
	48 2
	53 3
	58 8
	60 12
	62 17
	63 21
	63 24
	63 29
	62 33
	61 38
	59 42
	57 45
	55 48
	52 49
	48 49
	45 48
	42 45
.PEN_UP
.PEN_DOWN
	42 71
	41 68
	40 65
	38 59
	37 56
	35 52
	31 44
	30 40
	29 36
	27 32
	26 28
	24 24
	23 20
	22 16
	21 13
	19 8
	17 4
	16 0
	19 3
.PEN_UP
.PEN_DOWN
	37 67
	38 70
	42 72
	46 72
	49 72
	54 71
	58 69
	61 66
	63 63
	64 60
	65 54
	65 50
	65 47
	65 44
	63 41
	61 38
	56 35
	52 33
	47 31
	42 30
	38 29
	35 29
	32 29
	31 30
.PEN_UP
.PEN_DOWN
	56 62
	58 66
	58 69
	57 72
	54 75
	51 75
	44 74
	40 72
	37 71
	33 68
	30 64
	28 60
	28 57
	29 54
	32 52
	36 52
	41 53
	45 54
	48 54
	52 56
	55 56
	53 53
	51 49
	47 44
	45 41
	44 37
	42 33
	40 29
	39 25
	37 21
	35 17
	34 14
	32 8
	31 4
	31 1
	35 0
	39 3
	43 5
	46 9
	49 12
	51 16
	52 20
	53 23
	54 28
	54 31
	54 34
	54 38
	52 41
	49 44
	51 41
	54 40
	61 40
	64 40
	67 40
	70 41
	74 42
	79 42
	81 44
.PEN_UP
.PEN_DOWN
	38 41
	37 38
	36 35
	34 31
	34 27
	33 24
	32 21
	31 18
	30 15
	29 10
	28 6
	28 3
	27 0
	28 3
	29 6
	30 9
	32 13
	33 16
	37 22
	40 26
	42 29
	45 32
	48 34
	53 36
	56 36
	59 34
	61 31
	61 29
.PEN_UP
.PEN_DOWN
	57 30
	55 33
	52 33
	49 33
	46 33
	43 31
	39 29
	38 26
	38 23
	39 19
	42 17
	45 15
	48 13
	51 12
	54 10
	56 7
	56 4
	53 2
	50 1
	46 0
	42 0
	39 0
	35 1
	32 1
	30 3
.PEN_UP
.PEN_DOWN
	26 33
	30 33
	33 33
	36 33
	40 33
	44 33
	48 33
	51 33
	54 33
	56 33
.PEN_UP
.PEN_DOWN
	41 50
	40 45
	40 42
	40 39
	39 36
	39 32
	39 29
	39 26
	39 23
	40 20
	40 17
	40 13
	40 9
	41 6
	42 3
	45 0
	49 0
	52 1
	55 2
	58 5
	61 8
	62 10
.PEN_UP
.PEN_DOWN
	33 41
	32 37
	31 34
	30 30
	29 27
	29 22
	28 18
	28 14
	28 10
	28 7
	29 4
	32 5
	35 7
	38 10
	40 14
	43 19
	44 22
	46 27
	48 32
	50 36
	51 39
	52 42
	53 45
	52 42
	51 38
	50 34
	49 30
	49 25
	49 22
	49 17
	49 13
	49 9
	49 5
	50 1
	53 0
	56 2
	59 4
	61 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 42
	37 41
	40 40
	44 39
	47 38
	50 36
	50 33
	47 30
	44 27
	38 23
	34 20
	30 18
	27 16
	24 14
	21 11
	21 8
	23 5
	26 5
	29 4
	34 3
	38 2
	41 1
	44 0
	43 1
.PEN_UP
.PEN_DOWN
	29 33
	32 31
	36 29
	40 26
	43 23
	46 21
	50 17
	52 14
	53 14
.PEN_UP
.PEN_DOWN
	55 32
	54 35
	51 37
	48 37
	45 37
	41 36
	38 35
	34 32
	31 28
	29 24
	27 20
	26 15
	25 11
	25 6
	26 3
	28 0
	31 0
	35 1
	38 4
	41 7
	44 10
	46 13
	49 17
	51 22
	53 25
	54 29
	55 32
	55 35
	55 32
	55 29
	55 26
	55 22
	55 19
	56 16
	57 12
	59 9
	61 6
	63 3
	66 2
	68 3
.PEN_UP
.PEN_DOWN
	36 68
	36 64
	35 56
	35 53
	34 49
	34 46
	33 42
	33 38
	33 34
	32 31
	32 28
	32 25
	31 22
	31 15
	30 11
	30 7
	30 4
	31 1
	31 5
	32 8
	33 11
	33 14
	34 18
	36 21
	39 27
	41 31
	44 34
	47 37
	50 39
	53 39
	57 39
	59 36
	60 32
	60 28
	60 23
	58 17
	56 13
	54 9
	52 5
	49 2
	46 0
	43 0
	39 0
	36 1
	33 2
	33 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 82
	52 78
	52 73
	52 68
	52 65
	52 62
	52 59
	52 56
	52 50
	52 47
	52 44
	52 41
	52 38
	52 35
	52 32
	52 28
	52 23
	51 18
	50 15
	50 12
	50 9
	50 6
	51 10
	51 13
	50 16
	49 20
	48 23
	47 26
	45 29
	43 32
	40 34
	38 37
	35 39
	32 39
	28 38
	25 34
	21 29
	20 25
	20 22
	20 18
	20 14
	22 10
	24 7
	27 4
	30 2
	33 0
	36 0
	39 1
	43 2
	46 4
	47 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 73
	59 76
	55 78
	52 78
	48 76
	45 74
	41 70
	38 67
	36 63
	35 60
	34 56
	34 51
	34 48
	35 45
	36 41
	36 38
	37 35
	37 32
	39 27
	39 24
	40 21
	41 14
	41 9
	41 6
	41 3
	41 0
	38 1
	36 4
.PEN_UP
.PEN_DOWN
	31 45
	36 44
	39 44
	43 43
	47 42
	50 42
	53 40
	54 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 66
	42 63
	41 58
	41 55
	40 52
	40 49
	40 45
	39 41
	37 34
	37 30
	36 26
	36 23
	35 20
	35 17
	34 12
	34 9
	33 6
	33 3
	33 0
	34 3
	35 7
	36 10
	37 13
	39 17
	40 20
	42 24
	43 27
	46 30
	49 33
	51 36
	54 37
	56 34
	57 31
	57 25
	57 21
	57 17
	58 13
	59 10
	62 7
	65 7
	68 8
	70 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 81
	41 80
	44 79
	47 78
	50 77
	51 76
.PEN_UP
.PEN_DOWN
	46 57
	47 53
	47 48
	47 45
	47 40
	47 37
	47 31
	47 28
	47 25
	46 21
	46 18
	45 15
	45 12
	43 7
	40 4
	37 2
	34 1
	31 1
	28 0
	25 0
	22 2
	20 5
	19 8
	18 11
	18 14
.PEN_UP
.PEN_DOWN
	37 72
	36 67
	36 64
	36 61
	36 58
	35 55
	35 51
	35 47
	34 43
	33 39
	33 34
	32 30
	32 26
	31 19
	31 14
	30 10
	30 6
	30 3
	30 0
	31 0
.PEN_UP
.PEN_DOWN
	53 46
	49 43
	46 39
	44 36
	40 31
	38 28
	35 23
	34 20
	31 17
	29 14
	30 14
.PEN_UP
.PEN_DOWN
	43 27
	45 24
	46 21
	48 18
	51 15
	53 12
	56 9
	59 6
	62 4
	63 5
.PEN_UP
.PEN_DOWN
	31 1
	34 4
	37 7
	41 11
	44 14
	46 17
	49 22
	52 28
	53 31
	55 35
	55 38
	57 42
	57 45
	58 49
	58 52
	58 55
	58 62
	58 65
	56 69
	54 73
	51 75
	48 76
	45 75
	42 71
	39 67
	38 64
	37 61
	37 57
	36 54
	36 50
	36 46
	36 42
	36 34
	36 31
	37 27
	38 23
	38 20
	39 17
	40 14
	42 10
	44 7
	46 3
	49 1
	52 0
	55 0
	58 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 47
	41 45
	38 41
	35 37
	32 32
	29 25
	28 21
	27 18
	27 14
	27 10
	28 7
	29 4
	32 1
	35 0
	38 0
	42 0
	46 1
	49 4
	52 6
	54 9
	56 13
	58 18
	59 22
	60 25
	61 28
	62 33
	62 37
	60 41
	59 44
	57 47
	53 48
	50 48
	47 47
	44 46
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 67
	49 70
	49 73
	46 75
	43 75
	40 74
	37 71
	33 67
	28 60
	26 55
	25 51
	25 48
	25 44
	28 42
	31 42
	34 43
	38 45
	43 48
	46 50
	50 52
	48 49
	45 42
	42 36
	41 33
	40 29
	39 26
	39 23
	38 19
	38 14
	38 8
	39 4
	41 1
	44 0
	47 2
	50 6
	53 9
	54 12
	55 16
	55 20
	55 23
	53 28
	52 31
	49 33
	46 35
	43 36
	47 37
	51 37
	56 38
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 41
	45 42
	42 42
	39 41
	35 40
	32 39
	29 37
	28 34
	27 31
	27 28
	29 25
	32 22
	38 19
	42 17
	46 15
	49 12
	52 10
	53 7
	53 4
	51 1
	48 1
	44 0
	41 0
	38 0
	35 0
	31 0
	28 1
	24 4
	23 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 35
	37 32
	37 29
	38 24
	39 19
	40 14
	41 10
	42 4
	44 1
	47 0
	51 2
	54 6
	56 11
	59 17
	60 20
	61 23
	62 26
	63 29
	63 33
	63 36
	63 37
.PEN_UP
.PEN_DOWN
	27 42
	27 38
	27 35
	26 30
	25 23
	25 20
	25 17
	25 14
	25 11
	25 7
	26 3
	27 0
	30 0
	33 4
	35 8
	37 14
	38 17
	39 20
	40 23
	41 27
	42 30
	42 27
	42 22
	42 19
	42 16
	42 11
	42 8
	43 4
	45 1
	48 0
	52 1
	54 4
	57 8
	58 11
	59 15
	61 19
	62 23
	64 27
	64 30
	66 36
	66 39
	65 36
	65 33
	64 31
.PEN_UP
.PEN_DOWN
	32 38
	35 33
	39 29
	41 26
	44 22
	47 18
	51 14
	54 12
	56 9
	57 12
.PEN_UP
.PEN_DOWN
	50 36
	48 33
	45 29
	42 27
	40 24
	36 19
	34 16
	28 10
	26 6
	24 3
	24 0
	25 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 40
	39 39
	44 39
	48 38
	51 37
	54 36
	57 35
	58 32
	56 28
	53 26
