


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	scoh
	33 40
	33 36
	30 32
	28 28
	28 24
	27 20
	25 14
	24 9
	24 6
	22 3
	21 0
	21 4
	22 7
	25 13
	25 16
	28 20
	29 23
	32 26
	34 29
	38 30
	41 29
	43 25
	44 21
	44 18
	43 13
	42 8
	42 5
	46 5
	54 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 71
	43 67
	43 64
	42 60
	41 57
	39 54
	38 50
	37 45
	36 40
	32 33
	31 29
	30 25
	29 22
	27 17
	24 12
	23 9
	22 6
	21 3
	19 0
	21 4
	22 8
	25 11
	28 17
	30 20
	32 23
	35 26
	36 30
	39 33
	42 36
	46 40
	50 41
	52 38
	52 34
	52 28
	52 25
	49 18
	48 15
	47 11
	46 7
	46 4
	49 2
	52 2
	54 2
.PEN_UP
.PEN_DOWN
	53 64
	52 59
	51 56
	50 52
	47 47
	46 44
	44 40
	41 36
	40 33
	39 29
	36 25
	35 22
	32 15
	30 11
	29 7
	27 4
	30 8
	32 12
	33 15
	35 18
	36 21
	40 25
	43 28
	46 30
	49 31
	52 31
	53 28
	53 25
	53 20
	52 17
	50 13
	49 9
	48 6
	47 3
	47 0
	50 0
	55 1
.PEN_UP
.PEN_DOWN
	40 62
	40 59
	37 54
	37 51
	35 48
	31 41
	30 37
	28 33
	25 30
	23 26
	22 23
	20 19
	19 16
	16 11
	14 7
	13 4
	16 7
	18 11
	22 15
	25 18
	27 21
	32 25
	35 28
	39 29
	44 29
	44 26
	44 22
	42 15
	41 12
	41 9
	41 6
	40 3
	40 0
	43 0
	46 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 61
	52 56
	50 52
	47 50
	46 46
	43 41
	42 37
	40 34
	37 27
	35 24
	32 20
	30 17
	29 14
	27 11
	27 8
	30 10
	33 12
	36 14
	43 21
	46 23
	49 26
	51 29
	55 32
	58 33
	62 36
	63 33
	61 29
	61 26
	59 23
	57 20
	55 17
	53 13
	52 8
	52 4
	52 1
	55 0
	60 0
	65 1
.PEN_UP
.PEN_DOWN
	49 53
	48 49
	48 45
	46 40
	45 36
	43 32
	43 28
	41 25
	40 21
	39 18
	37 12
	36 7
	34 3
	33 0
	33 3
	34 6
	36 9
	37 15
	40 17
	41 20
	43 23
	47 25
	49 22
	49 18
	49 14
	50 10
	50 7
	51 3
	54 1
	57 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	45 59
	45 56
	44 52
	42 48
	42 41
	41 37
	40 32
	39 29
	38 26
	38 22
	36 19
	35 15
	34 11
	32 7
	33 10
	37 14
	39 19
	42 22
	44 25
	49 28
	52 30
	57 30
	61 28
	61 25
	61 21
	61 18
	60 14
	59 11
	59 8
	58 5
	58 2
	61 0
	64 1
	69 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 68
	41 65
	41 62
	40 58
	38 55
	37 52
	37 48
	34 44
	33 41
	32 37
	30 31
	29 28
	28 25
	28 22
	26 19
	25 16
	24 12
	28 18
	31 23
	34 24
	35 27
	39 31
	41 35
	44 35
	47 33
	47 29
	47 25
	46 22
	46 18
	43 12
	43 8
	42 4
	42 1
	46 0
	48 0
.PEN_UP
.PEN_DOWN
	46 63
	46 59
	43 51
	43 48
	41 45
	40 42
	39 39
	36 36
	36 33
	34 30
	33 27
	32 24
	31 20
	28 16
	27 12
	25 9
	28 12
	31 15
	35 19
	37 22
	42 27
	47 31
	50 34
	53 34
	56 34
	56 29
	55 25
	53 20
	51 17
	51 13
	49 10
	49 7
	49 4
	51 1
	56 0
	59 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 36
	41 33
	40 29
	39 24
	38 21
	35 17
	35 13
	35 9
	35 6
	35 3
	38 1
	43 0
	49 1
.PEN_UP
.PEN_DOWN
	39 57
	40 53
	41 50
	43 50
.PEN_UP
.PEN_DOWN
	43 32
	42 29
	40 26
	38 22
	37 18
	36 13
	36 10
	37 7
	38 4
	41 3
	43 0
	48 0
	51 0
	54 0
.PEN_UP
.PEN_DOWN
	42 59
	43 56
	43 53
	43 50
	43 47
	45 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 34
	42 31
	41 27
	41 23
	39 19
	39 16
	38 13
	37 10
	37 7
	37 4
	37 1
	40 0
	44 2
	47 3
	49 4
.PEN_UP
.PEN_DOWN
	43 51
	44 48
	44 45
	47 43
.PEN_UP
.PEN_DOWN
	38 31
	37 27
	33 23
	30 19
	29 15
	28 11
	28 8
	28 5
	29 2
	33 0
	37 0
	41 1
	44 2
.PEN_UP
.PEN_DOWN
	42 54
	42 51
	43 48
	45 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 23
	50 20
	48 16
	45 13
	44 9
	43 6
	43 3
	44 0
	48 0
.PEN_UP
.PEN_DOWN
	46 47
	46 44
	46 41
	46 38
	49 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 24
	42 21
	41 18
	39 15
	39 12
	38 8
	38 5
	38 2
	42 0
	45 2
	48 2
	50 6
.PEN_UP
.PEN_DOWN
	43 43
	43 40
	44 37
	47 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 49
	44 45
	44 41
	43 37
	42 32
	41 28
	41 25
	40 20
	38 15
	37 10
	36 7
	33 4
	31 1
	28 0
	25 1
	24 4
	24 8
.PEN_UP
.PEN_DOWN
	42 75
	42 72
	42 69
	42 66
	42 63
	43 60
	45 60
.PEN_UP
.PEN_DOWN
	47 54
	47 51
	47 48
	47 45
	47 42
	47 39
	47 32
	45 27
	45 24
	44 19
	41 15
	40 12
	38 8
	34 3
	30 0
	27 0
	27 4
	27 5
.PEN_UP
.PEN_DOWN
	40 79
	40 76
	41 72
	41 69
	45 68
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 52
	47 49
	47 46
	46 42
	45 38
	43 35
	42 31
	41 26
	40 23
	38 18
	37 15
	33 11
	30 7
	28 4
	25 3
	22 1
	19 0
	16 0
	14 3
	14 6
	14 9
	17 13
	18 16
	19 20
.PEN_UP
.PEN_DOWN
	48 78
	49 75
	49 72
	49 69
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	45 61
	44 57
	42 54
	42 50
	41 47
	41 44
	40 39
	39 34
	38 31
	38 28
	38 25
	37 21
	35 15
	33 12
	31 9
	28 4
	25 1
	22 0
	19 0
	15 2
	15 4
.PEN_UP
.PEN_DOWN
	36 86
	36 81
	37 77
	38 74
	38 71
	39 69
.PEN_UP
.PEN_DOWN
	46 53
	45 50
	45 47
	45 42
	44 39
	44 36
	44 32
	44 27
	43 22
	42 19
	41 15
	39 11
	38 8
	37 4
	34 2
	31 1
	27 0
	23 0
	20 1
	18 4
	18 7
	18 11
.PEN_UP
.PEN_DOWN
	46 79
	45 74
	45 71
	45 68
	46 66
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 55
	48 52
	46 46
	45 43
	44 39
	41 37
	41 33
	39 29
	39 26
	38 23
	38 20
	35 15
	32 9
	29 7
	27 4
	24 2
	20 0
	17 2
	16 5
	15 10
	15 11
.PEN_UP
.PEN_DOWN
	48 79
	48 76
	48 73
	48 70
	48 67
	49 64
	51 64
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 64
	43 61
	43 58
	42 55
	40 51
	40 48
	39 44
	38 38
	37 35
	37 32
	36 29
	36 25
	35 20
	34 15
	33 12
	30 6
	27 4
	23 1
	19 0
	15 0
	11 2
	9 6
	8 9
	8 14
	8 17
	10 20
	12 26
	13 29
	13 33
.PEN_UP
.PEN_DOWN
	43 89
	42 86
	42 83
	42 80
	42 77
	42 75
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 69
	43 64
	43 61
	43 58
	42 55
	41 51
	41 47
	40 44
	39 40
	39 36
	37 33
	35 26
	35 23
	34 19
	33 15
	32 12
	32 7
	32 4
	32 0
	34 1
.PEN_UP
.PEN_DOWN
	65 41
	62 40
	58 37
	54 33
	51 30
	49 27
	45 25
	42 22
	39 21
	43 19
	46 16
	49 13
	52 11
	55 9
	56 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	38 71
	38 68
	37 64
	35 60
	35 56
	33 52
	33 49
	32 45
	31 41
	30 36
	30 32
	29 29
	28 25
	28 22
	27 17
	27 14
	27 11
	27 8
	26 5
	26 1
	30 0
.PEN_UP
.PEN_DOWN
	52 37
	48 32
	43 28
	40 25
	37 24
	32 22
	28 20
	31 19
	35 19
	39 18
	41 15
	43 11
	43 7
	45 4
	48 2
	52 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 65
	34 62
	33 57
	33 53
	32 50
	30 46
	29 42
	28 39
	27 36
	27 29
	26 25
	25 22
	25 19
	23 16
	22 13
	22 10
	21 7
	20 3
	19 0
	23 0
.PEN_UP
.PEN_DOWN
	43 35
	41 32
	38 30
	35 28
	33 25
	30 23
	27 22
	28 19
	32 18
	35 16
	38 14
	39 11
	40 8
	43 7
.PEN_UP
.PEN_DOWN
	42 66
	42 62
	42 55
	42 52
	42 49
	41 44
	40 40
	40 37
	40 33
	40 30
	40 27
	40 23
	39 17
	39 13
	39 10
	38 7
	38 3
	37 0
	38 1
.PEN_UP
.PEN_DOWN
	66 35
	64 32
	61 30
	58 26
	54 23
	51 22
	48 21
	45 19
	42 17
	45 15
	48 13
	51 12
	54 11
	57 11
	58 8
	59 5
	60 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 64
	30 60
	30 55
	29 50
	28 44
	28 41
	27 38
	27 31
	26 27
	25 24
	25 19
	24 15
	24 11
	23 7
	23 4
	23 1
	25 0
.PEN_UP
.PEN_DOWN
	43 34
	39 31
	38 28
	34 26
	30 24
	26 22
	23 20
	19 19
	22 18
	26 17
	29 15
	32 13
	35 11
	38 10
	41 9
	44 9
.PEN_UP
.PEN_DOWN
	38 70
	37 67
	36 61
	35 56
	34 51
	33 42
	33 38
	32 33
	32 30
	32 27
	32 23
	32 20
	33 15
	33 12
	34 9
	34 6
	34 3
	34 0
	34 2
.PEN_UP
.PEN_DOWN
	56 36
	53 34
	50 32
	45 28
	42 25
	39 24
	36 22
	33 20
	36 19
	40 19
	45 17
	48 13
	50 10
	53 8
	56 8
.PEN_UP
.PEN_DOWN
	29 69
	29 65
	29 62
	27 58
	26 55
	26 52
	24 49
	23 45
	22 38
	20 35
	19 31
	18 28
	16 25
	16 22
	14 18
	13 15
	11 10
	10 4
	9 1
	10 0
.PEN_UP
.PEN_DOWN
	38 29
	35 27
	32 24
	28 22
	24 20
	21 19
	18 18
	21 15
	24 15
	27 13
	30 10
	32 7
	35 5
	37 2
	40 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 61
	41 56
	40 53
	39 50
	38 46
	35 42
	33 39
	31 36
	30 33
	29 29
	28 24
	26 21
	26 18
	26 13
	26 10
	27 6
	29 3
	32 0
	37 0
	40 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 71
	56 67
	55 64
	53 60
	52 56
	50 52
	49 48
	47 39
	44 35
	43 31
	43 27
	41 24
	40 21
	40 18
	40 15
	38 11
	38 7
	39 2
	42 0
	46 2
.PEN_UP
.PEN_DOWN
	38 55
	36 51
	36 48
	34 44
	33 41
	32 34
	30 31
	29 28
	27 25
	27 22
	25 19
	24 16
	24 13
	23 9
	22 5
	22 2
	26 0
	30 0
.PEN_UP
.PEN_DOWN
	47 59
	46 56
	43 51
	42 47
	38 40
	37 36
	35 33
	35 30
	34 26
	33 23
	32 20
	31 15
	31 11
	32 6
	32 3
	34 0
	37 0
	44 2
.PEN_UP
.PEN_DOWN
	31 60
	31 57
	30 54
	27 52
	24 47
	23 44
	21 41
	19 38
	18 35
	15 28
	14 25
	13 22
	12 17
	11 14
	11 9
	11 6
	12 3
	13 0
	16 0
	20 0
.PEN_UP
.PEN_DOWN
	41 64
	41 61
	39 58
	38 54
	36 50
	36 47
	35 43
	33 39
	31 36
	30 33
	30 29
	28 24
	28 21
	27 18
	27 15
	27 11
	27 7
	28 4
	31 0
	34 0
	38 1
	41 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 59
	44 55
	42 52
	42 49
	39 46
	39 42
	37 36
	35 32
	34 29
	33 25
	31 22
	31 19
	30 16
	30 12
	30 9
	30 6
	32 2
	35 0
	41 0
.PEN_UP
.PEN_DOWN
	52 59
	52 56
	51 53
	49 50
	47 47
	45 44
	44 41
	42 38
	42 35
	39 28
	39 24
	38 21
	36 17
	36 14
	35 10
	35 6
	35 3
	36 0
	39 0
	44 0
.PEN_UP
.PEN_DOWN
	59 65
	58 60
	55 53
	53 49
	51 45
	50 41
	49 38
	48 34
	47 30
	46 26
	46 22
	45 19
	45 12
	45 8
	47 4
	48 1
	51 0
	54 0
	60 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	11 31
	11 34
	13 37
	17 39
	20 39
	23 35
	23 31
	23 27
	23 24
	23 20
	20 17
	20 14
	17 10
	14 7
	12 4
	12 8
	14 11
	15 14
	18 18
	20 21
	24 25
	27 27
	31 31
	34 32
	36 29
	36 25
	34 22
	34 18
	31 16
	30 13
	29 10
	27 7
	29 11
	30 14
	33 16
	36 20
	39 24
	42 26
	45 27
	46 24
	46 19
	46 15
	44 12
	44 8
	44 4
	47 1
	50 0
	53 0
	57 1
	65 3
.PEN_UP
.PEN_DOWN
	25 26
	26 30
	29 34
	32 36
	35 38
	38 39
	41 39
	41 36
	41 33
	41 28
	40 25
	39 21
	38 18
	36 13
	34 10
	32 7
	30 4
	27 2
	28 5
	29 8
	31 12
	33 15
	34 18
	38 22
	40 26
	43 28
	46 30
	47 27
	46 24
	45 19
	44 16
	43 13
	41 9
	40 6
	42 9
	43 12
	46 15
	49 17
	50 20
	53 22
	58 28
	61 29
	62 26
	62 22
	61 16
	61 12
	61 8
	61 5
	61 2
	65 0
	68 0
	72 0
	77 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 42
	28 43
	31 44
	34 45
	38 46
	41 47
	42 44
	42 41
	42 38
	41 35
	37 25
	33 21
	31 18
	29 14
	26 10
	23 7
	25 11
	29 14
	32 19
	35 24
	39 29
	42 33
	46 37
	48 40
	51 42
	52 38
	51 34
	51 29
	49 26
	48 23
	45 19
	43 15
	41 12
	41 16
	42 20
	44 24
	47 26
	49 30
	51 33
	55 36
	59 39
	62 42
	65 42
	68 42
	68 39
	67 35
	65 29
	63 24
	62 21
	60 15
	60 12
	60 8
	62 5
	64 2
	68 0
	72 0
	76 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 36
	20 38
	24 41
	27 43
	30 45
	33 46
	36 46
	36 43
	36 40
	36 37
	35 34
	34 30
	33 27
	30 21
	27 17
	24 12
	21 9
	17 5
	14 2
	14 5
	17 9
	19 13
	22 15
	23 18
	26 21
	28 24
	31 27
	36 31
	39 33
	42 37
	45 39
	45 36
	44 32
	44 29
	43 25
	42 21
	39 18
	38 14
	35 10
	33 7
	30 4
	31 7
	33 11
	35 14
	38 19
	42 23
	46 28
	50 32
	53 34
	57 36
	58 33
	57 30
	57 27
	55 23
	54 18
	53 14
	53 9
	54 6
	56 2
	60 0
	65 0
	68 1
	72 2
	76 3
	79 5
	81 10
.PEN_UP
.PEN_DOWN
	18 39
	21 41
	24 43
	27 44
	31 46
	34 46
	37 44
	37 38
	35 34
	35 31
	32 27
	29 22
	27 18
	23 15
	21 12
	19 9
	15 7
	18 10
	21 12
	24 16
	27 18
	32 23
	37 27
	41 31
	44 34
	48 36
	48 33
	48 30
	46 27
	44 23
	43 19
	41 15
	39 12
	41 15
	44 19
	47 23
	49 26
	53 29
	56 31
	59 34
	63 36
	66 38
	66 35
	65 32
	63 29
	61 23
	60 19
	58 15
	58 11
	58 8
	59 4
	61 1
	64 0
	68 0
	74 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 32
	22 35
	25 37
	28 39
	31 42
	34 42
	37 43
	39 39
	39 36
	34 27
	34 24
	31 21
	29 16
	27 11
	24 7
	23 4
	21 0
	22 4
	25 7
	28 12
	32 17
	36 22
	39 24
	41 27
	44 30
	48 32
	49 28
	48 24
	46 21
	44 18
	42 14
	41 11
	40 8
	40 12
	43 16
	46 20
	49 23
	54 27
	57 29
	61 33
	64 34
	67 35
	69 31
	68 27
	66 24
	66 21
	64 18
	61 15
	61 12
	60 9
	61 6
	63 3
	66 3
	69 3
	74 5
	79 6
	83 8
.PEN_UP
.PEN_DOWN
	27 30
	29 33
	32 36
	35 38
	38 40
	41 42
	45 42
	46 38
	46 33
	44 30
	44 27
	41 20
	41 17
	39 14
	37 10
	34 6
	32 3
	31 0
	31 3
	34 9
	37 12
	41 16
	43 19
	45 23
	48 25
	51 27
	56 31
	60 33
	62 30
	60 27
	58 22
	56 19
	54 16
	51 12
	49 9
	48 6
	51 8
	52 11
	56 14
	59 17
	62 20
	68 25
	72 28
	75 28
	75 25
	74 20
	72 17
	71 12
	69 8
	69 5
	69 2
	72 3
	75 4
	78 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 37
	26 39
	27 42
	30 43
	33 45
	38 47
	41 47
	43 43
	43 38
	42 35
	42 32
	40 27
	38 23
	38 20
	35 16
	34 13
	32 10
	30 7
	27 5
	29 9
	31 14
	35 18
	36 21
	38 24
	41 26
	44 30
	45 34
	51 36
	56 38
	59 38
	59 35
	59 32
	58 24
	57 21
	56 16
	53 13
	53 10
	53 7
	53 3
	55 0
	58 0
	62 0
	66 2
	69 4
	73 5
.PEN_UP
.PEN_DOWN
	21 26
	24 29
	27 32
	30 34
	34 34
	37 34
	40 34
	43 34
	43 30
	43 26
	41 21
	38 18
	36 14
	33 10
	31 7
	30 4
	28 1
	29 4
	33 9
	36 14
	40 16
	41 19
	44 22
	46 25
	49 27
	54 31
	58 33
	59 30
	58 26
	55 22
	54 19
	52 16
	50 13
	50 10
	50 7
	51 4
	54 2
	58 0
	63 0
	65 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 30
	25 32
	30 35
	33 36
	37 37
	41 38
	44 38
	47 36
	47 30
	45 24
	42 19
	41 16
	37 11
	34 9
	31 6
	29 3
	32 6
	35 7
	39 11
	44 15
	46 18
	49 20
	52 23
	55 25
	59 27
	59 24
	58 19
	54 16
	50 10
	49 7
	49 4
	51 1
	54 1
	58 0
	62 0
	66 0
	70 1
	76 3
.PEN_UP
.PEN_DOWN
	24 30
	27 32
	31 35
	35 37
	38 39
	42 40
	45 41
	48 41
	49 37
	48 32
	46 29
	45 25
	44 22
	42 18
	39 15
	35 8
	32 5
	31 2
	33 5
	35 8
	39 13
	42 16
	43 19
	47 23
	51 25
	54 26
	58 30
	61 30
	62 27
	60 23
	57 19
	55 15
	52 11
	52 7
	52 3
	54 0
	57 0
	60 0
	64 0
	67 0
	75 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 28
	34 31
	39 34
	41 37
	46 39
	49 41
	52 41
	53 38
	52 34
	52 31
	51 28
	50 25
	47 21
	45 15
	41 12
	40 9
	40 12
	43 15
	44 19
	48 24
	52 30
	55 31
	58 33
	58 29
	56 22
	55 17
	54 13
	54 10
	54 6
	54 3
	55 0
	58 0
	61 0
	64 1
	67 2
.PEN_UP
.PEN_DOWN
	25 22
	28 25
	31 27
	34 30
	37 32
	41 34
	44 34
	46 30
	45 26
	45 19
	43 15
	42 11
	41 8
	38 5
	36 1
	36 5
	40 12
	43 16
	46 19
	49 21
	51 24
	55 25
	55 21
	55 18
	55 15
	54 11
	53 8
	53 5
	54 2
	57 0
	60 0
	64 0
	66 0
.PEN_UP
.PEN_DOWN
	28 19
	31 20
	33 23
	36 25
	40 28
	43 30
	47 31
	50 31
	50 27
	48 23
	47 20
	44 15
	41 12
	40 8
	36 4
	36 1
	37 4
	40 8
	44 12
	46 15
	49 17
	52 20
	55 21
	58 23
	61 23
	61 20
	61 17
	60 14
	59 11
	58 8
	58 4
	60 1
	63 0
	68 2
	72 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 23
	27 25
	30 27
	36 31
	39 32
	42 32
	43 29
	42 25
	41 20
	39 17
	38 13
	36 10
	35 6
	38 7
	41 10
	45 13
	47 16
	50 18
	54 22
	57 24
	58 20
	55 15
	53 8
	53 4
	53 1
	56 0
	59 0
	62 1
	66 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 31
	45 27
	42 25
	39 21
	37 17
	34 14
	32 8
	32 5
	33 2
	37 0
	40 0
	44 0
	50 2
	53 3
	57 6
	59 10
	59 14
	59 17
	58 22
	56 25
	53 29
	50 33
	47 33
.PEN_UP
.PEN_DOWN
	47 37
	43 35
	40 31
	39 28
	36 25
	32 21
	30 17
	28 13
	28 9
	28 5
	30 1
	34 0
	38 0
	42 1
	46 3
	51 4
	54 8
	54 13
	54 16
	54 20
	52 24
	51 27
	48 28
	47 28
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 33
	47 30
	44 27
	41 22
	35 16
	33 12
	31 9
	31 6
	31 3
	33 0
	37 0
	41 1
	44 3
	49 5
	53 7
	55 10
	56 14
	56 18
	56 21
	56 25
	55 28
	52 29
	51 27
.PEN_UP
.PEN_DOWN
	50 33
	47 31
	44 30
	40 26
	34 22
	31 20
	25 15
	22 12
	21 9
	21 6
	23 1
	27 1
	30 0
	33 0
	37 0
	40 0
	44 1
	48 1
	51 3
	53 6
	53 10
	53 13
	53 18
	52 22
	50 26
	48 29
	45 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 33
	46 33
	41 30
	38 27
	32 23
	28 20
	26 17
	23 15
	21 11
	20 7
	20 3
	23 1
	27 0
	30 0
	33 0
	36 0
	41 2
	46 3
	49 6
	50 9
	50 12
	48 16
	47 19
	44 23
	41 27
	38 29
	37 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 33
	41 33
	37 32
	33 28
	29 25
	27 22
	23 19
	21 16
	18 12
	16 9
	15 6
	15 2
	19 0
	23 0
	26 0
	31 1
	34 2
	37 3
	40 6
	42 10
	42 14
	39 21
	38 24
	34 27
	31 30
	30 31
.PEN_UP
.PEN_DOWN
	43 34
	39 30
	36 28
	33 25
	30 22
	26 15
	23 12
	22 9
	21 6
	21 3
	24 0
	29 0
	33 0
	38 3
	42 5
	44 8
	45 11
	45 16
	44 20
	42 23
	40 26
	39 30
	36 32
	37 33
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 64
	35 59
	35 56
	35 50
	35 46
	35 43
	35 39
	35 32
	35 28
	35 25
	35 22
	35 19
	35 16
	34 12
	33 8
	32 3
	31 0
	31 2
.PEN_UP
.PEN_DOWN
	41 67
	46 67
	50 67
	53 67
	56 66
	57 62
	58 59
	58 55
	56 52
	55 49
	53 46
	50 44
	47 42
	44 42
	41 41
	37 42
	34 44
	32 47
	31 50
	33 50
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 59
	36 53
	36 49
	36 46
	36 43
	35 39
	35 36
	35 33
	35 30
	35 26
	33 22
	33 19
	33 15
	31 10
	29 6
	28 3
	27 0
	25 3
	25 6
	25 10
	25 12
.PEN_UP
.PEN_DOWN
	34 58
	38 60
	43 63
	47 63
	50 61
	52 57
	53 52
	53 49
	53 46
	52 42
	48 38
	46 35
	43 34
	40 33
	36 33
	32 35
	30 38
	29 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 60
	25 57
	25 49
	25 46
	25 43
	24 40
	24 36
	24 32
	24 28
	22 24
	22 20
	21 17
	20 14
	20 11
	18 6
	18 3
	17 0
	17 4
	19 5
.PEN_UP
.PEN_DOWN
	29 64
	32 64
	36 66
	39 66
	44 66
	47 66
	52 65
	55 64
	58 61
	58 58
	58 53
	58 50
	55 46
	53 43
	49 41
	46 39
	43 36
	39 35
	35 35
	31 35
	28 37
	25 40
	25 45
	30 46
	33 48
.PEN_UP
.PEN_DOWN
	29 63
	29 59
	29 56
	29 53
	29 50
	29 47
	29 43
	29 40
	28 36
	28 32
	27 25
	27 22
	26 18
	26 13
	24 9
	23 4
	22 0
	23 3
	24 6
	27 10
	28 13
	29 19
.PEN_UP
.PEN_DOWN
	34 67
	38 68
	41 69
	44 70
	48 70
	51 69
