


.DATE		Aug. 92
.STYLE		CURSIVE
.WRITER_ID	scoh
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 24
	23 24
	28 26
	34 28
	38 31
	43 33
	48 36
	53 41
	57 45
	58 49
	61 51
	61 54
	61 57
	61 60
	61 63
	59 67
	56 68
	53 68
	49 64
	48 60
	46 56
	43 52
	42 48
	41 45
	37 40
	34 35
	32 31
	30 28
	28 24
	28 21
	24 17
	22 14
	20 10
	17 8
	15 4
	13 0
	14 3
	16 7
	19 10
	20 13
	24 15
	27 17
	32 21
	35 24
	38 27
	42 29
	45 30
	48 30
	50 27
	49 24
	46 22
	43 19
	40 17
	37 15
	36 18
	39 19
	42 21
	45 22
	46 19
	46 16
	49 14
	52 13
	55 12
	56 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 0
	22 2
	27 5
	31 10
	36 15
	37 18
	39 23
	42 28
	42 35
	46 39
	46 42
	46 46
	47 50
	48 53
	48 58
	48 62
	49 65
	49 68
	49 71
	49 74
	46 71
	45 68
	42 64
	42 60
	40 57
	38 54
	36 51
	35 47
	35 44
	34 41
	33 37
	33 34
	33 31
	33 28
	33 23
	33 20
	34 16
	36 13
	37 10
	39 6
	42 5
	46 5
	53 6
.PEN_UP
.PEN_DOWN
	11 0
	14 4
	18 7
	22 10
	24 13
	26 16
	29 18
	33 21
	34 25
	38 28
	40 35
	43 39
	43 43
	44 47
	46 52
	46 55
	46 58
	46 61
	46 64
	46 68
	43 69
	43 66
	40 61
	40 58
	38 54
	37 51
	35 47
	32 41
	31 38
	31 35
	31 28
	30 23
	30 19
	30 16
	32 13
	37 11
	40 11
	44 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	6 3
	9 6
	13 9
	17 11
	23 16
	26 19
	30 22
	35 28
	39 31
	42 34
	44 39
	46 43
	48 46
	50 50
	50 57
	52 61
	52 64
	51 67
	47 68
	44 66
	43 63
	40 61
	37 58
	36 55
	34 51
	32 47
	31 43
	28 35
	28 31
	26 25
	26 20
	26 17
	27 13
	28 10
	29 7
	31 4
	34 1
	37 0
	41 0
	46 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 1
	32 3
	34 6
	37 11
	40 13
	45 18
	48 24
	51 31
	51 34
	52 38
	54 41
	54 44
	54 47
	54 50
	54 55
	54 59
	54 63
	54 66
	51 66
	50 63
	48 59
	46 56
	45 53
	43 49
	42 46
	41 41
	40 37
	39 32
	38 27
	37 23
	36 17
	36 12
	36 8
	38 4
	40 1
	43 0
	46 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 0
	22 3
	26 6
	29 11
	34 16
	37 19
	40 23
	43 27
	46 31
	49 35
	51 39
	55 44
	56 48
	59 52
	61 55
	62 63
	63 66
	63 70
	59 72
	55 72
	51 70
	45 66
	43 63
	39 60
	38 57
	36 54
	35 50
	34 46
	32 43
	32 38
	32 35
	32 31
	32 27
	33 20
	33 17
	35 14
	36 11
	38 7
	41 5
	44 3
	49 0
	56 0
.PEN_UP
.PEN_DOWN
	20 28
	23 31
	26 34
	29 36
	32 38
	35 38
	38 38
	39 35
	39 32
	38 25
	37 22
	35 19
	32 15
	29 11
	25 7
	23 4
	20 2
	22 6
	24 9
	26 13
	28 16
	31 18
	34 22
	38 25
	41 27
	45 30
	48 31
	50 28
	49 25
	48 22
	47 19
	44 18
	44 15
	41 11
	40 8
	38 5
	41 9
	42 13
	44 17
	47 19
	49 22
	52 25
	55 29
	58 31
	61 33
	63 30
	62 25
	60 20
	59 17
	59 13
	60 9
	60 6
	62 1
	65 0
	69 1
	74 1
.PEN_UP
.PEN_DOWN
	18 27
	21 30
	24 33
	28 36
	30 39
	34 41
	37 42
	40 43
	42 40
	42 36
	42 33
	40 29
	39 23
	36 21
	33 17
	31 14
	29 10
	26 8
	23 4
	24 9
	27 13
	29 18
	33 22
	37 26
	40 28
	43 31
	46 35
	49 36
	51 33
	51 29
	49 25
	48 21
	44 14
	42 11
	39 7
	37 4
	36 1
	36 4
	37 7
	40 9
	43 16
	44 19
	47 24
	50 28
	53 29
	56 33
	59 34
	61 30
	59 26
	59 23
	58 19
	56 16
	56 13
	56 9
	57 5
	59 2
	62 0
	66 0
	69 1
	74 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 31
	25 34
	29 35
	32 37
	38 40
	42 42
	43 39
	43 34
	43 31
	42 28
	40 25
	39 21
	36 20
	34 16
	33 13
	31 10
	34 13
	36 17
	39 21
	41 24
	44 28
	46 31
	50 35
	53 37
	56 37
	56 33
	56 29
	53 23
	51 18
	48 16
	47 13
	50 15
	53 18
	56 21
	59 25
	63 30
	68 33
	71 33
	71 29
	71 26
	69 21
	67 16
	66 11
	66 8
	66 4
	66 1
	72 0
	75 0
	79 0
.PEN_UP
.PEN_DOWN
	22 15
	25 18
	29 21
	32 24
	35 26
	39 27
	40 23
	39 19
	38 16
	36 11
	32 6
	30 3
	28 0
	31 3
	34 7
	38 11
	39 14
	41 19
	45 21
	47 24
	50 27
	52 24
	51 21
	49 15
	47 11
	44 7
	43 4
	46 4
	48 7
	51 9
	54 12
	57 16
	59 19
	59 16
	57 12
	56 9
	55 6
	55 3
	59 4
	62 4
	66 4
	70 6
	76 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 16
	26 19
	29 22
	31 25
	35 28
	40 30
	42 26
	40 21
	39 18
	39 15
	36 9
	34 5
	31 3
	31 0
	31 3
	34 7
	36 12
	39 15
	41 18
	42 21
	45 24
	46 27
	49 28
	52 30
	55 31
	55 27
	55 23
	52 18
	51 14
	49 11
	46 6
	45 3
	47 6
	51 10
	54 15
	55 20
	60 23
	64 26
	67 26
	67 23
	66 20
	64 16
	62 12
	62 9
	60 6
	61 3
	65 2
	68 3
	72 4
	75 4
	79 5
	83 6
.PEN_UP
.PEN_DOWN
	12 32
	14 35
	17 36
	20 38
	24 40
	27 41
	30 42
	31 38
	31 34
	30 30
	29 27
	29 22
	26 18
	24 15
	22 12
	20 7
	18 3
	17 0
	17 3
	19 7
	23 13
	26 18
	30 24
	33 26
	34 30
	38 33
	39 36
	42 39
	45 41
	48 42
	48 38
	47 34
	45 26
	42 22
	41 18
	39 14
	38 11
	36 8
	36 11
	39 15
	41 18
	41 21
	44 24
	46 27
	49 30
	54 33
	57 33
	57 30
	57 26
	57 23
	56 20
	53 17
	52 12
	52 8
	52 4
	52 1
	57 1
	61 1
	64 2
	69 5
	73 8
	77 10
	79 13
	81 17
	83 21
.PEN_UP
.PEN_DOWN
	13 21
	15 24
	20 27
	25 30
	28 32
	32 33
	35 34
	38 35
	42 36
	45 36
	46 33
	44 29
	41 25
	39 22
	35 19
	32 15
	29 11
	26 9
	25 6
	28 8
	32 12
	35 14
	38 17
	44 23
	46 27
	51 30
	54 31
	54 27
	51 23
	48 19
	45 16
	43 12
	41 9
	44 9
	49 11
	52 14
	56 16
	64 23
	68 24
	68 20
	67 15
	64 11
	62 7
	62 2
	65 0
	68 0
	73 0
.PEN_UP
.PEN_DOWN
	28 21
	32 24
	36 27
	39 30
	43 33
	46 34
	51 36
	52 33
	51 29
	50 26
	49 23
	47 20
	46 17
	43 14
	41 11
	40 8
	38 5
	41 8
	43 11
	48 15
	52 19
	55 25
	60 27
	63 29
	63 24
	62 21
	61 15
	57 13
	56 9
	56 5
	56 2
	59 0
	65 0
	68 2
	72 4
	75 5
	78 6
.PEN_UP
.PEN_DOWN
	17 19
	19 22
	23 25
	27 28
	30 30
	33 32
	36 33
	36 29
	35 26
	33 23
	31 19
	28 15
	26 12
	24 9
	22 6
	25 9
	29 12
	31 15
	35 18
	38 24
	41 25
	45 27
	45 22
	42 17
	42 14
	40 10
	39 7
	39 4
	39 1
	42 0
	46 0
	49 2
	53 3
.PEN_UP
.PEN_DOWN
	29 23
	32 25
	35 27
	38 30
	40 33
	43 35
	46 35
	50 37
	50 33
	49 29
	48 24
	46 20
	43 16
	42 12
	41 9
	39 6
	42 8
	45 12
	48 14
	52 18
	57 23
	60 26
	63 28
	67 29
	68 24
	66 19
	64 14
	61 10
	61 7
	61 4
	61 1
	65 0
	69 0
.PEN_UP
.PEN_DOWN
	20 16
	21 19
	24 22
	28 25
	30 30
	34 32
	37 34
	41 35
	44 36
	46 32
	46 27
	44 22
	43 18
	41 14
	40 11
	38 8
	36 5
	38 8
	41 11
	43 16
	49 18
	52 20
	54 23
	58 26
	63 28
	65 24
	64 20
	61 17
	60 13
	59 10
	59 6
	59 2
	64 0
	68 2
	73 4
.PEN_UP
.PEN_DOWN
	17 19
	20 22
	23 25
	27 28
	30 30
	33 31
	36 33
	38 28
	36 23
	35 20
	34 15
	31 12
	30 9
	29 6
	33 8
	35 12
	40 15
	41 18
	47 25
	50 27
	54 28
	53 24
	53 21
	52 15
	50 11
	48 6
	48 3
	48 0
	52 1
	56 1
	61 1
	65 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 34
	30 29
	27 26
	24 21
	20 16
	18 12
	18 8
	18 4
	20 1
	23 0
	26 0
	29 0
	32 1
	35 3
	38 4
	40 7
	42 10
	43 13
	44 17
	44 20
	44 24
	44 27
	44 30
	44 33
	42 36
	39 39
	35 40
	30 40
	27 40
	23 39
	23 36
	23 32
	24 27
	26 23
	29 22
	32 21
	36 19
	40 18
	44 19
	47 19
	50 20
	51 22
.PEN_UP
.PEN_DOWN
	31 38
	30 34
	27 32
	25 28
	23 25
	19 21
	18 18
	16 15
	15 11
	13 7
	13 3
	16 0
	19 0
	23 0
	26 1
	29 4
	32 5
	35 7
	37 10
	39 14
	39 17
	40 21
	40 27
	40 30
	38 34
	35 36
	31 37
	27 37
	23 35
	20 32
	20 28
	20 24
	21 21
	26 19
	30 17
	35 16
	38 16
	41 16
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 34
	37 31
	37 28
	34 23
	32 19
	30 16
	29 12
	28 8
	28 4
	30 1
	33 0
	37 2
	41 5
	43 8
	45 12
	47 15
	47 19
	46 23
	45 26
	44 29
	40 34
	39 37
	34 39
	30 38
	29 34
	29 30
	29 27
	32 23
	37 20
	41 20
	44 19
	48 19
	52 20
	57 21
	60 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 29
	42 26
	39 22
	38 19
	35 16
	34 12
	33 9
	33 6
	34 2
	37 0
	41 0
	44 1
	48 2
	51 3
	54 5
	56 8
	58 12
	58 16
	58 20
	57 24
	55 27
	53 31
	50 34
	47 36
	44 36
	41 35
	40 32
	40 29
	41 26
	43 23
	46 20
	50 19
	54 16
	58 16
	61 16
	64 16
	68 17
.PEN_UP
.PEN_DOWN
	50 29
	48 26
	45 23
	42 20
	41 16
	38 12
	36 9
	36 6
	36 3
	39 1
	42 0
	45 0
	49 1
	51 4
	53 7
	56 10
	56 14
	56 19
	56 23
	55 26
	52 30
	48 33
	45 33
	42 33
	40 30
	40 27
	41 24
	45 21
	49 19
	52 19
	57 17
	61 16
	65 15
	70 15
.PEN_UP
.PEN_DOWN
	28 51
	30 54
	35 55
	38 57
	41 60
	44 63
	47 66
	51 69
	52 72
	49 69
	47 65
	44 57
	42 53
	40 48
	38 44
	36 39
	35 35
	33 32
	28 24
	26 21
	25 18
	23 15
	19 11
	16 7
	14 3
	11 0
	12 3
	13 6
	16 10
	20 15
	21 18
	24 22
	27 26
	30 29
	32 32
	35 36
	39 40
	41 43
	43 46
	46 49
	48 52
	51 54
	52 57
	55 59
	56 63
	59 67
	62 68
	62 65
	62 62
	61 59
	60 56
	59 53
	58 50
	58 47
	61 47
	64 47
	67 48
	70 48
.PEN_UP
.PEN_DOWN
	27 48
	31 51
	35 53
	38 56
	41 58
	44 61
	45 64
	43 61
	40 58
	39 55
	38 52
	36 48
	36 45
	34 41
	31 38
	31 35
	30 32
	28 28
	27 25
	26 22
	24 17
	20 11
	17 7
	15 3
	13 0
	14 4
	16 8
	19 13
	22 19
	25 23
	27 26
	28 29
	30 32
	33 36
	34 39
	37 42
	38 45
	39 48
	42 49
	43 52
	44 55
	47 58
	51 61
	54 65
	57 65
	60 66
	61 63
	61 60
	61 56
	62 52
	62 48
	63 45
	67 45
	70 47
	75 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 54
	28 56
	31 58
	34 62
	37 64
	40 68
	42 71
	43 75
	45 78
	43 74
	43 71
	43 68
	41 65
	41 62
	39 56
	39 52
	35 46
	33 42
	33 38
	31 35
	30 32
	29 29
	27 26
	26 22
	25 19
	22 15
	20 12
	18 9
	16 6
	15 3
	13 0
	14 3
	16 7
	18 12
	21 17
	25 24
	27 28
	29 32
	30 36
	32 39
	32 43
	36 47
	36 50
	38 54
	40 57
	40 60
	43 63
	44 67
	48 70
	51 73
	54 73
	55 70
	55 66
	54 62
	54 59
	53 56
	53 53
	53 50
	53 47
	56 46
	60 49
	63 50
	66 51
	68 54
.PEN_UP
.PEN_DOWN
	24 44
	27 44
	32 47
	37 51
	41 53
	46 57
	48 60
	50 63
	48 60
	47 56
	45 52
	43 47
	41 44
	40 39
	37 34
	36 31
	32 24
	29 21
	27 17
	23 13
	23 10
	20 6
	17 3
	16 0
	17 4
	19 8
	23 12
	24 15
	26 19
	28 22
	30 26
	32 29
	35 32
	37 35
	39 38
	40 42
	45 44
	48 48
	50 52
	53 54
	56 56
	59 59
	63 60
	65 56
	65 53
	63 49
	62 45
	60 41
	58 37
	59 34
	62 34
	65 35
	69 36
	72 37
	75 37
.PEN_UP
.PEN_DOWN
	13 56
	17 57
	21 59
	24 60
	28 63
	31 65
	34 68
	36 71
	34 68
	32 65
	30 59
	29 56
	27 50
	26 47
	26 44
	25 40
	24 37
	23 34
	22 31
	22 28
	20 21
	19 18
	19 15
	17 12
	17 9
	15 6
	14 3
	12 0
	13 4
	15 7
	15 10
	17 13
	19 17
	20 20
	22 23
	24 28
	26 31
	26 34
	26 37
	29 41
	31 44
	31 47
	34 52
	34 56
	35 59
	36 62
	38 65
	38 68
	40 71
	42 74
	45 73
	46 69
	46 65
	46 62
	46 58
	46 54
	46 51
	46 48
	46 45
	47 42
	50 40
	53 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 47
	32 49
	35 51
	38 53
	41 54
	44 57
	47 59
	51 61
	48 55
	47 52
	46 49
	44 45
	43 40
	41 35
	40 32
	37 25
	36 21
	33 17
	32 14
	31 11
	28 8
	26 5
	23 3
	21 0
	25 1
	28 6
	31 10
	34 14
	36 18
	37 21
	40 24
	40 27
	42 31
	43 35
	45 41
	48 44
	50 49
	54 52
	56 55
	59 59
	62 61
	65 63
	68 65
	70 60
	69 57
	69 54
	69 50
	68 47
	68 44
	68 40
	68 37
	69 34
	72 35
	74 35
.PEN_UP
.PEN_DOWN
	24 47
	28 49
	31 51
	36 53
	39 56
	42 57
	40 54
	39 51
	38 48
	36 44
	35 41
	32 36
	30 33
	29 30
	27 27
	25 24
	23 19
	20 15
	19 12
	16 7
	15 3
	14 0
	17 3
	19 6
	20 9
	23 14
	26 18
	27 21
	29 24
	30 27
	31 30
	33 33
	35 36
	37 40
	40 43
	41 46
	42 50
	45 53
	46 56
	49 58
	53 60
	56 59
	58 55
	58 50
	58 47
	58 44
	57 41
	56 38
	56 35
	56 32
	59 32
	64 33
	70 33
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 57
	44 56
	41 55
	38 53
	34 51
	30 48
	26 45
	23 42
	20 39
	17 36
	16 33
	17 30
	20 29
	23 29
	26 29
	31 31
	34 33
	37 34
	39 37
	42 40
	43 43
	43 47
	45 50
	43 47
	42 43
	40 39
	39 35
	36 32
	35 29
	33 25
	31 21
	29 17
	27 13
	26 10
	25 7
	24 3
	24 0
	27 0
	31 3
	34 6
	35 10
	36 15
	38 19
	38 22
	39 26
	39 31
	39 34
	42 32
	46 31
	49 31
	50 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	68 42
	64 42
	61 42
	57 40
	53 38
	47 35
	44 33
	41 32
	39 29
	38 26
	41 24
	44 24
	48 25
	54 26
	58 29
	61 30
	64 32
	66 35
	66 38
	63 39
	60 36
	59 32
	56 30
	54 27
	52 22
	50 18
	50 14
	50 11
	50 7
	50 4
	50 0
	53 1
	56 4
	57 8
	58 11
	60 14
	62 18
	63 22
	63 27
	63 30
	60 31
	62 28
	65 28
	69 28
	72 28
	78 28
.PEN_UP
.PEN_DOWN
	44 52
	41 51
	38 49
	34 46
	31 45
	27 41
	22 38
	20 34
	19 31
	23 30
	26 31
	30 32
	34 34
	38 36
	42 40
	45 43
	46 46
	44 42
	43 39
	40 36
	38 32
	37 28
	37 24
	35 21
	34 15
	33 11
	32 8
	30 5
	30 2
	33 0
	36 1
	40 5
	41 9
	43 12
	44 15
	44 18
	46 23
	46 26
	46 30
	45 33
	42 33
	41 30
	44 29
	48 29
	51 29
	56 30
	59 30
	61 30
.PEN_UP
.PEN_DOWN
	52 51
	49 50
	46 47
	42 45
	39 42
	36 38
	33 36
	30 33
	29 30
	32 30
	35 30
	39 31
	41 34
	45 37
	48 41
	50 44
	54 46
	56 49
	53 46
	51 42
	48 38
	46 35
	45 31
	44 28
	44 25
	42 22
	40 18
	39 14
	38 8
	38 4
	38 1
	41 0
	45 2
	48 6
	50 9
	52 14
	53 19
	54 22
	54 25
	55 28
	55 33
	54 37
	51 39
	50 36
	54 34
	57 34
	60 34
	66 34
	71 34
.PEN_UP
.PEN_DOWN
	44 49
	41 46
	37 43
	33 38
	29 34
	27 31
	26 28
	29 27
	32 27
	36 29
	41 30
	44 32
	47 35
	50 39
	52 44
	54 48
	55 51
	52 51
	49 48
	49 45
	46 42
	45 39
	42 35
	41 32
	39 25
	39 21
	38 17
	37 14
	37 10
	36 7
	36 3
	36 0
	39 4
	42 7
	44 11
	46 16
	48 21
	48 24
	48 28
	51 26
	54 26
	57 26
	61 26
	65 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 0
	26 3
	29 6
	33 10
	36 15
	39 19
	41 22
	44 25
	47 27
	50 28
	54 28
	57 26
	57 23
	57 19
	58 16
	59 13
	57 8
	56 5
	55 2
	58 1
	61 3
	64 3
	67 3
	70 3
	73 3
.PEN_UP
.PEN_DOWN
	9 0
	11 3
	14 4
	17 7
	20 11
	23 13
	26 16
	29 19
	31 22
	35 25
	38 26
	41 27
	43 24
	43 21
	41 17
	39 14
	38 11
	36 8
	36 4
	37 1
	40 1
	44 1
	48 2
	53 2
	58 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 0
	19 4
	23 9
	27 12
	30 16
	34 20
	35 23
	39 27
	41 30
	43 33
	46 34
	49 34
	52 33
	54 30
	54 26
	54 22
	54 18
	53 15
	53 12
	53 9
	57 7
	60 7
	63 7
	66 8
	68 8
.PEN_UP
.PEN_DOWN
	29 2
	32 6
	35 9
	38 13
	42 16
	44 19
	47 23
	51 27
	54 30
	57 31
	61 33
	64 32
	68 29
	71 25
	71 22
	71 18
	71 14
	70 11
	68 8
	66 5
	65 2
	68 0
	72 0
	75 1
	78 1
	84 2
	87 3
	91 4
.PEN_UP
.PEN_DOWN
	27 0
	30 3
	34 6
	36 9
	39 13
	41 17
	44 19
	46 24
	49 26
	51 30
	54 33
	55 36
	58 37
	61 37
	63 33
	64 29
	64 24
	64 21
	63 18
	62 15
	60 12
	60 9
	62 6
	65 6
	68 7
	72 8
	76 9
	79 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 0
	31 2
	34 4
	38 6
	41 9
	45 12
	48 15
	51 17
	52 20
	56 22
	61 26
	64 30
	66 33
	68 36
	70 33
	70 29
	69 25
	69 22
	69 19
	67 15
	65 10
	62 7
	59 4
	56 2
	52 0
	49 0
	48 3
	49 7
	52 10
	55 11
	59 10
	62 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 0
	29 2
	30 5
	34 8
	35 11
	39 15
	42 20
	45 24
	49 27
	52 30
	55 33
	58 34
	62 35
	65 35
	68 33
	68 30
	66 26
	64 21
	61 18
	58 13
	55 10
	52 9
	49 5
	45 3
	42 2
	39 2
	39 5
	39 8
	40 11
	44 11
	47 8
	51 6
	54 4
	60 2
	65 1
	69 1
	72 1
	76 2
	78 2
.PEN_UP
.PEN_DOWN
	21 0
	24 1
	26 4
	30 8
	33 9
	35 13
	40 17
	44 22
	45 26
	49 29
	51 33
	55 36
	57 39
	60 42
	60 37
	59 34
	57 31
	56 28
	54 24
	53 19
	51 16
	48 14
	47 11
	44 11
	41 9
	38 7
	35 5
	32 7
	32 10
	32 13
	33 17
	36 16
	38 13
	41 11
	45 8
	48 5
	51 5
	54 5
	57 6
	60 7
	63 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 0
	23 3
	26 7
	29 10
	33 15
	35 18
	38 20
	41 23
	45 29
	45 33
	48 35
	50 39
	51 42
	53 45
	56 48
	57 51
	58 54
	60 58
	61 61
	62 64
	63 60
	62 56
	61 51
	60 47
	60 43
	59 39
	57 36
	57 33
	57 29
	55 24
	54 19
	53 16
	53 12
	54 8
	54 5
	57 2
	62 1
	65 2
.PEN_UP
.PEN_DOWN
	27 37
	30 37
	33 37
	38 37
	42 37
	45 38
	53 38
	57 38
	60 38
	64 38
	68 38
	72 38
	76 38
	79 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 2
	16 5
	17 9
	19 12
	21 16
	23 19
	27 24
	30 31
	34 34
	37 38
	39 41
	42 45
	43 48
	48 53
	50 57
	52 60
	52 57
	51 49
	50 46
	49 42
	48 39
	47 35
	46 31
	45 27
	45 24
	43 21
	42 18
	40 14
	39 8
	39 4
	39 1
	43 0
	46 1
	52 2
	56 5
	61 5
.PEN_UP
.PEN_DOWN
	28 39
	31 39
	36 40
	40 40
	43 40
	48 40
	51 40
	54 40
	57 40
	60 40
	63 40
	67 40
	72 40
	76 40
	80 40
	84 40
	89 40
.PEN_UP
.PEN_DOWN
	18 9
	20 12
	23 15
	24 19
	26 22
	31 25
	33 28
	35 31
	38 34
	41 37
	42 41
	44 44
	45 47
	48 50
	51 54
	54 59
	56 62
	57 65
	55 62
	53 59
	52 55
	51 52
	49 48
	49 44
	48 39
	47 31
	45 28
	45 24
	45 21
	45 17
	45 14
	45 9
	45 5
	46 1
	49 0
	52 1
	56 2
	59 5
	64 7
.PEN_UP
.PEN_DOWN
	24 44
	29 42
	33 42
	37 42
	41 42
	47 41
	50 41
	53 41
	57 41
	60 41
	68 41
	71 40
	74 40
	75 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	13 14
	14 18
	16 21
	21 28
	23 31
	27 34
	30 38
	33 41
	36 45
	40 48
	43 52
	45 55
	47 58
	51 61
	55 67
	57 70
	58 73
	54 67
	53 64
	50 61
	49 55
	47 52
	47 48
	45 44
	45 41
	44 38
	44 34
	44 31
	42 25
	42 21
	42 17
	42 14
	42 11
	42 7
	42 4
	43 1
	48 0
.PEN_UP
.PEN_DOWN
	12 40
	15 39
	21 39
	24 39
	29 39
	32 39
	36 39
	44 39
	48 39
	51 38
	54 38
	57 38
	61 38
	65 37
.PEN_UP
.PEN_DOWN
	22 11
	23 14
	25 17
	28 20
	32 24
	35 30
	42 33
	44 37
	48 42
	52 45
	55 49
	58 53
	61 56
	63 59
	66 62
	66 65
	68 68
	68 71
	69 74
	68 70
	65 64
	65 61
	62 58
	61 54
	59 49
	58 45
	57 39
	55 35
	53 31
	53 26
	52 23
	52 19
	52 13
	52 10
	52 7
	54 4
	55 1
	58 0
	61 0
	65 2
	68 2
.PEN_UP
.PEN_DOWN
	23 41
	30 43
	33 43
	38 44
	41 44
	44 44
	47 44
	50 44
	53 44
	58 44
	62 44
	65 44
	71 44
	74 44
	77 44
	81 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 36
	38 39
	42 41
	45 41
	46 38
	46 34
	46 29
	46 26
	45 20
	43 17
	41 14
	41 10
	39 7
	39 4
	42 3
	45 3
	48 4
	51 6
	56 9
	60 13
	64 17
	69 22
	71 27
	72 30
	74 34
	77 37
	76 34
	73 29
	71 24
	69 21
	67 17
	66 13
	64 10
	62 6
	62 3
	64 0
	69 0
	73 1
	77 2
.PEN_UP
.PEN_DOWN
	24 32
	27 33
	31 35
	34 35
	36 31
	36 26
	35 23
	32 16
	30 12
	28 8
	28 4
	28 1
	33 0
	36 3
	39 6
	43 10
	45 14
	47 19
	48 22
	50 26
	51 32
	53 35
	54 38
	55 41
	54 37
	52 34
	52 31
	51 28
	50 24
	50 21
	49 16
	49 12
	49 8
	49 5
	49 2
	52 0
	55 0
	59 0
.PEN_UP
.PEN_DOWN
	15 37
	19 38
	22 40
	26 42
	29 43
	33 43
	37 43
	38 39
	38 34
	36 31
	35 28
	34 24
	33 21
	30 16
	28 13
	27 9
	26 6
	26 3
	26 0
	29 1
	32 4
	35 6
	38 9
	42 12
	44 15
	48 19
	50 23
	51 26
	53 30
	56 33
	57 37
	59 40
	60 44
	57 39
	55 36
	54 33
	51 27
	50 24
	50 21
	49 17
	49 14
	49 11
	49 8
	51 4
	54 4
	57 4
	61 4
	65 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 37
	33 38
	37 40
	40 40
	41 37
	41 34
	41 31
	39 25
	35 22
	35 19
	31 16
	30 12
	28 9
	28 6
	31 6
	35 7
	39 9
	41 12
	46 14
	51 19
	56 23
	59 27
	61 30
	63 33
	67 37
	67 40
	69 43
	69 46
	67 43
	64 38
	61 36
	58 29
	57 26
	55 23
	53 20
	53 17
	51 12
	51 8
	51 4
	53 0
	57 0
	60 0
	63 0
	67 0
.PEN_UP
.PEN_DOWN
	17 33
	20 34
	23 35
	26 36
	29 36
	30 33
	31 30
	31 27
	31 24
	30 20
	29 15
	27 12
	26 9
	24 5
	23 1
	26 0
	29 0
	32 2
	35 4
	38 7
	39 10
	41 15
	43 19
	45 23
	46 27
	47 31
	47 34
	48 37
	49 34
	49 30
	51 27
	54 26
	57 26
	59 29
	60 30
.PEN_UP
