


.DATE		08 ? 92
.STYLE		CURSIVE
.WRITER_ID	scoh
	51 1
	54 1
	57 2
	60 2
.PEN_UP
.PEN_DOWN
	17 52
	20 55
	23 56
	25 59
	29 60
	33 61
	36 61
	39 56
	39 52
	38 49
	37 46
	36 43
	34 39
	33 35
	32 32
	29 26
	28 23
	25 18
	22 14
	19 9
	18 6
	15 3
	13 0
	17 5
	19 9
	20 12
	22 15
	25 21
	28 24
	31 27
	32 30
	35 32
	38 37
	43 41
	46 44
	49 47
	52 49
	55 51
	56 48
	55 43
	52 36
	51 31
	48 26
	48 23
	44 19
	44 16
	42 12
	41 8
	41 11
	43 14
	45 19
	47 24
	51 28
	53 31
	55 34
	58 38
	61 41
	64 44
	68 48
	71 49
	72 45
	71 41
	69 37
	69 34
	67 30
	65 26
	65 22
	65 19
	65 16
	67 13
	70 10
	75 10
	80 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 4
	23 7
	22 11
	21 14
	21 17
	21 21
	21 25
	21 29
	22 34
	23 38
	25 42
	27 47
	29 50
	31 53
	32 56
	35 58
	38 61
	41 64
	44 63
	44 59
	45 55
	45 52
	47 49
	47 46
	47 42
	49 36
	49 33
	49 30
	49 26
	47 22
	46 19
	45 15
	42 13
	40 9
	38 6
	35 3
	32 2
	29 0
	28 3
	27 6
	27 10
	28 14
	29 17
	31 20
	34 20
	36 17
	36 13
	38 10
	41 8
	44 7
	47 5
	50 3
	53 4
	56 4
	59 5
	60 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 0
	23 2
	27 6
	30 8
	33 11
	37 15
	41 20
	43 23
	48 31
	52 36
	53 41
	54 45
	54 49
	55 52
	53 56
	50 59
	47 59
	44 59
	40 58
	37 56
	34 54
	32 51
	31 48
	31 45
	31 42
	33 39
	37 36
	40 33
	43 33
	45 30
	46 26
	46 22
	45 19
	42 17
	39 15
	36 14
	33 14
	30 15
	27 16
	24 18
	21 21
	24 19
	27 18
	30 18
	33 17
	36 17
	40 16
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 56
	20 60
	24 61
	28 64
	31 64
	34 64
	36 59
	36 54
	34 49
	34 46
	32 42
	32 39
	29 35
	29 32
	27 29
	26 26
	25 21
	25 18
	25 15
	29 15
	33 15
	37 18
	42 21
	44 25
	49 30
	53 36
	54 39
	56 43
	59 46
	60 49
	62 53
	63 56
	65 61
	67 64
	65 61
	64 58
	60 50
	58 45
	57 42
	55 39
	55 36
	54 33
	53 30
	52 27
	52 24
	51 18
	51 15
	49 11
	49 8
	49 5
	49 2
	52 0
	56 0
	59 1
	63 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 50
	32 53
	34 57
	39 60
	42 62
	45 62
	49 62
	52 60
	56 57
	58 54
	59 50
	59 47
	59 38
	59 33
	59 30
	59 27
	59 23
	59 20
	60 17
	63 16
	66 16
	69 18
	70 22
	72 25
	72 30
	72 33
.PEN_UP
.PEN_DOWN
	67 65
	66 62
	65 58
	62 55
	59 49
	56 45
	53 41
	50 36
	49 33
	45 28
	44 25
	42 20
	39 17
	37 14
	36 10
	33 7
	31 3
	30 0
	31 3
	34 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 60
	51 60
	48 57
	44 54
	42 51
	38 47
	37 44
	34 41
	33 38
	31 35
	29 32
	27 29
	26 25
	24 22
	23 19
	21 16
	20 11
	18 8
	18 4
	18 1
	21 0
	25 0
	29 2
	33 5
	38 9
	39 12
	42 14
	45 20
	48 26
	50 29
	50 33
	52 37
	54 41
	54 45
	57 50
	57 53
	58 56
	59 59
	59 64
	57 59
	56 55
	55 51
	54 47
	53 44
	53 41
	53 38
	53 35
	53 32
	52 29
	52 26
	52 23
	52 18
	53 13
	54 9
	55 6
	57 3
	60 1
	63 1
	65 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 46
	53 47
	50 46
	46 46
	43 46
	40 44
	37 43
	34 40
	31 39
	28 37
	27 34
	26 31
	25 28
	25 25
	25 21
	26 18
	28 15
	32 14
	37 15
	40 17
	43 19
	46 21
	48 24
	50 28
	46 25
	42 19
	40 15
	38 11
	37 7
	35 3
	35 0
	38 0
	42 0
	45 0
	49 1
	52 3
	55 3
	58 4
	60 4
.PEN_UP
.PEN_DOWN
	28 58
	30 61
	33 64
	37 65
	40 65
	42 62
	44 59
	47 57
	51 55
	55 55
	60 58
	63 59
	66 63
	67 66
	67 69
	66 65
	64 61
	62 57
	59 53
	56 44
	54 40
	53 37
	51 34
	50 31
	48 27
	45 23
	44 19
	42 16
	39 13
	37 7
	34 4
	31 1
	28 0
	25 0
	23 3
	22 7
	22 10
	22 15
	22 18
	24 22
	28 24
.PEN_UP
.PEN_DOWN
	41 41
	44 41
	51 44
	55 45
	60 47
	65 48
	68 48
	71 49
	68 47
	65 44
	63 40
	62 36
	65 34
	68 35
	69 36
.PEN_UP
.PEN_DOWN
	63 85
	60 85
	57 84
	54 83
	50 82
	46 78
	42 75
	41 71
	38 66
	37 62
	33 58
	33 54
	32 51
	32 47
	37 46
	41 46
	44 47
	48 49
	52 53
	55 55
	58 59
	62 64
	64 69
	65 72
	67 76
	68 80
	68 83
	68 86
	65 87
	63 83
	61 79
	60 75
	59 70
	57 66
	56 63
	55 58
	55 53
	54 50
	53 47
	52 43
	52 40
	50 36
	49 33
	49 29
	47 23
	46 20
	46 17
	44 14
	43 11
	40 7
	39 3
	35 1
	31 0
	28 4
	26 7
	24 12
	22 16
	22 19
	25 21
	28 24
	31 25
	34 27
	37 28
	42 30
	45 31
	48 33
	52 33
	57 35
	61 38
	64 38
	67 38
	69 38
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	41 26
	38 27
	35 31
	32 33
	30 36
	29 39
	29 42
	27 47
	27 50
	26 53
	26 56
	26 60
	26 65
	26 68
	28 71
	29 74
	32 76
	34 79
	38 81
	42 82
	45 83
	49 82
	52 81
	54 77
	57 74
	57 71
	57 68
	58 65
	58 61
	58 58
	58 54
	58 51
	57 47
	54 44
	53 40
	52 37
	50 34
	49 30
	46 27
	43 25
	41 20
	39 16
	35 12
	32 8
	29 5
	28 2
	25 2
	22 0
	19 0
	16 3
	14 6
	14 9
	16 9
.PEN_UP
.PEN_DOWN
	48 40
	45 42
	41 44
	39 47
	36 50
	33 53
	31 59
	31 63
	30 66
	30 69
	29 73
	28 77
	29 81
	30 84
	31 87
	33 90
	35 93
	38 95
	43 92
	44 89
	44 86
	46 83
	46 78
	47 75
	47 71
	48 68
	48 64
	47 61
	47 57
	46 54
	46 50
	45 47
	44 42
	43 38
	41 34
	38 30
	37 27
	36 24
	35 21
	33 18
	31 14
	29 11
	27 7
	26 4
	24 1
	21 0
	20 3
	18 6
	17 9
	16 13
	16 17
	15 20
	15 23
	15 26
	15 29
	15 32
	16 35
	19 38
	22 40
	23 43
	27 44
	31 46
	36 50
	41 52
	44 54
	47 56
	51 57
	55 58
	58 59
	61 59
	64 60
	67 61
	70 61
	73 63
	75 62
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 43
	44 48
	41 50
	38 51
	34 51
	31 49
	29 46
	27 42
	25 38
	25 34
	24 30
	24 26
	23 23
	21 20
	21 17
	19 14
	18 10
	16 7
	14 4
	11 2
	8 0
	5 2
	5 7
	6 10
	6 13
	10 14
	14 14
	17 13
	20 12
	24 10
	27 7
	30 5
	33 2
	36 1
	40 1
	43 1
	48 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 50
	44 46
	41 44
	41 41
	38 39
	35 33
	33 28
	32 25
	30 21
	29 16
	28 11
	28 7
	29 3
	32 0
	35 0
	39 0
	43 4
	46 7
	48 11
	50 15
	51 18
	51 22
	51 25
	51 30
	50 34
	49 39
	48 42
	46 45
	43 47
	40 46
	37 42
	37 38
	38 35
	41 32
	45 29
	49 28
	54 26
	57 26
	62 25
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 53
	38 54
	42 56
	45 56
	45 53
	45 48
	44 45
	43 41
	42 37
	39 29
	39 25
	37 20
	35 17
	33 13
	33 9
	33 6
	33 3
	35 0
	38 0
	42 3
	48 7
	51 11
	54 13
	57 17
	58 20
	60 23
	61 26
	62 30
	65 34
	66 41
	67 44
	67 48
	68 51
	69 54
	69 57
	67 54
	66 48
	65 44
	64 41
	63 37
	62 33
	61 30
	60 24
	60 21
	60 17
	60 14
	60 11
	62 8
	66 9
	70 10
.PEN_UP
.PEN_DOWN
	38 60
	41 61
	45 61
	47 57
	47 54
	47 51
	47 44
	47 40
	44 34
	44 31
	42 28
	42 25
	42 22
	41 19
	40 14
	40 11
	39 7
	39 4
	39 1
	42 0
	47 3
	51 6
	56 10
	59 13
	61 16
	63 19
	65 23
	66 26
	67 29
	69 38
	70 42
	70 45
	71 48
	71 52
	71 55
	70 59
	70 62
	68 65
	68 62
	68 59
	72 56
	75 54
	79 53
	83 52
.PEN_UP
.PEN_DOWN
	30 54
	30 51
	29 46
	29 43
	28 40
	26 36
	26 33
	24 30
	23 27
	22 24
	21 21
	21 18
	20 14
	20 9
	20 5
	22 2
	25 0
	28 1
	31 3
	36 6
	37 9
	40 12
	40 16
	43 19
	44 25
	47 32
	47 35
	48 38
	48 41
	48 44
	48 47
	45 42
	43 39
	42 36
	42 33
	42 30
	42 26
	42 23
	42 20
	42 16
	42 12
	44 9
	46 6
	49 3
	52 2
	55 3
	56 6
	58 10
	59 13
	60 17
	62 22
	62 26
	64 31
	64 35
	65 39
	66 43
	66 46
	66 49
	66 52
	66 55
	70 54
	74 53
	78 52
	81 51
	84 50
	88 48
.PEN_UP
.PEN_DOWN
	23 52
	27 53
	30 54
	33 55
	36 55
	40 56
	43 56
	47 56
	51 55
	52 52
	52 49
	52 46
	52 40
	51 36
	48 32
	47 28
	45 25
	44 22
	42 19
	42 16
	42 13
	42 10
	42 6
	43 3
	47 0
	51 0
	55 0
	57 3
	60 4
	63 6
.PEN_UP
.PEN_DOWN
	74 59
	71 59
	67 55
	63 52
	58 48
	56 45
	50 39
	48 36
	45 33
	43 30
	40 28
	38 24
	35 22
	33 19
	29 16
	25 12
	21 8
	18 7
	16 4
	13 3
	11 0
	15 1
	16 1
.PEN_UP
.PEN_DOWN
	24 73
	28 76
	32 78
	35 79
	38 79
	41 79
	44 79
	47 76
	47 73
	47 70
	46 67
	46 63
	45 59
	45 56
	49 55
	53 57
	56 58
	58 61
	61 65
	64 69
	65 72
	68 75
	70 79
	73 81
	74 84
	71 82
	69 79
	68 76
	66 73
	64 69
	62 66
	59 60
	58 57
	55 54
	55 51
	53 48
	51 45
	48 40
	47 36
	44 31
	41 25
	38 20
	36 15
	33 10
	32 6
	29 4
	26 1
	23 0
	20 0
	17 4
	17 8
	17 11
	17 15
	18 19
	20 22
	22 25
	25 28
	29 30
	33 32
	36 34
	39 36
	42 37
	45 37
	45 38
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
