


.DATE		08 ? 92
.STYLE		MIXED
.WRITER_ID	jhkim
	144 20
	141 20
	138 20
	137 15
.PEN_UP
.PEN_DOWN
	161 19
	161 15
	160 12
	160 9
	160 6
	163 4
	168 7
	169 10
	172 16
	174 19
	174 22
	172 18
	172 15
	172 11
	173 8
	175 5
	177 2
	180 1
	184 1
	188 3
	191 5
	194 9
	195 12
	196 15
	198 18
	198 25
	200 28
	200 31
	200 34
	200 37
	200 42
	200 45
	196 47
	196 44
	194 39
	194 34
	194 31
	194 28
	194 25
	194 21
	194 16
	195 13
	195 9
	196 6
	199 4
	203 2
.PEN_UP
.PEN_DOWN
	221 16
	218 19
	214 19
	211 16
	210 13
	207 8
	207 5
	210 3
	215 6
	218 10
	222 14
	223 17
	223 20
	224 23
	226 26
	227 30
	227 35
	227 40
	227 43
	229 47
	226 45
	225 41
	224 38
	223 33
	223 29
	223 26
	223 21
	223 17
	223 14
	223 11
	224 6
	226 3
	230 1
	233 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	88 21
	89 24
	91 27
	93 30
	96 32
	100 30
	100 27
	100 24
	100 19
	100 16
	100 13
	100 9
	100 4
	103 5
	107 11
	108 15
	109 18
	112 21
	112 25
	115 27
	117 24
	117 20
	117 16
	116 12
	116 9
	120 10
	122 13
	125 16
	128 19
	129 23
	130 26
	130 23
	130 19
	130 16
	130 13
	130 10
	134 7
	139 7
	142 6
.PEN_UP
.PEN_DOWN
	146 21
	146 17
	146 12
	146 9
	147 6
	147 3
	150 1
	154 0
	157 1
	160 3
	161 6
	161 9
	160 13
	157 13
	154 17
	150 18
	147 18
	147 16
.PEN_UP
.PEN_DOWN
	168 21
	169 16
	170 13
	172 10
	174 6
	175 3
	176 0
	175 4
	177 8
	178 11
	181 13
	185 17
	190 18
	194 15
	194 12
	196 9
	201 9
	204 10
	207 10
	211 13
	214 14
	214 17
	214 20
	212 23
	211 26
	207 28
	203 29
	199 29
	196 25
	196 20
	196 15
	196 10
	200 8
	204 5
	211 4
	215 4
	219 4
	224 4
.PEN_UP
.PEN_DOWN
	100 21
	103 25
	106 29
	109 32
	112 33
	115 35
	117 32
	117 29
	117 26
	116 22
	115 19
	115 16
	114 12
	113 9
	112 6
	111 3
	110 0
	111 3
	112 6
	115 9
	117 13
	119 16
	123 19
	125 24
	128 27
	131 30
	134 31
	134 28
	134 24
	134 19
	134 15
	133 12
	132 9
	132 6
	132 3
	135 1
	139 3
	142 5
	145 6
	147 10
	150 13
	154 18
	157 22
	157 25
	160 28
	159 24
	157 21
	155 15
	154 11
	154 7
	156 4
	158 1
	162 3
	164 6
	166 10
	168 14
	168 17
	169 20
	169 23
	169 28
	166 31
	163 30
	163 27
	165 24
	167 21
	171 20
	175 22
	178 23
	181 24
	186 27
	189 30
	192 32
	195 35
	199 41
	200 44
	202 47
	203 50
	205 53
	206 57
	206 60
	203 58
	202 55
	200 52
	198 48
	197 45
	196 42
	196 39
	195 35
	193 28
	192 24
	192 21
	192 17
	192 12
	192 9
	193 6
	193 2
	196 1
	199 1
	201 4
	201 7
	204 10
	206 13
	206 16
	207 20
	209 23
	212 24
	216 21
	220 21
	223 21
	226 22
	229 23
	230 26
	235 27
	237 30
	241 33
	243 36
	244 40
	245 44
	245 47
	245 51
	243 54
	239 55
	235 55
	232 53
	228 53
	226 50
	225 45
	224 42
	224 39
	224 33
	224 30
	224 21
	224 18
	224 15
	224 12
	225 9
	226 6
	230 4
	233 5
	236 5
	239 7
	241 10
	244 13
	245 16
	248 20
	250 23
	251 26
	251 30
	251 33
	250 36
	247 37
	244 36
	242 33
	241 30
	241 27
	241 23
	242 18
	243 14
	247 12
	250 10
	253 8
	256 8
	260 8
	263 8
	267 8
.PEN_UP
.PEN_DOWN
	89 47
	88 43
	87 40
	87 36
	87 32
	87 27
	90 23
	90 19
	91 16
	91 12
	94 11
	98 11
	102 11
.PEN_UP
.PEN_DOWN
	81 25
	86 25
	90 25
	93 25
	96 25
	99 25
.PEN_UP
.PEN_DOWN
	112 52
	112 49
	112 46
	112 43
	112 40
	112 37
	112 33
	112 29
	112 25
	112 22
	112 16
	112 12
	113 9
	114 6
	116 10
	118 13
	120 18
	121 21
	123 24
	126 24
	128 20
	128 16
	129 12
	128 6
	128 3
	129 1
.PEN_UP
.PEN_DOWN
	149 25
	149 29
	145 31
	142 28
	141 25
	139 22
	138 18
	136 13
	136 9
	136 6
	137 2
	141 2
	144 3
	147 6
	150 10
	153 13
	155 18
	157 22
	157 25
	157 22
	157 19
	157 15
	157 11
	158 8
	159 5
	162 5
	163 8
	166 11
	167 14
	172 21
	175 24
	177 21
	177 15
	175 11
	175 8
	175 4
	178 2
	180 5
	184 8
	188 11
	191 14
	194 19
	197 22
	196 17
	195 14
	195 11
	195 6
	195 3
	198 1
	202 0
	206 0
	211 0
.PEN_UP
.PEN_DOWN
	101 53
	100 50
	99 47
	98 44
	98 39
	98 36
	98 32
	98 29
	98 22
	99 19
	101 14
	101 11
	104 9
	107 6
	108 5
.PEN_UP
.PEN_DOWN
	95 21
	98 21
	101 21
	107 24
.PEN_UP
.PEN_DOWN
	122 47
	122 42
	122 38
	122 34
	123 31
	124 28
	124 24
	125 19
	125 16
	126 12
	126 9
	126 5
	126 1
	125 4
	126 8
	128 12
	129 15
	132 18
	133 21
	137 24
	139 21
	139 18
	139 15
	139 11
	139 8
	142 5
.PEN_UP
.PEN_DOWN
	161 25
	160 28
	158 31
	155 31
	153 28
	152 24
	152 19
	150 14
	150 11
	151 8
	154 8
	157 10
	159 14
	160 17
	162 21
	162 24
	162 27
	161 22
	161 18
	161 15
	161 12
	161 7
	162 3
	163 0
	167 0
	171 1
	175 5
	178 9
	180 12
	182 17
	184 20
	184 24
	185 27
	185 31
	186 35
	186 38
	186 46
	186 43
	185 40
	185 33
	183 29
	183 26
	183 22
	183 19
	184 15
	184 11
	185 7
	187 3
	192 0
.PEN_UP
.PEN_DOWN
	163 33
	166 34
	169 34
	175 34
	180 35
	183 36
	187 36
	192 36
	195 36
	198 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	97 52
	97 55
	97 58
	98 55
	98 52
	99 49
	100 46
	100 43
	102 39
	102 36
	103 31
	104 28
	104 23
	104 20
	104 16
	105 20
	108 23
	112 25
	117 25
	121 22
	121 19
	121 16
	121 13
	120 9
	117 7
	113 7
	110 8
	107 9
	103 11
	103 13
.PEN_UP
.PEN_DOWN
	129 22
	133 24
	137 24
	140 28
	143 29
	144 32
	142 35
	139 35
	136 35
	133 31
	130 27
	129 24
	129 20
	129 16
	129 13
	136 11
	139 11
	144 11
	147 11
	150 11
	153 11
.PEN_UP
.PEN_DOWN
	167 24
	160 26
	157 24
	154 21
	153 18
	153 12
	155 8
	159 7
	163 7
	169 8
	175 9
	178 9
	181 11
.PEN_UP
.PEN_DOWN
	187 22
	187 25
	186 28
	183 28
	179 24
	176 20
	175 16
	175 13
	177 10
	181 10
	184 11
	188 14
	190 17
	193 21
	194 24
	194 27
	193 23
	193 20
	193 16
	195 13
	196 10
	199 9
	201 9
.PEN_UP
.PEN_DOWN
	209 30
	209 27
	209 23
	209 19
	209 16
	209 13
	209 10
	209 7
	211 4
	214 3
	217 4
	220 5
	222 9
	226 13
	227 17
	227 20
	227 23
	227 19
	229 15
	229 12
	230 9
	233 9
	236 9
	239 12
	242 13
	245 16
	247 19
	249 22
	251 25
	253 22
	253 18
	254 14
	254 11
	253 8
	251 5
	248 5
	245 5
	247 2
	250 1
	254 0
.PEN_UP
.PEN_DOWN
	264 8
	267 8
	270 8
	273 8
	277 11
	280 13
	283 13
	286 16
	288 19
	288 22
	284 24
	281 24
	277 24
	273 24
	270 23
	269 18
	268 14
	269 10
	271 7
	274 5
	277 5
	280 5
	287 5
	292 5
	296 5
	299 5
.PEN_UP
.PEN_DOWN
	115 49
	113 46
	115 43
	115 40
	117 34
	118 30
	119 27
	120 23
	120 19
	121 16
	121 12
	121 9
	121 6
	124 10
	124 13
	127 15
	129 19
	131 23
	133 27
	136 27
	136 21
	136 18
	136 15
	136 10
	136 7
	139 3
	143 1
	146 1
	151 3
	154 5
	158 9
	160 12
	161 17
	162 21
	162 25
	161 28
	158 28
	154 23
	152 19
	151 15
	151 10
	151 7
	151 4
	154 2
	158 0
	163 0
	166 0
	169 0
	173 0
.PEN_UP
.PEN_DOWN
	122 62
	124 53
	124 50
	124 45
	124 40
	124 36
	124 32
	124 27
	125 22
	125 18
	125 15
	126 11
	126 8
	125 4
	126 5
.PEN_UP
.PEN_DOWN
	140 28
	135 29
	131 29
	127 27
	124 25
	126 21
	129 18
	133 17
	136 15
	140 13
	144 12
	149 10
	151 8
.PEN_UP
.PEN_DOWN
	161 27
	161 24
	161 21
	161 16
	162 12
	163 8
	166 11
	168 15
	170 19
	172 22
	176 23
	180 23
	180 19
	179 12
	179 9
	177 6
	177 3
	176 0
	180 0
	184 1
	187 4
	188 6
.PEN_UP
.PEN_DOWN
	191 22
	188 16
	188 13
	188 10
	189 7
	192 5
	195 6
	196 9
	196 12
	195 16
	194 19
	193 22
	193 25
	198 24
	201 24
	204 22
	207 21
	211 21
	213 18
	215 15
	215 12
	218 13
	220 17
	222 21
	225 24
	226 21
	226 17
	225 13
	225 10
	227 7
	230 5
	233 7
	235 10
	236 14
	238 17
	238 21
	238 24
	241 24
.PEN_UP
.PEN_DOWN
	260 29
	255 30
	251 28
	247 26
	246 23
	245 20
	249 17
	252 16
	255 16
	259 13
	263 12
	265 9
	262 7
	257 7
	254 6
.PEN_UP
.PEN_DOWN
	116 65
	117 69
	117 65
	115 60
	114 56
	114 49
	114 45
	114 42
	114 38
	114 33
	114 29
	114 25
	114 22
	114 19
	115 16
	116 13
	117 10
	119 9
.PEN_UP
.PEN_DOWN
	99 34
	102 35
	105 35
	108 36
	113 36
	118 36
	121 36
	124 36
	127 36
.PEN_UP
.PEN_DOWN
	136 58
	136 55
	135 52
	135 49
	135 44
	135 40
	135 36
	135 32
	135 28
	135 24
	135 20
	134 16
	134 12
	134 9
	135 13
	136 16
	136 19
	137 22
	138 25
	139 29
	144 33
	147 35
	150 33
	150 30
	151 26
	151 23
	150 17
	150 14
	149 9
	149 6
	149 3
	149 0
	154 0
.PEN_UP
.PEN_DOWN
	176 29
	172 31
	169 31
	165 29
	162 25
	162 21
	162 16
	162 13
	162 10
	163 7
	166 7
	169 8
	172 11
	172 14
	174 17
	174 20
	174 23
	173 27
	173 23
	172 19
	172 16
	172 11
	172 7
	173 4
	176 4
	179 5
	183 9
	186 13
	187 17
	191 20
	193 23
	194 27
	196 30
	197 35
	199 39
	199 42
	200 51
	197 46
	196 42
	196 37
	196 33
	195 29
	195 26
	195 23
	195 20
	195 15
	195 12
	196 8
	197 7
.PEN_UP
.PEN_DOWN
	178 35
	181 35
	184 36
	189 37
	195 38
	203 38
	209 38
.PEN_UP
.PEN_DOWN
	94 44
	94 41
	94 38
	94 33
	94 30
	95 26
	95 22
	95 18
	95 15
	95 11
	95 8
	95 5
	95 10
	99 13
	99 16
	100 20
	103 24
	106 28
	108 25
	107 21
	107 17
	107 14
	107 10
	109 7
	112 4
	115 2
	119 2
	124 3
	126 6
	129 9
	129 12
	129 16
	129 20
	126 21
	123 19
	121 15
	121 11
	121 7
	125 2
	128 2
	131 0
	135 0
	138 0
	142 0
.PEN_UP
.PEN_DOWN
	88 26
	85 26
	84 29
	83 32
	81 35
	78 35
	75 35
	73 31
	72 27
	68 23
	67 18
	67 13
	68 10
	72 10
	73 13
	77 15
	78 18
	84 24
	84 26
.PEN_UP
.PEN_DOWN
	90 51
	90 55
	89 50
	88 45
	88 39
	88 36
	87 28
	87 24
	87 21
	87 17
	88 13
	91 11
	94 13
	97 16
	100 19
	101 22
	104 26
	103 20
	103 16
	103 13
	105 10
	108 8
	111 8
.PEN_UP
.PEN_DOWN
	99 46
	102 45
	105 45
.PEN_UP
.PEN_DOWN
	115 18
	119 16
	123 16
	126 16
	130 18
	131 22
	133 25
	133 29
	131 32
	126 34
	122 32
	121 29
	121 25
	119 22
	119 19
	119 16
	119 12
	121 9
	124 8
	130 8
	135 8
.PEN_UP
.PEN_DOWN
	156 33
	153 33
	149 32
	146 30
	142 26
	142 22
	146 20
	149 18
	153 16
	157 16
	159 13
	159 10
	156 6
	152 4
	149 3
	146 1
	146 0
.PEN_UP
.PEN_DOWN
	99 18
	96 21
	93 21
	91 24
	88 24
	87 20
	87 13
	87 9
	87 6
	89 3
	92 1
	99 4
	102 7
	104 10
	106 14
	107 18
	107 21
	107 24
	106 21
	106 17
	108 14
	108 11
	109 7
	110 4
	113 3
	118 5
.PEN_UP
.PEN_DOWN
	126 23
	126 19
	126 14
	126 11
	126 6
	126 3
	129 6
	132 9
	133 12
	133 18
	137 19
	139 22
	142 24
	143 20
	142 17
	142 13
	142 9
	142 6
	145 4
	148 4
	152 4
	156 5
.PEN_UP
.PEN_DOWN
	165 13
	165 16
	164 19
	161 21
	157 19
	156 16
	153 13
	152 9
	151 6
	151 3
	151 0
	154 0
	158 1
	162 4
	163 7
	165 11
	166 16
	168 19
	169 23
	169 26
	169 32
	170 35
	170 38
	170 42
	170 45
	170 48
	167 47
	165 43
	164 40
	164 36
	164 32
	164 28
	164 22
	167 17
	171 14
	175 11
	179 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	112 50
	110 54
	107 56
	104 56
	100 55
	100 52
	98 49
	98 46
	98 43
	98 40
	98 37
	102 36
	106 38
	109 42
	111 45
	113 48
	113 51
	114 47
	115 43
	117 40
	120 39
	123 36
	126 36
.PEN_UP
.PEN_DOWN
	138 49
	139 53
	137 56
	134 58
	131 56
	127 54
	125 50
	122 48
	121 42
	121 39
	125 39
	128 42
	130 45
	132 48
	133 51
	135 55
	136 58
	138 63
	139 66
	140 72
	141 75
	143 79
	142 76
	142 73
	141 67
	141 64
	141 60
	141 55
	141 52
	141 49
	141 42
	141 38
	141 35
	142 33
.PEN_UP
.PEN_DOWN
	153 48
	153 45
	154 42
	156 39
	159 39
	160 42
	161 45
	163 49
	165 54
	165 58
	165 61
	168 60
.PEN_UP
.PEN_DOWN
	181 49
	178 51
	175 53
	172 52
	170 49
	170 45
	170 42
	170 39
	170 36
	174 36
	177 37
	181 39
	183 42
	184 45
	185 48
	186 51
	186 46
	187 42
	189 39
	192 38
	192 41
	193 45
	194 49
	196 52
	198 49
	198 45
	198 41
	198 38
	198 35
	202 38
	205 42
	208 45
	210 48
	213 48
	214 45
	214 42
	215 39
	218 39
	219 39
.PEN_UP
.PEN_DOWN
	213 59
	216 60
	220 59
	224 58
	227 57
	231 57
	235 57
	238 58
	242 58
	246 58
.PEN_UP
.PEN_DOWN
	231 69
	231 66
	231 62
	231 57
	231 52
	231 49
	231 46
	230 43
	230 40
	231 38
.PEN_UP
.PEN_DOWN
	249 57
	245 57
	244 53
	242 50
	241 47
	244 45
	248 48
	250 48
.PEN_UP
.PEN_DOWN
	250 50
	250 47
	251 44
	252 41
	256 39
	258 39
.PEN_UP
.PEN_DOWN
	275 44
	275 47
	275 50
	274 53
	273 56
	270 59
	267 58
	265 54
	261 51
	261 48
	259 45
	259 41
	262 39
	266 39
	269 41
	274 44
	277 47
	279 51
	281 54
	279 50
	279 45
	279 42
	279 37
	279 29
	278 25
	277 21
	277 17
	276 13
	276 10
	276 7
	276 3
	273 0
	270 0
	268 3
	267 7
	268 12
	268 16
	272 19
	278 21
	281 22
	285 24
	289 26
	292 27
	296 29
	301 31
	304 34
	308 37
	311 41
	311 44
	311 49
	309 52
	309 56
	305 58
	301 56
	300 51
	298 48
	298 43
	298 40
	298 37
	299 33
	302 29
	305 28
	308 26
	311 26
	316 26
.PEN_UP
.PEN_DOWN
	84 20
	86 17
	87 14
	88 11
	91 13
	94 15
	96 18
	97 22
	99 19
	99 15
	102 13
	105 13
	109 13
	111 16
	113 19
	114 22
	114 25
	113 28
	111 29
.PEN_UP
.PEN_DOWN
	126 41
	126 37
	126 34
	126 29
	127 23
	127 20
	127 14
	127 9
	130 9
	132 12
	135 14
	135 17
	137 20
	139 16
	140 13
	144 11
	146 14
	148 17
	151 19
	154 22
	154 19
	154 15
	154 12
	156 9
	158 6
	159 6
.PEN_UP
.PEN_DOWN
	154 33
	157 35
	160 35
	162 35
.PEN_UP
.PEN_DOWN
	179 19
	175 18
	174 15
	173 12
	173 9
	175 6
	178 4
	181 4
	185 5
	189 5
	191 5
.PEN_UP
.PEN_DOWN
	198 43
	198 39
	198 35
	197 30
	196 22
	196 19
	196 16
	196 13
	196 9
	196 6
	196 3
	197 0
	198 3
	201 9
	201 12
	204 14
	206 18
	209 19
	212 19
	213 15
	213 12
	213 8
	213 5
	216 2
	219 2
	224 2
.PEN_UP
.PEN_DOWN
	114 54
	114 50
	113 46
	113 43
	113 40
	112 37
	112 34
	112 31
	111 28
	111 25
	111 22
	111 18
	111 12
	114 10
	117 8
	120 8
	124 8
	128 13
	132 17
	135 22
	136 25
	137 29
	139 32
	139 35
	139 39
	139 42
	141 47
	142 51
	142 55
	140 52
	138 48
	138 43
	136 38
	135 33
	135 27
	135 23
	134 20
	134 17
	134 14
	135 10
	135 6
	136 2
	138 5
	138 8
	141 12
	144 15
	147 18
	148 21
	150 24
	153 27
	155 22
	155 19
	154 16
	153 12
	153 8
	153 5
	154 2
	157 0
	160 0
	162 3
	165 8
	166 11
	168 14
	168 18
	169 22
	169 25
	168 28
	165 27
	164 23
	163 19
	163 16
	163 12
	163 8
	166 5
	170 4
	173 4
	176 4
	179 5
	182 7
	185 8
	186 9
.PEN_UP
.PEN_DOWN
	101 38
	105 38
	108 38
	111 37
	114 37
	122 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	91 25
	90 22
	89 18
	89 14
	89 11
	89 8
	91 5
	94 4
	98 7
	101 9
	102 13
	102 17
	101 21
	100 24
	96 27
	95 24
.PEN_UP
.PEN_DOWN
	118 28
	118 24
	119 19
	121 16
	123 12
	123 9
	126 6
	131 13
	132 16
	133 21
	133 24
	133 28
	133 31
	133 34
.PEN_UP
.PEN_DOWN
	144 12
	147 13
	150 16
	153 17
	154 20
	155 24
	155 27
	152 27
	149 26
	148 23
	146 18
	146 15
	146 11
	146 7
	147 4
	150 3
	152 0
	157 0
	160 1
	162 4
	165 8
	166 11
	167 16
	167 19
	170 22
	171 25
	174 26
	177 26
	179 22
	180 18
	180 15
	179 12
	178 9
	178 6
	178 3
	181 2
	184 1
	187 1
	190 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	77 21
	76 17
	76 13
	77 9
	79 6
	83 4
	85 7
	88 10
	90 14
	91 19
	93 22
	93 19
	93 16
	94 12
	95 9
	96 6
	99 4
.PEN_UP
.PEN_DOWN
	107 22
	108 18
	108 12
	109 9
	109 5
	112 7
	114 10
	115 14
	117 18
	119 22
	121 18
	122 14
	122 10
	122 7
	125 4
	129 4
	133 6
	133 10
	134 13
	138 15
	138 19
	140 16
	139 12
	139 9
	139 6
	141 3
	144 2
.PEN_UP
.PEN_DOWN
	135 32
	135 35
	139 37
	142 37
	146 37
.PEN_UP
.PEN_DOWN
	148 16
	150 13
	150 9
	152 6
	153 3
	157 2
	160 5
	161 9
	163 12
	163 15
	164 18
	165 21
	166 25
	169 26
.PEN_UP
.PEN_DOWN
	166 16
	166 13
	169 11
	173 11
	177 12
	180 14
	184 16
	188 17
	190 20
	190 23
	186 25
	183 26
	180 25
	177 21
	176 15
	176 12
	176 9
	176 6
	179 4
	183 4
	187 4
	192 5
	194 8
	198 8
	199 8
.PEN_UP
.PEN_DOWN
	206 19
	207 15
	208 11
	208 8
	208 5
	208 2
	207 5
	208 9
	209 13
	210 17
	211 20
	214 22
	217 24
	220 24
	223 24
	224 21
	227 21
.PEN_UP
.PEN_DOWN
	236 20
	233 20
	230 19
	227 18
	225 15
	225 12
	227 9
	230 8
	233 7
	236 7
	242 6
	238 3
	235 2
	231 1
.PEN_UP
.PEN_DOWN
	249 9
	252 9
	256 9
	259 9
	263 11
	266 13
	267 16
	267 19
	264 22
	261 22
	257 21
	254 18
	254 15
	254 11
	254 8
	257 4
	260 3
	264 2
	267 0
	270 0
	275 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	92 61
	92 56
	93 53
	93 49
	94 46
	95 43
	97 48
	99 52
	101 56
	103 59
	106 61
	109 58
	109 55
	109 52
	111 49
	111 46
	111 43
	115 41
.PEN_UP
.PEN_DOWN
	122 55
	122 51
	122 47
	123 44
	125 41
	128 41
	132 42
	134 46
	134 49
	133 52
	130 54
	127 54
	125 51
.PEN_UP
.PEN_DOWN
	147 45
	150 45
	156 46
	159 48
	163 50
	169 51
.PEN_UP
.PEN_DOWN
	156 61
	156 58
	156 53
	156 48
	157 44
	159 41
	162 38
	165 38
.PEN_UP
.PEN_DOWN
	174 66
	174 61
	174 57
	174 54
	174 50
	174 45
	175 42
	175 38
	175 35
	178 33
	180 36
	182 40
	184 43
	186 46
	187 50
	189 46
	189 42
	190 39
	192 36
	195 36
	198 38
	201 41
	204 45
	206 48
	208 51
	209 55
	209 58
	207 55
	207 52
	208 49
	208 46
	208 42
	210 39
	211 36
	211 35
.PEN_UP
.PEN_DOWN
	203 74
	206 74
	209 73
	214 73
.PEN_UP
.PEN_DOWN
	220 56
	220 53
	220 47
	222 42
	223 38
	226 38
	228 41
	229 44
	231 47
	232 50
	236 50
	236 47
	236 43
	236 39
	236 36
	238 33
	242 33
	246 34
	249 36
	250 39
	252 42
	252 45
	251 48
	251 52
	249 55
	246 57
	245 52
	245 49
	245 45
	247 42
	249 39
	251 36
	253 32
	254 28
	255 25
	255 19
	255 15
	254 10
	252 7
	251 4
	250 1
	247 0
	244 3
	244 6
	244 10
	244 15
	246 19
	250 23
	254 23
	257 23
	260 23
	264 23
	268 23
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	85 44
	84 40
	84 35
	84 32
	85 29
	86 24
	86 21
	86 18
	87 14
	87 10
	88 7
	90 6
.PEN_UP
.PEN_DOWN
	75 24
	78 25
	81 25
	85 25
	89 26
	92 26
	96 26
	102 26
.PEN_UP
.PEN_DOWN
	110 44
	110 40
	110 35
	110 32
	110 29
	110 25
	110 22
	110 18
	110 14
	110 10
	111 6
	112 2
	115 2
	118 3
	120 7
	123 12
	124 16
	127 19
	128 22
	129 18
	129 14
	129 10
	129 6
	132 4
	135 4
	138 6
	142 10
	145 13
	149 17
	150 20
	150 23
	148 19
	148 16
	149 13
	150 10
	152 7
	153 5
.PEN_UP
.PEN_DOWN
	136 31
	139 33
	142 34
	145 34
	148 35
	152 35
	155 35
.PEN_UP
.PEN_DOWN
	172 23
	169 23
	166 23
	163 23
	159 21
	157 18
	159 15
	162 13
	165 12
	169 11
	173 11
	176 10
	178 7
	175 3
	172 2
	169 2
	165 0
.PEN_UP
.PEN_DOWN
	108 18
	106 21
	105 24
	105 27
	103 30
	100 29
	98 25
	95 23
	93 18
	92 14
	92 9
	92 5
	96 2
	99 2
	103 4
	105 8
	108 10
	109 14
	110 17
	110 20
	109 23
	109 20
	109 16
	109 13
	111 8
	113 5
	116 3
	120 3
	125 4
	128 8
	132 13
	133 16
	136 19
	139 21
	142 25
	143 29
	144 32
	146 38
	146 41
	146 46
	145 49
	144 52
	141 53
	136 50
	135 46
	133 43
	132 40
	131 35
	130 31
	130 28
	130 25
	130 21
	130 12
	130 9
	133 5
	135 1
	139 0
	142 0
	146 3
	150 7
	153 12
	155 17
	158 21
	158 25
	159 28
	160 31
	160 38
	160 41
	159 45
	155 45
	151 38
	151 35
	150 29
	150 25
	150 22
	150 18
	151 13
	151 10
	153 7
	156 4
	159 4
.PEN_UP
.PEN_DOWN
	87 21
	84 21
	84 18
	81 16
	80 13
	80 8
	80 5
	80 2
	83 0
	86 0
	90 0
	95 4
	96 8
	99 9
	99 13
	99 16
	98 19
	94 20
	91 20
	89 17
	92 16
	94 15
.PEN_UP
.PEN_DOWN
	108 22
	107 19
	107 16
	107 13
	107 10
	107 6
	108 2
	111 1
	114 3
	117 5
	119 8
	120 11
	122 14
	123 17
	124 20
	124 17
	124 12
	124 8
	125 5
	128 4
	130 4
.PEN_UP
.PEN_DOWN
	135 20
	135 23
	135 19
	135 15
	134 10
	134 7
	135 1
	136 4
	138 9
	141 13
	144 17
	147 18
	151 18
	154 15
.PEN_UP
.PEN_DOWN
	102 48
	99 50
	96 51
	92 48
	90 45
	88 41
	88 38
	93 37
	96 38
	100 40
	102 43
	105 45
	107 49
	109 52
	112 55
	114 58
	116 64
	117 67
	117 70
	117 74
	117 77
	114 75
	114 72
	113 67
	113 62
	113 59
	113 55
	113 52
	113 49
	113 46
	114 41
	114 38
	117 35
	120 35
.PEN_UP
.PEN_DOWN
	129 53
	127 49
	126 45
	126 42
	126 39
	129 37
	132 36
.PEN_UP
.PEN_DOWN
	125 59
	125 62
	128 64
	132 61
.PEN_UP
.PEN_DOWN
	149 47
	147 50
	144 51
	141 50
	140 47
	138 44
	137 40
	141 38
	145 40
	149 44
	151 47
	151 50
	150 53
	148 50
	148 44
	149 39
	150 36
	150 32
	151 26
	151 23
	151 19
	151 16
	151 13
	151 8
	150 4
	148 1
	144 1
	144 5
	142 9
	142 13
	144 16
	144 19
	146 22
	149 26
	153 29
	158 32
	161 34
	166 36
	168 39
	169 44
	169 47
	169 50
	169 53
	168 56
	168 53
	166 50
	166 46
	166 42
	167 39
	167 36
	167 33
	168 30
	171 30
	173 33
	176 37
	177 40
	180 43
	181 46
	184 44
	184 40
	185 37
	187 34
	192 33
.PEN_UP
.PEN_DOWN
	195 50
	194 47
	194 44
	193 41
	193 37
	194 30
.PEN_UP
.PEN_DOWN
	195 75
	195 78
	198 76
	203 74
.PEN_UP
.PEN_DOWN
	208 52
	211 54
	214 53
	217 52
	220 52
	223 52
	226 52
	229 52
	234 52
.PEN_UP
.PEN_DOWN
	222 64
	220 61
	218 58
	217 53
	216 49
	215 46
	214 41
	214 38
	214 35
	217 32
	220 31
	223 31
	226 32
	229 32
	232 33
	235 36
.PEN_UP
.PEN_DOWN
	241 59
	241 56
	241 53
	242 50
	242 47
	243 44
	247 44
	251 46
	254 48
	256 51
	257 54
