.WRITER_ID	ghr
1041 2377
1041 2385
1050 2389
1054 2398
1062 2402
1071 2410
1075 2410
1075 2423
1083 2423
1083 2431
1087 2436
1087 2444
1087 2448
1087 2457
1083 2457
1075 2457
1071 2448
1062 2448
1054 2444
1050 2444
1050 2436
1041 2436
1041 2431
1037 2423
1029 2415
1029 2410
1024 2402
1024 2398
1024 2389
1029 2389
1037 2389
1041 2389
1050 2389
1054 2389
1062 2389
1071 2398
1075 2398
1083 2402
1087 2402
1096 2410
1100 2410
1108 2410
1108 2415
1117 2415
1121 2423
1129 2423
1134 2423
1134 2431
1142 2431
1146 2431
1155 2431
1155 2423
1155 2415
1146 2415
1146 2410
1146 2402
1142 2402
1142 2398
1142 2389
1134 2389
1134 2385
1129 2385
1129 2377
1129 2368
1121 2368
1121 2364
1117 2364
1108 2364
1117 2364
1117 2368
1121 2368
1129 2377
1134 2385
1142 2385
1142 2389
1146 2389
1155 2398
1159 2398
1167 2402
1176 2402
1176 2410
1180 2410
1188 2415
1192 2415
1192 2423
1201 2423
1205 2423
1205 2415
1213 2415
1213 2410
1205 2410
1205 2402
1205 2398
1205 2389
1205 2385
1205 2377
1205 2368
1213 2368
1222 2368
1222 2364
1226 2364
1234 2364
1239 2364
1247 2368
1251 2368
1260 2368
1268 2368
1281 2377
1285 2377
1293 2385
1297 2385
1306 2389
1310 2389
1310 2398
1318 2402
1327 2402
1327 2410
1327 2415
1327 2423
1327 2431
1318 2431
.PEN_UP
.PEN_DOWN
903 2461
911 2461
919 2469
924 2469
932 2469
936 2469
945 2469
949 2469
957 2469
966 2469
970 2473
978 2469
978 2473
982 2473
991 2473
991 2482
.PEN_UP
.PEN_DOWN
1029 2520
1037 2520
.PEN_UP
.PEN_DOWN
840 2490
840 2507
840 2503
844 2503
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2364 2037
2364 2028
2368 2028
2377 2028
2385 2028
2389 2037
2398 2037
2402 2037
2410 2041
2423 2041
2431 2049
2436 2049
2444 2053
2457 2062
2461 2066
2469 2066
2473 2074
2482 2083
2482 2087
2482 2095
2482 2100
2473 2108
2469 2112
2469 2108
2461 2108
2461 2100
2457 2100
2457 2095
2448 2095
2448 2087
2444 2083
2436 2074
2436 2066
2431 2062
2423 2049
2415 2041
2410 2028
2402 2016
2398 2007
2389 1995
2385 1982
2377 1969
2368 1957
2364 1944
2356 1932
2352 1915
2343 1902
2343 1898
2339 1885
2339 1877
2339 1873
2331 1864
2331 1856
2339 1852
2343 1852
2352 1852
2356 1856
2364 1864
2368 1873
2377 1877
2385 1885
2385 1890
2389 1898
2389 1902
2398 1911
2402 1923
2402 1932
2402 1944
2402 1948
2402 1957
2398 1961
2398 1969
2389 1978
2389 1982
2385 1990
2377 1995
2368 2003
2364 2007
2356 2007
2352 2007
2343 2016
2339 2016
2331 2016
2322 2016
2318 2016
2310 2016
2305 2016
2305 2007
2310 2007
2318 2007
2322 2007
2331 2007
2339 2007
2343 2007
2352 2007
2364 2007
2377 2016
2385 2016
2389 2016
2402 2024
2415 2024
2431 2024
2436 2024
2448 2024
2457 2024
2461 2028
2469 2028
2473 2028
2482 2028
2490 2028
2490 2037
2490 2028
2490 2037
2490 2028
2494 2024
.PEN_UP
.PEN_DOWN
2549 2016
2549 2007
2549 2016
2553 2016
2553 2024
2553 2028
2553 2037
2562 2041
2562 2049
2562 2053
2566 2062
2566 2066
2562 2066
2562 2074
2562 2083
2553 2083
2549 2083
2541 2083
2536 2083
2536 2074
2528 2074
2520 2074
2520 2066
2515 2066
2507 2066
2507 2062
2503 2062
2494 2053
2494 2049
2490 2041
2482 2037
2482 2028
2473 2024
2473 2016
2473 2007
2469 2007
2469 2003
2473 1995
2482 1995
2490 1995
2494 1995
2503 2003
2507 2007
2515 2016
2520 2016
2528 2024
2536 2028
2541 2037
2549 2041
2553 2049
2562 2049
2562 2053
2566 2062
2574 2062
2574 2066
2583 2074
2574 2074
2566 2074
2566 2066
2562 2066
2553 2062
2549 2053
2549 2049
2541 2041
2541 2037
2536 2028
2536 2024
2536 2016
2528 2007
2528 2003
2528 1995
2528 1990
2528 1982
2528 1978
2536 1978
2536 1969
2541 1969
2549 1969
2553 1969
2562 1969
2566 1978
2574 1978
2587 1982
2595 1990
2608 1995
2612 2007
2625 2016
2633 2024
2646 2037
2654 2041
2667 2053
2671 2062
2679 2074
2692 2083
2700 2095
2704 2100
2713 2108
2713 2112
2713 2121
2717 2129
2717 2133
2717 2142
2717 2146
2713 2142
2704 2142
2704 2133
2700 2129
2692 2121
2688 2112
2679 2108
2671 2100
2667 2095
2654 2083
2654 2074
2646 2074
2641 2066
2641 2062
2633 2053
2625 2049
2625 2041
2620 2037
2620 2028
2612 2024
2612 2016
2612 2007
2612 2003
2612 1995
2620 1990
2620 1982
2625 1982
2633 1982
2641 1990
2646 1990
2654 1990
2658 1995
2667 1995
2671 2003
2688 2007
2692 2016
2700 2024
2713 2028
2713 2037
2725 2041
2734 2049
2738 2053
2746 2062
2746 2066
2751 2074
2759 2083
2759 2087
2759 2095
2751 2095
2746 2095
2746 2087
2738 2087
2734 2083
2734 2074
2734 2066
2734 2062
2734 2053
2738 2049
2738 2041
2746 2037
2751 2028
2751 2024
2759 2016
2759 2007
2763 2003
2763 1995
2759 1990
2751 1982
2746 1982
2738 1990
2734 1990
2725 1990
2717 1990
2713 1990
2713 1995
2713 2003
2717 2007
2725 2007
2734 2007
2738 2007
2746 2007
2751 2007
2763 2007
2772 2016
2776 2016
2793 2024
2797 2024
2805 2024
2818 2028
2822 2037
2830 2037
2839 2041
2843 2049
2851 2049
2856 2053
2856 2062
2864 2062
2864 2066
2868 2066
2868 2074
2868 2083
2864 2083
2856 2083
2851 2074
2843 2074
2839 2066
2830 2066
2830 2062
2822 2062
2818 2053
2818 2049
2809 2041
2809 2037
2809 2028
2805 2024
2805 2016
2805 2007
2809 2003
2818 1995
2822 1990
2830 1982
2839 1982
2843 1982
2851 1982
2856 1982
2864 1982
2868 1990
2877 1990
2885 1990
2889 1990
2889 1995
2898 1995
2902 1995
2902 2003
2910 2003
.PEN_UP

.PEN_DOWN
180 1629
176 1633
180 1633
189 1633
193 1633
201 1633
201 1642
210 1642
214 1646
222 1646
235 1646
239 1654
247 1659
256 1659
256 1667
260 1675
268 1680
273 1688
281 1688
281 1692
285 1692
285 1701
294 1705
294 1713
294 1722
294 1726
285 1726
285 1722
285 1713
281 1713
273 1705
268 1701
268 1692
260 1688
256 1688
256 1680
247 1667
239 1659
235 1646
226 1642
214 1629
210 1612
201 1600
193 1587
189 1575
180 1570
176 1554
176 1541
168 1528
163 1524
163 1507
155 1503
155 1495
147 1482
147 1478
147 1470
155 1470
163 1470
168 1470
176 1470
180 1478
189 1482
189 1491
193 1495
201 1503
210 1507
214 1524
214 1528
222 1537
222 1541
222 1549
222 1554
222 1570
214 1575
210 1583
201 1587
193 1596
189 1600
180 1600
176 1608
168 1608
168 1612
163 1612
168 1612
176 1612
180 1612
189 1612
193 1612
210 1612
214 1612
222 1612
235 1612
239 1621
247 1621
256 1629
268 1629
273 1629
281 1629
285 1629
294 1629
298 1633
306 1633
315 1642
306 1646
315 1646
306 1646
315 1654
315 1659
315 1654
306 1654
306 1646
298 1646
298 1642
298 1633
294 1629
294 1621
285 1612
285 1608
285 1600
294 1600
294 1596
294 1587
298 1587
306 1583
315 1583
319 1583
327 1583
331 1587
340 1587
344 1596
361 1596
365 1600
373 1608
386 1612
390 1621
399 1629
407 1633
411 1642
420 1646
424 1646
432 1654
436 1659
445 1667
445 1675
449 1680
449 1688
445 1680
445 1675
436 1675
436 1667
432 1659
424 1654
424 1646
420 1633
411 1629
407 1621
399 1608
390 1596
386 1587
378 1575
373 1562
361 1549
352 1537
344 1524
340 1516
331 1503
327 1491
319 1482
319 1470
319 1461
315 1461
315 1457
319 1449
327 1449
331 1457
340 1457
344 1461
352 1461
361 1470
365 1478
373 1482
378 1491
386 1495
390 1507
399 1516
399 1524
399 1528
407 1537
399 1541
399 1549
399 1554
390 1554
390 1562
386 1570
386 1575
378 1575
373 1575
365 1583
361 1587
352 1587
344 1596
340 1596
331 1596
340 1596
344 1596
352 1596
361 1596
365 1596
378 1596
386 1596
390 1596
399 1596
411 1600
420 1600
432 1600
436 1600
445 1600
449 1608
466 1608
470 1608
478 1612
483 1612
491 1612
483 1612
478 1621
470 1621
.PEN_UP
.PEN_DOWN
504 1608
495 1608
495 1612
504 1612
504 1621
512 1629
516 1633
516 1642
525 1646
529 1654
537 1654
541 1659
541 1667
550 1680
558 1688
562 1688
571 1692
571 1701
575 1705
575 1713
583 1722
583 1726
583 1734
588 1734
588 1738
588 1734
583 1734
583 1726
575 1726
575 1722
575 1713
571 1713
571 1705
562 1705
562 1701
558 1692
550 1692
550 1688
541 1680
537 1675
529 1675
525 1667
525 1659
516 1654
512 1646
512 1642
504 1633
495 1629
495 1621
491 1612
483 1608
483 1600
483 1596
483 1587
491 1587
495 1583
504 1583
512 1583
516 1587
525 1587
529 1587
537 1596
541 1596
550 1600
558 1600
562 1608
571 1612
575 1612
583 1621
583 1629
588 1629
596 1633
596 1642
596 1646
588 1646
583 1646
575 1646
575 1642
571 1642
571 1633
562 1633
558 1629
558 1621
550 1621
550 1612
541 1608
541 1600
541 1596
550 1587
558 1587
562 1587
571 1583
575 1583
583 1583
583 1587
596 1587
600 1587
609 1596
617 1596
621 1596
630 1600
634 1600
642 1608
646 1608
655 1612
655 1621
663 1621
663 1629
667 1629
667 1633
676 1633
676 1642
667 1642
667 1646
663 1646
663 1642
655 1642
646 1642
642 1633
642 1629
634 1629
630 1621
621 1621
621 1612
617 1608
609 1600
609 1596
609 1587
609 1583
617 1575
621 1575
630 1575
634 1575
642 1583
646 1583
655 1587
663 1587
667 1596
676 1600
680 1600
688 1600
693 1608
701 1612
709 1612
709 1621
714 1621
722 1621
722 1629
726 1629
735 1621
739 1621
739 1612
739 1608
739 1600
739 1596
735 1596
735 1587
726 1583
726 1575
722 1575
722 1570
722 1575
726 1575
726 1583
735 1583
735 1587
739 1587
747 1596
751 1596
760 1600
768 1608
772 1608
781 1612
785 1612
793 1621
798 1621
806 1621
814 1621
819 1621
827 1621
827 1612
827 1608
827 1600
827 1596
827 1587
831 1587
831 1583
831 1575
840 1575
844 1575
852 1575
852 1570
861 1575
865 1575
873 1575
877 1575
877 1583
886 1583
890 1587
898 1587
898 1596
903 1600
903 1608
911 1608
911 1612
911 1621
919 1621
911 1629
911 1633
903 1642
.PEN_UP
.PEN_DOWN
529 1675
537 1675
541 1675
550 1675
558 1675
562 1675
571 1675
575 1675
583 1675
588 1675
596 1675
596 1680
.PEN_UP
.PEN_DOWN
331 1675
327 1680
327 1688
327 1680
327 1688
327 1680
331 1680
340 1680
344 1688
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2226 1247
2213 1247
2217 1247
2226 1247
2234 1251
2238 1251
2247 1251
2251 1260
2259 1260
2263 1260
2272 1268
2280 1268
2293 1272
2297 1272
2305 1281
2310 1285
2318 1285
2322 1293
2331 1297
2339 1297
2339 1306
2343 1306
2352 1310
2356 1318
2356 1327
2364 1331
2364 1339
2364 1344
2364 1352
2364 1344
2356 1339
2352 1331
2352 1327
2343 1318
2339 1310
2331 1306
2322 1297
2322 1285
2310 1272
2305 1260
2297 1247
2284 1239
2280 1222
2263 1205
2259 1192
2247 1180
2238 1159
2226 1146
2217 1134
2213 1121
2205 1108
2200 1096
2192 1087
2192 1075
2188 1071
2188 1062
2188 1054
2188 1050
2188 1041
2192 1041
2192 1050
2200 1050
2205 1054
2213 1054
2226 1062
2234 1071
2238 1083
2247 1087
2251 1096
2259 1108
2259 1117
2263 1129
2272 1142
2272 1146
2272 1159
2272 1167
2272 1180
2263 1188
2263 1192
2259 1201
2251 1213
2247 1222
2238 1226
2234 1234
2226 1234
2217 1239
2205 1247
2200 1247
2192 1247
2188 1247
2188 1251
2179 1251
2171 1251
2179 1251
2188 1251
2192 1251
2205 1251
2217 1251
2226 1251
2238 1251
2251 1251
2263 1251
2280 1251
2293 1251
2305 1251
2318 1251
2331 1260
2343 1260
2356 1260
2368 1260
2377 1268
2389 1268
2398 1268
2402 1272
2410 1272
2415 1272
2423 1281
2431 1281
2431 1285
2431 1293
2423 1293
2415 1285
2410 1285
2410 1281
2402 1281
2402 1272
2398 1272
2398 1268
2389 1268
2389 1260
2385 1251
2385 1247
2377 1247
2377 1239
2377 1234
2368 1234
2368 1226
2368 1222
2377 1213
2385 1213
2389 1213
2389 1222
2398 1222
2402 1222
2410 1222
2415 1226
2423 1226
2431 1234
2436 1239
2444 1239
2448 1247
2457 1247
2461 1251
2469 1251
2473 1260
2482 1268
2490 1268
2494 1268
2503 1272
2507 1272
2507 1281
2515 1281
2515 1272
2520 1268
2520 1260
2515 1260
2515 1251
2515 1247
2507 1247
2507 1239
2507 1234
2503 1234
2503 1226
2494 1226
2494 1222
2490 1222
2490 1213
2482 1213
2490 1213
2494 1222
2503 1222
2507 1226
2515 1234
2520 1234
2528 1239
2536 1239
2536 1247
2549 1247
2553 1251
2562 1260
2566 1260
2574 1260
2583 1268
2587 1268
2595 1268
2595 1260
2595 1251
2587 1247
2587 1239
2587 1234
2587 1226
2587 1222
2587 1213
2595 1213
2599 1205
2608 1205
2612 1213
2620 1213
2625 1213
2633 1213
2641 1222
2646 1226
2654 1234
2658 1239
2667 1247
2671 1251
2671 1247
2679 1247
.PEN_UP
.PEN_DOWN
2700 1226
2746 1239
2751 1239
2759 1247
2763 1251
2772 1251
2772 1260
2776 1268
2776 1272
2776 1281
2776 1285
2772 1293
2763 1293
2759 1293
2751 1293
2746 1293
2738 1293
2734 1293
2725 1293
2717 1285
2713 1285
2704 1281
2700 1281
2692 1272
2688 1272
2679 1268
2671 1260
2667 1251
2658 1251
2658 1247
2654 1247
2654 1239
2646 1234
2646 1226
2646 1222
2654 1222
2658 1222
2667 1222
2671 1222
2679 1226
2688 1226
2692 1234
2704 1234
2713 1239
2717 1247
2725 1251
2734 1260
2746 1268
2751 1272
2759 1281
2772 1285
2776 1293
2776 1306
2784 1310
2793 1318
2797 1327
2805 1331
2805 1339
2809 1339
2809 1344
2809 1352
2818 1352
2818 1356
2809 1352
2805 1344
2797 1339
2797 1331
2793 1327
2784 1318
2776 1310
2776 1306
2772 1297
2772 1293
2763 1281
2759 1272
2759 1268
2751 1260
2751 1251
2746 1247
2746 1239
2746 1234
2746 1226
2746 1222
2751 1222
2751 1213
2759 1213
2763 1205
2772 1205
2776 1205
2776 1201
2784 1205
2793 1205
2797 1205
2805 1205
2809 1205
2818 1213
2822 1213
2830 1213
2830 1222
2839 1222
2839 1226
2839 1234
2839 1239
2830 1239
2822 1247
.PEN_UP
.PEN_DOWN
2448 1352
2448 1365
2457 1365
.PEN_UP

.PEN_DOWN
201 861
193 861
201 861
210 861
214 861
222 861
226 861
235 865
239 865
256 873
260 873
268 873
273 877
281 877
294 886
298 890
306 890
315 898
319 903
327 911
331 919
331 924
340 924
340 932
340 936
340 945
340 949
340 957
340 949
331 945
327 936
327 932
319 932
319 924
319 919
315 911
306 903
298 898
294 890
285 877
281 873
273 861
268 844
260 831
247 819
239 806
235 793
222 772
214 760
210 747
201 735
193 722
189 714
189 701
180 693
180 688
180 676
180 667
180 663
189 655
193 663
201 663
210 667
214 667
222 676
226 680
235 693
239 701
247 709
247 722
256 726
256 739
256 747
256 760
256 768
256 781
247 785
247 798
239 806
235 814
222 814
214 819
210 827
201 831
193 831
189 840
180 840
176 844
168 844
163 844
168 844
176 844
180 844
189 844
193 844
210 844
214 844
226 844
239 844
256 844
260 852
273 852
285 852
298 852
315 861
319 861
331 861
340 865
344 865
352 865
361 873
365 873
373 873
378 873
378 877
386 877
386 886
386 890
378 890
378 886
373 886
373 877
365 877
365 873
361 873
361 865
352 865
344 861
344 852
340 844
340 840
340 831
344 827
352 827
361 831
365 831
373 831
378 831
386 840
390 840
399 844
407 852
411 852
420 861
424 865
432 865
436 873
445 873
449 877
449 886
457 886
466 890
470 890
470 898
478 898
478 890
478 886
470 877
470 873
466 873
466 865
466 861
457 861
457 852
457 844
449 844
449 840
449 831
449 827
449 819
449 814
457 819
466 819
470 819
470 827
478 827
483 831
491 831
495 840
504 844
512 852
516 861
525 861
529 865
529 873
537 877
541 877
550 886
550 890
558 890
558 898
562 898
558 898
558 890
550 890
550 886
550 877
541 877
541 873
541 865
537 865
537 861
537 852
537 844
537 840
537 831
541 827
550 827
558 827
562 831
571 831
575 831
583 840
588 840
596 844
609 844
617 852
621 861
630 861
634 865
642 873
642 877
646 877
655 886
655 890
655 898
646 898
642 898
634 898
630 898
630 890
621 890
617 886
609 877
600 873
596 865
596 861
588 852
588 844
588 840
588 831
588 827
596 819
600 814
609 814
617 814
621 806
630 806
634 806
642 806
646 806
655 806
663 806
667 806
676 814
680 814
688 814
693 814
701 819
709 827
709 831
709 840
709 844
701 844
701 852
.PEN_UP
.PEN_DOWN
424 966
432 966
436 966
436 970
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2469 2410
2461 2415
2461 2410
2469 2410
2473 2410
2482 2410
2490 2410
2494 2410
2503 2410
2507 2415
2515 2415
2520 2423
2528 2423
2541 2431
2549 2436
2553 2444
2562 2444
2574 2448
2583 2457
2587 2461
2595 2469
2599 2473
2599 2482
2608 2490
2608 2494
2612 2494
2612 2503
2612 2507
2612 2503
2612 2494
2608 2494
2599 2494
2599 2490
2599 2482
2595 2473
2587 2469
2583 2457
2574 2448
2566 2444
2562 2436
2553 2423
2549 2415
2541 2402
2536 2389
2520 2377
2515 2364
2507 2352
2503 2339
2490 2322
2482 2310
2473 2305
2469 2293
2461 2280
2457 2272
2457 2263
2457 2251
2448 2247
2448 2238
2448 2234
2448 2226
2457 2226
2461 2226
2469 2226
2473 2234
2482 2238
2494 2238
2503 2247
2507 2251
2515 2259
2520 2263
2528 2280
2536 2284
2541 2293
2549 2305
2549 2310
2549 2322
2549 2331
2549 2339
2549 2343
2541 2356
2536 2364
2536 2368
2528 2385
2520 2389
2515 2389
2503 2398
2494 2402
2482 2402
2473 2410
2469 2410
2461 2415
2457 2415
2448 2415
2444 2415
2444 2423
2436 2415
2444 2415
2448 2415
2457 2415
2461 2415
2469 2415
2482 2415
2494 2415
2503 2415
2515 2415
2528 2415
2541 2415
2553 2423
2566 2423
2583 2423
2595 2423
2608 2423
2620 2431
2633 2431
2646 2431
2654 2431
2667 2431
2671 2436
2679 2436
2688 2436
2692 2436
2700 2444
2704 2444
2700 2444
2692 2444
2692 2436
2688 2436
2679 2436
2679 2431
2671 2431
2671 2423
2667 2423
2658 2415
2654 2410
2646 2402
2646 2398
2641 2389
2633 2385
2633 2377
2633 2368
2641 2368
2646 2368
2654 2368
2658 2377
2667 2377
2671 2385
2679 2385
2688 2389
2692 2389
2700 2398
2704 2402
2713 2410
2713 2415
2717 2423
2725 2431
2734 2436
2734 2444
2734 2448
2734 2457
2725 2457
2717 2461
2713 2461
2704 2457
2700 2448
2692 2448
2688 2444
2679 2436
2679 2431
2671 2431
2671 2423
2671 2415
2671 2410
2679 2410
2679 2402
2688 2402
2700 2402
2704 2402
2713 2402
2717 2402
2725 2402
2738 2410
2746 2410
2751 2415
2759 2423
2763 2423
2772 2431
2776 2436
2784 2436
2793 2444
2797 2448
2805 2457
2809 2461
2809 2469
2818 2469
2818 2473
2822 2473
2822 2482
2818 2482
2818 2473
2809 2473
2809 2469
2805 2469
2797 2461
2793 2457
2784 2457
2784 2448
2776 2448
2776 2444
2772 2436
2772 2431
2776 2431
2776 2423
2784 2415
2793 2415
2793 2410
2797 2410
2805 2402
2809 2402
2809 2398
2818 2398
2818 2389
2809 2385
2809 2377
2805 2368
2805 2364
2809 2364
2818 2364
2822 2368
2830 2368
2839 2368
2843 2377
2851 2377
2856 2385
2864 2385
2868 2389
2877 2389
2885 2398
2889 2398
2898 2402
2902 2402
2910 2410
2914 2410
2923 2415
2927 2415
2935 2423
2944 2423
2948 2423
2956 2423
2956 2415
2961 2415
2961 2410
2956 2410
2956 2402
2956 2398
2956 2389
2948 2389
2948 2385
2944 2385
2944 2377
2935 2377
2927 2377
2935 2377
2935 2385
2944 2385
2944 2389
2948 2389
2956 2389
2961 2389
2961 2398
2969 2398
2973 2398
2982 2402
2990 2402
2994 2410
3003 2410
3007 2410
3015 2410
3019 2410
3028 2410
3036 2410
3036 2402
3028 2398
3019 2389
3015 2389
3015 2385
3007 2385
3007 2377
3003 2377
3003 2368
3007 2368
3007 2377
3015 2377
3019 2385
3028 2389
3036 2389
3040 2398
3049 2398
3053 2402
3061 2402
3066 2402
3074 2410
3078 2410
3078 2415
3087 2415
3095 2415
3095 2410
3099 2410
3099 2402
3095 2402
3095 2398
3095 2389
3087 2385
3087 2377
3087 2368
3095 2368
3099 2377
3108 2377
3108 2385
3112 2385
3120 2389
3124 2389
3133 2398
3141 2398
3141 2402
3145 2410
3154 2410
3154 2415
3158 2423
3166 2423
3166 2431
3166 2436
3171 2436
3171 2431
3166 2423
3166 2415
3158 2410
3158 2402
3154 2402
3154 2398
3154 2389
3145 2389
3145 2385
3141 2385
3141 2377
3145 2368
3154 2377
3158 2377
3166 2377
3166 2385
3171 2385
3179 2385
3183 2389
3192 2389
3200 2398
3204 2402
3213 2402
3217 2410
3225 2410
3225 2415
3229 2423
3238 2423
3238 2431
3246 2431
3246 2436
3246 2431
3238 2431
3238 2423
3229 2423
3229 2415
3229 2410
3225 2410
3225 2402
3217 2402
3217 2398
3213 2389
3213 2385
3213 2377
3213 2368
3217 2368
3225 2368
3229 2368
3229 2377
3238 2377
3246 2385
3250 2389
3259 2389
3271 2398
3276 2402
3284 2410
3297 2423
3305 2431
3318 2436
3322 2444
3330 2448
3343 2457
3351 2461
3355 2473
3364 2482
3368 2490
3376 2494
3381 2494
3381 2503
3389 2503
3389 2507
3381 2507
3381 2503
3376 2503
3368 2494
3364 2494
3355 2490
3351 2482
3343 2473
3334 2469
3330 2461
3322 2457
3318 2448
3309 2444
3305 2444
3297 2436
3297 2431
3292 2423
3284 2415
3284 2410
3276 2402
3271 2398
3271 2389
3263 2389
3263 2385
3263 2377
3263 2368
3271 2364
3276 2364
3284 2364
3292 2364
3297 2364
3305 2364
3318 2364
3322 2368
3330 2368
3334 2377
3351 2377
3355 2385
3364 2389
3368 2389
3376 2398
3381 2402
3389 2402
3397 2410
3402 2415
3410 2423
3410 2431
3414 2436
3414 2444
3410 2444
3402 2436
3397 2436
3397 2431
3389 2431
3381 2423
3376 2423
3368 2415
3364 2410
3355 2402
3351 2402
3351 2398
3343 2398
3343 2389
3334 2389
3334 2385
3330 2385
3330 2377
3330 2368
3334 2368
3343 2368
3351 2368
3355 2368
3364 2368
3364 2377
3368 2377
3368 2385
3376 2385
3381 2385
3381 2389
3389 2389
3397 2389
3397 2398
3402 2398
3402 2402
3410 2410
3414 2410
3414 2415
3414 2410
3414 2402
3410 2402
3410 2398
3410 2389
3410 2385
3410 2377
3402 2377
3402 2368
3410 2368
3410 2364
3414 2364
3423 2364
3423 2368
3427 2368
3435 2368
3444 2368
3444 2377
3448 2377
3448 2385
3448 2389
3448 2398
.PEN_UP

.PEN_DOWN
134 2016
130 2016
134 2016
134 2007
142 2007
147 2007
155 2007
163 2016
176 2016
180 2016
189 2024
193 2024
201 2028
214 2037
222 2041
226 2049
235 2049
247 2053
256 2062
256 2066
260 2074
268 2083
273 2087
273 2095
281 2095
281 2100
281 2108
285 2108
285 2112
285 2121
281 2121
281 2112
273 2112
273 2108
268 2100
268 2095
260 2095
260 2087
256 2083
256 2074
256 2066
247 2062
239 2049
235 2041
226 2028
226 2024
222 2007
214 2003
210 1990
201 1978
193 1961
189 1948
180 1936
176 1923
168 1911
163 1902
163 1890
155 1877
147 1864
147 1856
147 1843
142 1843
142 1839
142 1831
147 1827
155 1827
163 1827
168 1831
176 1831
189 1839
193 1843
201 1852
210 1856
214 1873
222 1877
226 1890
235 1898
239 1911
239 1923
239 1932
239 1944
239 1948
239 1961
235 1969
235 1978
226 1990
222 1995
210 2003
201 2007
193 2007
189 2016
180 2024
176 2024
168 2024
163 2028
155 2037
147 2037
142 2037
142 2028
147 2024
155 2024
163 2016
168 2016
180 2016
189 2016
193 2016
201 2016
214 2016
226 2016
239 2024
247 2024
260 2024
273 2028
285 2028
294 2037
306 2037
315 2041
319 2049
331 2049
340 2053
344 2053
352 2062
361 2062
365 2062
365 2066
373 2066
365 2066
373 2066
365 2066
361 2062
352 2062
352 2053
344 2049
340 2049
340 2041
331 2041
331 2037
327 2028
319 2024
319 2016
319 2007
315 2003
315 1995
315 1990
315 1982
315 1978
319 1978
327 1978
331 1982
340 1982
340 1990
344 1990
352 1995
361 2003
365 2007
373 2016
378 2024
378 2028
386 2037
386 2041
390 2049
390 2053
390 2062
390 2066
390 2074
386 2074
386 2083
378 2074
373 2074
365 2066
361 2066
361 2062
352 2062
344 2053
340 2049
340 2041
340 2037
331 2028
331 2024
331 2016
340 2016
340 2007
344 2007
352 2003
361 2003
365 2003
373 2003
378 2003
386 2003
390 2007
399 2007
407 2016
420 2024
424 2028
432 2037
436 2037
445 2041
449 2049
457 2053
466 2062
470 2062
478 2066
483 2074
491 2083
491 2087
483 2087
478 2083
470 2083
470 2074
466 2074
457 2066
449 2066
449 2062
445 2062
445 2053
445 2049
445 2041
449 2041
457 2041
457 2037
466 2037
470 2028
478 2028
483 2024
483 2016
491 2007
491 2003
483 1995
483 1990
483 1982
478 1982
478 1978
470 1978
470 1969
470 1961
470 1957
478 1957
483 1957
491 1961
495 1969
504 1969
512 1978
516 1982
525 1990
529 1995
537 2003
550 2007
558 2016
562 2028
571 2037
575 2041
588 2053
596 2062
600 2066
609 2074
617 2083
621 2087
621 2095
630 2100
630 2108
634 2108
642 2112
642 2108
634 2108
634 2100
630 2095
621 2087
621 2083
617 2074
609 2066
609 2062
600 2053
600 2049
596 2041
596 2037
588 2028
583 2024
583 2016
575 2007
575 2003
575 1995
575 1990
571 1982
571 1978
571 1969
575 1969
583 1969
588 1978
596 1982
600 1982
609 1990
617 1995
621 2003
630 2007
634 2007
642 2016
646 2024
646 2028
655 2028
655 2037
663 2041
667 2041
667 2049
663 2049
663 2041
663 2037
655 2028
646 2024
646 2016
642 2007
642 2003
642 1995
642 1990
646 1990
655 1995
663 1995
667 1995
667 2003
676 2003
680 2003
688 2007
693 2007
693 2016
701 2016
709 2016
709 2024
714 2024
722 2024
722 2016
722 2007
714 2003
709 1982
709 1978
701 1961
693 1957
688 1936
680 1932
676 1911
667 1902
663 1890
655 1877
646 1864
642 1852
642 1843
634 1831
630 1827
621 1818
621 1810
617 1810
617 1806
609 1810
609 1818
617 1827
617 1831
617 1839
617 1852
