.WRITER_ID     monu
1011 99
1014 81
1011 63
1011 42
1008 21
1014 12
1014 3
1017 0
1026 0
1035 3
1047 6
1059 9
1068 9
1077 12
.PEN_UP
.PEN_DOWN
1056 99
1056 96
1056 96
1056 96
1056 96
1050 96
1041 96
1029 93
1014 93
996 87
981 87
966 87
963 87
960 87
963 87
.PEN_UP
.PEN_DOWN
1266 120
1269 120
1269 120
1266 114
1263 111
1254 99
1245 87
1233 66
1215 48
1203 30
1188 18
1176 9
1170 3
1170 0
1170 0
.PEN_UP
.PEN_DOWN
1275 6
1278 9
1281 12
1275 9
1275 15
1266 27
1251 39
1239 51
1221 66
1203 81
1185 93
1176 102
1170 105
1173 105
.PEN_UP
.PEN_DOWN
1416 186
1416 186
1416 189
1416 186
1419 183
1428 174
1434 162
1446 147
1452 135
1458 126
1464 120
1464 120
1470 126
1479 135
1488 147
1497 162
1509 174
1515 180
1518 186
1518 186
1521 183
1512 171
1500 150
1482 126
1470 102
1455 75
1443 51
1434 27
1425 12
1419 3
1416 0
.PEN_UP
.PEN_DOWN
1641 114
1638 117
1638 117
1635 117
1638 117
1641 117
1650 117
1665 117
1680 117
1692 120
1701 117
1707 111
1707 105
1704 90
1695 75
1686 60
1680 45
1668 33
1659 21
1653 12
1653 6
1650 0
1656 0
1668 0
1680 0
1695 0
1704 3
1716 3
1725 6
1734 6
1740 3
.PEN_UP
.PEN_DOWN
1719 42
1719 45
1716 45
1713 45
1707 45
1701 45
1692 42
1683 42
1674 42
1662 42
1650 42
1641 45
1638 45
1635 45
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
588 69
585 69
588 63
588 63
591 66
600 75
609 84
621 99
633 114
645 126
651 135
657 141
654 144
657 144
651 135
651 120
654 99
651 75
651 48
648 18
648 0
.PEN_UP
.PEN_DOWN
756 135
756 135
753 138
747 147
753 150
759 156
774 150
786 147
792 141
798 135
801 123
801 111
798 96
789 81
780 63
774 51
759 33
753 24
750 15
756 9
765 0
777 0
792 3
807 6
822 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1308 165
1308 165
1308 168
1305 168
1305 165
1299 159
1296 144
1296 129
1296 117
1296 111
1302 105
1311 102
1323 99
1338 99
1353 96
1368 93
1374 84
1380 69
1386 54
1383 39
1374 24
1359 9
1338 3
1314 0
1296 0
1278 9
.PEN_UP
.PEN_DOWN
1368 165
1374 165
1377 165
1377 165
1374 165
1368 165
1353 165
1341 159
1329 153
1314 150
1308 147
1302 147
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1869 120
1872 129
1878 141
1887 156
1890 171
1890 180
1887 183
1875 177
1857 165
1848 156
1839 144
1833 135
1833 126
1839 114
1851 105
1866 96
1884 81
1899 66
1908 51
1911 36
1905 21
1893 9
1875 0
1854 6
1839 18
1830 39
1830 63
1839 87
1857 111
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
738 15
759 15
783 15
810 18
843 21
876 24
918 27
966 27
1017 27
1071 24
1134 21
1194 18
1257 15
1320 12
1389 9
1452 9
1521 9
1590 6
1659 3
1728 3
1797 3
1863 3
1920 6
1980 3
2034 3
2085 3
2127 0
.PEN_UP
.PEN_DOWN
840 474
843 474
843 474
843 474
840 474
834 468
828 456
819 444
804 432
792 414
780 393
771 375
756 354
747 330
741 303
738 279
738 255
741 225
750 195
756 168
768 138
780 111
795 87
813 66
825 48
840 27
852 12
861 0
.PEN_UP
.PEN_DOWN
1119 510
1113 522
.PEN_UP
.PEN_DOWN
1116 519
1122 525
1122 522
1128 519
1134 513
1149 507
1158 498
1170 486
1182 474
1194 456
1209 435
1221 414
1236 390
1245 363
1251 339
1254 309
1254 282
1254 249
1257 216
1254 174
1251 138
1242 105
1230 78
1215 54
1197 33
1182 15
1164 0
.PEN_UP
.PEN_DOWN
720 63
720 69
708 72
702 78
696 81
681 84
669 78
657 75
648 63
639 51
636 39
639 24
645 12
657 3
666 0
681 9
696 18
708 33
714 45
720 60
720 69
714 72
714 69
711 60
714 48
723 33
729 15
738 6
.PEN_UP
.PEN_DOWN
834 144
834 144
834 144
831 144
831 135
831 117
831 99
831 78
831 69
828 60
831 60
840 63
849 69
861 69
873 75
885 75
885 69
894 63
900 54
897 45
891 30
882 15
873 3
861 0
849 3
834 9
828 15
828 30
828 45
834 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1236 39
1236 45
1236 51
1233 57
1230 66
1227 75
1215 81
1206 78
1194 72
1185 60
1179 51
1176 33
1173 18
1176 6
1182 0
1194 0
1212 3
1224 12
1236 27
1242 45
1245 66
1245 87
1245 99
1245 111
1245 117
1248 114
1245 102
1245 90
1245 72
1245 45
1242 27
1242 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1785 153
1788 156
1791 162
1785 171
1779 174
1764 177
1752 171
1743 162
1734 147
1731 138
1731 123
1740 114
1758 111
1764 114
1773 123
1779 132
1782 144
1779 147
1782 150
1779 147
1779 141
1785 129
1788 117
1791 102
1797 84
1800 63
1797 48
1791 27
1782 15
1770 3
1758 0
1743 3
1725 15
1716 21
1710 36
1716 48
1731 63
1752 81
1770 93
1788 99
.PEN_UP
.PEN_DOWN
885 75
885 87
882 90
882 87
879 87
876 81
873 72
870 57
873 39
873 24
879 12
882 6
891 0
897 3
906 6
918 15
.PEN_UP
.PEN_DOWN
2154 147
2160 147
2157 141
2157 132
2160 117
2160 102
2154 84
2154 66
2154 51
2157 42
2154 33
2157 30
2163 33
2172 36
2181 51
2196 66
2217 84
2229 93
2238 102
2244 105
2250 108
2250 105
2244 99
2235 93
2226 87
2211 78
2199 63
2193 51
2187 42
2184 39
2184 36
2190 30
2205 21
2217 15
2226 6
2235 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
435 78
435 81
438 84
438 84
444 90
450 96
468 102
483 99
495 96
510 90
519 84
525 78
528 69
528 57
528 45
519 27
510 15
495 6
480 0
462 0
441 3
429 9
411 18
408 30
408 42
411 51
423 66
435 75
.PEN_UP
.PEN_DOWN
732 114
735 117
732 123
726 126
717 123
708 117
696 108
684 99
681 87
681 84
684 78
687 72
696 66
711 63
723 54
732 48
741 39
747 33
747 30
747 27
741 18
723 15
705 12
678 3
657 0
642 0
.PEN_UP
.PEN_DOWN
1008 141
1008 144
1008 141
1008 141
1008 138
1005 129
1005 111
1002 90
999 69
999 48
996 30
996 15
996 6
999 6
1008 6
1020 6
1029 3
1041 0
1050 0
1059 3
.PEN_UP
.PEN_DOWN
1035 93
1035 90
1035 90
1032 90
1029 90
1023 90
1014 90
1005 90
999 90
984 87
969 87
960 90
954 90
954 93
957 96
.PEN_UP
.PEN_DOWN
1311 99
1311 99
1311 99
1311 96
1308 90
1302 81
1290 72
1278 57
1266 42
1254 27
1245 15
1242 6
1236 3
1239 0
1239 3
.PEN_UP
.PEN_DOWN
1314 9
1317 9
1320 9
1320 9
1320 12
1317 12
1314 15
1311 21
1299 30
1287 45
1275 63
1263 78
1254 87
1245 93
1239 96
1239 96
1236 99
.PEN_UP
.PEN_DOWN
1452 174
1452 177
1452 174
1452 174
1458 168
1458 159
1461 138
1464 120
1467 108
1473 108
1476 108
1479 114
1491 123
1503 135
1512 147
1521 153
1527 159
1530 162
1533 159
1530 159
1524 156
1515 144
1500 126
1485 105
1476 78
1464 57
1455 36
1446 18
1440 6
1440 0
.PEN_UP
.PEN_DOWN
1650 108
1644 117
1644 120
1647 123
1653 129
1659 129
1665 132
1671 129
1680 123
1686 114
1686 105
1686 93
1683 81
1674 66
1665 54
1650 36
1647 27
1638 18
1629 9
1626 9
1629 3
1632 3
1644 0
1653 0
1665 0
1677 0
1686 3
1695 3
1701 3
1704 0
.PEN_UP
.PEN_DOWN
1698 45
1704 45
1704 45
1704 45
1701 48
1689 45
1674 48
1659 48
1650 48
1635 48
1629 48
1623 48
1620 45
.PEN_UP
.PEN_DOWN
732 111
738 111
726 117
723 120
729 132
732 141
735 150
744 162
756 168
765 168
774 159
786 150
792 132
795 108
795 81
783 54
774 27
756 12
741 0
729 3
720 12
714 30
714 54
717 78
723 102
729 123
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
678 117
678 117
678 117
675 123
675 123
675 129
681 135
687 141
696 144
708 138
720 132
729 123
732 111
735 99
732 84
723 69
711 51
696 33
687 24
681 15
675 6
672 3
675 0
681 0
693 0
702 0
714 3
723 3
732 9
741 9
753 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1053 156
1056 159
1059 159
1059 159
1059 159
1059 156
1056 147
1053 129
1050 117
1047 105
1047 99
1047 96
1050 90
1056 90
1071 96
1083 99
1095 99
1101 99
1107 99
1110 99
1113 99
1110 99
.PEN_UP
.PEN_DOWN
1119 144
1119 159
1119 159
1119 156
1116 129
1110 114
1107 99
1107 81
1104 60
1107 36
1110 15
1110 0
1116 0
.PEN_UP
.PEN_DOWN
1242 132
1239 132
1242 126
1239 117
1236 105
1227 90
1224 78
1227 69
1230 63
1239 60
1254 60
1272 57
1287 48
1296 45
1305 36
1308 27
1302 18
1299 15
1281 6
1266 3
1248 0
1224 0
1212 3
1203 9
.PEN_UP
.PEN_DOWN
1308 114
1314 114
1317 114
1317 114
1311 114
1302 114
1296 114
1281 117
1269 117
1257 117
1245 111
1236 114
1224 114
.PEN_UP
.PEN_DOWN
1455 141
1455 141
1455 141
1455 141
1455 141
1449 135
1440 132
1431 126
1419 114
1404 96
1398 75
1386 54
1386 33
1386 18
1392 6
1401 0
1419 0
1440 3
1452 9
1470 21
1476 30
1473 45
1464 57
1452 63
1434 63
1413 54
1404 51
1398 48
.PEN_UP
.PEN_DOWN
1584 99
1584 102
1584 99
1587 111
1590 123
1593 135
1590 144
1587 147
1584 150
1584 150
1584 150
1587 147
1593 144
1602 144
1614 144
1626 144
1638 144
1647 141
1653 132
1656 129
1653 117
1647 102
1644 84
1638 66
1632 42
1623 24
1617 9
1617 3
1617 0
1617 3
.PEN_UP
.PEN_DOWN
1671 54
1674 54
1668 54
1665 57
1653 57
1635 63
1617 63
1602 63
1590 63
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
426 150
426 150
423 150
423 150
426 150
423 150
423 141
423 126
426 105
429 78
432 51
429 30
429 15
429 6
426 0
429 0
438 12
.PEN_UP
.PEN_DOWN
474 87
477 87
477 87
477 87
471 87
465 87
450 84
432 81
411 78
393 78
378 81
369 81
366 84
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
2025 369
2022 366
2019 363
2016 357
2007 351
1995 339
1986 324
1974 309
1965 294
1953 276
1941 261
1932 240
1923 216
1920 189
1920 171
1920 153
1923 135
1929 114
1932 93
1941 75
1947 60
1962 48
1974 36
1992 18
2004 6
2013 0
.PEN_UP
.PEN_DOWN
2226 369
2226 369
2229 369
2232 369
2238 369
2241 360
2250 357
2262 348
2268 339
2280 324
2292 309
2304 294
2316 273
2319 249
2325 228
2328 207
2331 186
2328 159
2325 132
2313 111
2301 90
2283 72
2268 54
2256 39
2238 21
2220 6
2211 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
792 156
789 162
786 162
786 162
783 162
786 150
783 138
783 120
783 105
786 90
786 84
786 81
789 81
798 87
801 84
816 87
822 87
831 81
843 75
846 72
852 60
852 48
846 36
834 21
822 12
810 3
795 0
786 0
783 9
777 21
777 33
774 51
777 66
783 75
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1149 48
1152 51
1152 54
1149 60
1143 63
1134 66
1122 69
1113 66
1107 60
1101 57
1098 45
1095 36
1095 18
1098 6
1101 3
1110 0
1119 3
1131 6
1143 12
1152 27
1158 45
1161 69
1161 90
1158 108
1158 120
1158 126
1155 129
1155 129
1152 120
1155 111
1158 93
1155 72
1161 48
1161 27
1164 12
1164 6
.PEN_UP
.PEN_DOWN
1254 39
1257 36
1257 33
1260 36
1266 39
1272 42
1278 42
1287 45
1293 48
1296 54
1296 57
1293 63
1290 69
1278 72
1269 72
1260 72
1254 63
1248 54
1245 42
1245 33
1245 21
1248 12
1260 9
1269 3
1281 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1800 66
1800 66
1800 66
1800 69
1797 66
1797 60
1794 54
1791 45
1791 33
1788 21
1788 12
1791 6
1797 3
1797 0
1803 0
1809 0
1818 3
1821 6
1827 6
1833 6
1833 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
768 90
768 90
768 87
768 81
771 75
774 63
777 54
780 42
783 30
786 27
786 24
786 27
789 30
789 42
792 51
801 60
804 66
813 72
819 72
825 72
828 72
834 66
834 57
837 51
837 36
840 21
840 12
843 6
843 0
.PEN_UP
.PEN_DOWN
573 96
573 99
576 102
579 108
582 114
597 120
606 120
618 123
630 120
642 117
654 111
660 99
666 84
666 75
669 60
666 45
663 30
651 15
636 9
615 3
588 0
573 9
555 18
540 33
537 54
543 66
546 81
555 93
567 105
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1005 153
1002 156
1002 156
1005 156
1005 159
1002 156
1002 147
1002 141
1002 123
1002 102
1002 87
999 69
999 54
999 39
999 27
1002 15
1005 6
1008 3
1008 0
1014 0
1020 3
1026 6
1035 9
1041 12
1047 15
1056 18
1056 18
1056 18
.PEN_UP
.PEN_DOWN
1023 96
1026 96
1026 96
1029 102
1023 99
1023 99
1020 96
1017 96
1005 96
999 99
987 96
975 96
966 93
963 96
960 96
960 96
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1353 156
1353 156
1353 159
1353 159
1350 159
1353 156
1356 147
1359 132
1359 117
1365 105
1371 96
1374 90
1374 90
1380 93
1386 96
1395 105
1404 117
1410 126
1419 135
1422 144
1425 147
1425 147
1425 147
1419 141
1419 132
1413 120
1404 102
1398 81
1389 60
1377 42
1368 27
1365 9
1362 0
.PEN_UP
.PEN_DOWN
1527 87
1527 90
1527 93
1527 93
1527 93
1533 99
1536 102
1542 102
1548 99
1557 93
1560 84
1563 72
1560 63
1557 54
1551 48
1539 36
1533 27
1527 18
1527 12
1524 9
1524 3
1527 3
1539 0
1548 0
1557 0
1563 0
1572 3
1578 3
1581 6
1581 6
.PEN_UP
.PEN_DOWN
1569 42
1575 42
1575 42
1575 42
1575 42
1575 45
1572 42
1563 42
1554 42
1542 42
1533 42
1521 42
1509 42
1500 42
1500 42
1506 42
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
669 69
672 69
675 75
681 78
687 87
705 102
708 114
717 123
723 126
729 132
726 132
726 129
726 129
726 123
726 105
726 84
723 66
723 39
720 18
717 6
720 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1029 126
1032 129
1032 132
1032 135
1035 141
1044 144
1053 144
1068 141
1077 138
1086 129
1089 117
1086 108
1077 96
1068 87
1062 78
1059 72
1056 72
1062 72
1071 69
1080 66
1092 60
1098 51
1107 42
1107 36
1107 27
1101 18
1098 12
1089 6
1083 3
1074 0
1065 0
1050 3
1044 6
1035 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1776 141
1779 147
1776 153
1773 162
1770 168
1767 171
1764 171
1764 171
1767 171
1779 171
1800 168
1818 168
1830 168
1842 168
1845 165
1851 156
1845 147
1836 132
1830 111
1818 84
1812 60
1806 36
1800 18
1794 3
1791 0
1785 0
.PEN_UP
.PEN_DOWN
1857 69
1860 72
1860 72
1854 75
1848 75
1833 72
1815 72
1797 75
1779 75
1767 78
1767 78
1767 81
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
2124 150
2133 153
2136 159
2139 165
2139 168
2136 168
2127 168
2115 168
2109 162
2097 156
2091 147
2088 135
2085 126
2091 120
2100 120
2112 120
2124 123
2133 129
2136 135
2142 147
2139 153
2142 156
2139 153
2136 150
2133 141
2136 129
2139 117
2139 99
2142 87
2142 75
2145 63
2142 54
2142 48
2139 39
2139 30
2130 18
2121 9
2112 0
2103 0
2091 0
.PEN_UP
.PEN_DOWN
450 156
450 156
450 156
453 156
453 150
456 141
456 129
462 114
465 96
465 78
465 60
465 45
468 30
465 15
465 6
465 0
465 0
465 0
465 9
.PEN_UP
.PEN_DOWN
534 75
537 81
534 81
537 81
534 81
531 81
522 81
510 81
492 81
477 81
453 81
438 81
423 78
408 75
399 75
393 72
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1347 648
.PEN_UP
.PEN_DOWN
1344 648
1356 675
1353 669
1359 669
1371 663
1386 651
1395 642
1410 627
1425 606
1437 588
1449 558
1455 525
1461 492
1464 453
1464 408
1461 366
1455 321
1449 285
1437 246
1431 213
1416 183
1398 150
1371 108
1350 75
1332 48
1311 21
1296 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
882 81
885 81
882 84
882 84
879 87
873 90
867 90
858 93
852 93
843 90
837 84
831 75
828 63
825 51
828 36
831 21
831 12
837 6
843 3
855 3
864 0
882 6
891 9
900 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1443 180
1440 186
1440 189
1437 189
1428 195
1416 192
1410 186
1404 174
1401 159
1398 138
1395 114
1392 84
1392 60
1392 42
1392 27
1389 15
1389 9
1389 3
1386 0
1383 0
.PEN_UP
.PEN_DOWN
1428 90
1431 90
1428 90
1425 93
1422 96
1416 96
1413 99
1407 99
1398 99
1392 99
1380 99
1371 99
1362 96
1359 96
1356 96
1359 99
.PEN_UP
.PEN_DOWN
1566 129
1590 138
1590 144
1587 153
1584 159
1575 159
1566 159
1557 156
1545 150
1542 141
1539 129
1542 120
1548 111
1548 102
1569 105
1581 117
1587 123
1590 135
1593 141
1593 144
1593 144
1593 144
1593 138
1593 129
1596 114
1599 99
1602 78
1605 60
1608 39
1608 24
1599 12
1590 3
1572 0
1563 3
1545 6
1539 15
1536 27
1548 39
1560 54
1584 66
1605 78
1623 93
.PEN_UP
.PEN_DOWN
1785 48
1788 48
1788 48
1788 48
1788 51
1788 48
1785 39
1782 33
1779 21
1782 9
1782 3
1785 3
1791 0
1797 3
1806 3
1812 3
1818 3
.PEN_UP
.PEN_DOWN
1971 123
1974 126
1974 129
1971 129
1974 126
1971 120
1971 108
1971 93
1971 78
1968 63
1968 51
1965 42
1965 33
1965 27
1965 18
1968 15
1971 15
1971 15
1971 18
1977 30
1986 39
1998 51
2007 60
2019 69
2028 75
2031 78
2034 78
2037 81
2037 78
2034 78
2028 72
2019 63
2007 54
2001 45
1995 36
1992 30
1995 27
1998 21
2001 18
2010 15
2016 12
2028 9
2037 3
2043 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
546 72
543 75
546 78
543 81
546 84
546 84
552 78
552 66
558 51
561 36
555 21
558 12
555 6
558 9
558 12
564 24
570 36
573 45
579 57
588 66
591 72
597 69
600 66
606 60
609 45
609 27
606 12
603 6
606 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1044 180
1047 186
1050 186
1050 186
1047 180
1047 168
1047 153
1047 132
1044 114
1044 96
1041 78
1041 60
1041 45
1041 30
1047 21
1053 12
1059 6
1068 0
1077 0
1080 0
1086 6
1092 9
1098 12
.PEN_UP
.PEN_DOWN
1071 120
1077 120
1080 120
1080 120
1080 120
1080 120
1074 117
1068 114
1059 114
1050 111
1035 108
1020 105
1005 111
999 111
993 111
.PEN_UP
.PEN_DOWN
999 84
999 84
999 84
996 81
993 78
984 72
981 63
972 51
960 39
951 30
945 18
942 9
936 3
933 0
936 0
.PEN_UP
.PEN_DOWN
1005 3
1005 3
1005 3
1002 9
996 12
990 18
984 27
975 42
963 54
948 69
939 78
930 81
927 84
927 90
.PEN_UP
.PEN_DOWN
1110 156
1110 156
1110 153
1110 153
1110 144
1113 132
1125 120
1131 111
1137 105
1143 105
1146 108
1149 114
1155 123
1164 135
1176 147
1179 153
1182 159
1185 156
1182 150
1179 144
1173 129
1170 114
1158 99
1149 78
1137 57
1125 36
1119 18
1119 9
1107 0
.PEN_UP
.PEN_DOWN
1269 120
1272 120
1272 120
1275 123
1284 126
1290 123
1299 123
1308 117
1314 108
1317 99
1314 84
1308 69
1302 54
1296 45
1287 33
1278 24
1278 18
1278 12
1278 6
1284 3
1290 0
1299 0
1308 0
1320 0
1332 3
1338 3
1344 3
.PEN_UP
.PEN_DOWN
1332 45
1338 48
1338 51
1338 51
1338 51
1335 54
1332 54
1323 54
1317 54
1308 54
1299 51
1287 48
1272 51
1266 48
1260 48
1257 48
1257 45
.PEN_UP
.PEN_DOWN
402 108
402 111
399 117
399 123
399 132
405 141
414 147
420 156
429 159
441 159
456 150
468 141
474 132
477 117
477 96
471 75
462 51
450 30
435 12
420 0
405 0
393 12
384 27
384 45
384 66
387 87
390 102
.PEN_UP
.PEN_DOWN
555 72
555 69
558 69
558 66
558 69
558 72
567 81
573 93
585 105
600 120
603 126
606 129
609 129
609 126
609 117
606 105
603 90
603 75
600 54
600 36
600 24
600 9
603 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1035 141
1035 141
1038 141
1038 138
1038 135
1035 129
1035 117
1035 99
1032 87
1035 78
1038 75
1041 72
1050 72
1062 69
1071 72
1083 78
1089 81
1095 81
1095 81
1095 75
.PEN_UP
.PEN_DOWN
1107 129
1107 129
1104 126
1101 111
1098 90
1092 72
1092 54
1089 39
1089 27
1086 9
1092 6
1089 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1419 135
1422 141
1422 141
1422 141
1419 141
1410 135
1401 126
1386 108
1374 87
1368 66
1362 42
1362 21
1365 6
1371 0
1386 0
1404 9
1413 18
1416 30
1416 42
1410 54
1398 63
1386 60
1377 54
.PEN_UP
.PEN_DOWN
1530 129
1533 135
1533 144
1530 147
1530 150
1527 150
1527 150
1527 153
1533 150
1539 150
1554 147
1569 147
1581 141
1590 138
1599 129
1599 114
1599 99
1596 84
1590 63
1581 45
1575 30
1572 18
1566 9
1563 3
1563 0
.PEN_UP
.PEN_DOWN
1623 54
1626 57
1623 63
1617 63
1605 63
1587 63
1569 63
1557 63
1548 63
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
546 171
549 171
546 171
549 171
540 168
546 159
549 141
549 117
552 93
552 72
552 51
552 33
552 18
552 12
552 6
555 3
555 0
558 3
.PEN_UP
.PEN_DOWN
612 90
615 90
615 90
615 87
609 90
600 93
585 93
573 87
555 81
534 81
516 78
504 78
492 81
489 81
.PEN_UP
.PEN_DOWN
780 9
789 6
798 6
807 6
822 6
846 6
867 6
888 9
921 12
951 15
981 15
1020 18
1056 15
1095 18
1137 21
1179 24
1221 27
1269 24
1314 18
1359 12
1413 12
1461 12
1506 6
1563 0
1608 0
1656 6
1710 9
1752 12
1800 12
1851 15
1893 21
1938 21
1983 18
2022 21
2055 27
2088 30
2109 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
954 69
957 69
960 75
963 75
963 78
954 75
948 75
936 69
927 63
918 51
909 39
906 27
909 15
915 6
921 0
933 0
948 0
963 0
.PEN_UP
.PEN_DOWN
1125 51
1128 54
1128 54
1125 60
1122 69
1113 75
1095 84
1083 84
1071 75
1065 63
1062 48
1062 30
1065 15
1071 6
1080 0
1095 6
1107 15
1122 30
1131 51
1137 72
1140 96
1140 114
1137 129
1137 141
1134 144
1134 141
1134 129
1131 108
1134 84
1137 54
1137 30
1140 12
.PEN_UP
.PEN_DOWN
1254 42
1251 42
1251 39
1248 39
1248 39
1251 36
1257 36
1266 39
1278 39
1287 45
1296 54
1302 60
1305 69
1302 75
1296 81
1287 78
1278 75
1269 69
1263 60
1257 48
1254 36
1254 24
1257 15
1266 6
1281 3
1299 0
.PEN_UP
.PEN_DOWN
1515 210
1515 219
1512 219
1506 222
1497 219
1488 213
1485 201
1479 186
1476 168
1470 147
1467 126
1464 102
1467 81
1461 60
1464 45
1464 27
1464 15
1461 6
1461 0
1461 0
1458 9
.PEN_UP
.PEN_DOWN
1506 114
1506 117
1506 120
1497 120
1488 120
1479 120
1467 120
1458 120
1449 117
1443 120
1440 120
1440 120
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
2145 150
2154 162
2160 165
2160 165
2160 165
2157 153
2154 141
2154 129
2154 111
2151 93
2145 72
2145 54
2139 42
2139 30
2136 24
2139 21
2139 24
2142 30
2151 42
2166 60
2184 78
2202 93
2214 99
2220 99
2223 102
2226 102
2220 99
2211 90
2199 78
2187 72
2181 60
2169 48
2163 39
2160 33
2160 30
2166 24
2178 18
2190 12
2202 9
2214 3
2223 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1227 84
1230 84
1230 84
1227 84
1218 78
1209 69
1197 60
1185 45
1173 30
1164 18
1149 9
1143 0
1140 0
1140 0
.PEN_UP
.PEN_DOWN
1218 3
1224 3
1227 6
1230 9
1230 9
1230 9
1224 9
1215 15
1203 18
1188 33
1176 51
1161 63
1140 72
1134 81
1128 87
1125 84
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1515 99
1515 99
1518 99
1521 99
1527 102
1533 105
1542 105
1551 102
1563 99
1569 93
1572 84
1569 75
1560 63
1551 51
1539 36
1530 27
1515 18
1506 9
1497 6
1494 3
1494 0
1503 0
1518 3
1527 3
1539 3
1548 6
1560 9
1569 12
1575 12
1578 12
1578 9
.PEN_UP
.PEN_DOWN
1581 42
1581 45
1578 45
1569 45
1560 45
1545 45
1533 45
1518 45
1509 45
1503 45
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
711 114
711 117
708 120
708 126
708 132
708 141
717 144
726 147
732 144
744 135
750 120
753 105
750 84
744 66
738 51
726 36
717 27
714 21
711 12
711 6
711 6
717 0
729 0
741 0
753 0
771 3
783 6
.PEN_UP
.PEN_DOWN
