


.DATE		07 ? 93
.STYLE		MIXED
.WRITER_ID	yslee
	107 8
	110 8
	113 8
.PEN_UP
.PEN_DOWN
	128 41
	125 41
	122 40
	119 37
	118 34
	115 31
	113 28
	113 25
	113 22
	112 19
	112 16
	113 12
	115 9
	118 8
	121 6
	124 6
	127 6
	130 8
	133 10
	136 11
	138 14
	140 17
	142 20
	143 23
	143 26
	143 29
	143 33
	142 36
	141 39
	139 42
	137 45
	133 45
	131 44
.PEN_UP
.PEN_DOWN
	151 40
	151 37
	150 34
	150 31
	149 28
	149 25
	148 22
	146 18
	145 15
	145 12
	144 9
	143 6
	142 3
	141 0
	142 3
	143 6
	144 10
	146 15
	149 18
	150 21
	150 24
	154 28
	156 31
	158 34
	162 36
	166 38
	169 38
	170 35
	169 32
	169 28
	167 25
	167 21
	165 18
	163 14
	162 11
	161 8
	160 5
	161 3
.PEN_UP
.PEN_DOWN
	173 30
	174 27
	176 24
	180 22
	183 20
	186 20
	189 20
	193 19
	196 20
	198 23
	200 26
	201 29
	202 32
	202 35
	201 38
	198 40
	195 42
	192 42
	189 42
	186 42
	182 41
	181 38
	179 35
	178 31
	176 28
	175 25
	174 22
	174 18
	173 15
	175 12
	176 9
	178 6
	181 4
	184 4
	188 4
	191 6
	194 7
	197 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	66 75
	66 72
	66 69
	64 65
	64 62
	64 58
	63 55
	63 50
	63 46
	63 43
	63 40
	65 37
	68 34
	73 33
	76 34
	79 34
	83 35
.PEN_UP
.PEN_DOWN
	102 70
	100 67
	98 63
	95 59
	94 55
	91 52
	89 49
	88 46
	86 43
	83 38
	82 34
	79 29
	77 25
	74 22
	73 19
	72 16
	69 12
	68 9
	66 6
	64 3
	63 0
	65 0
.PEN_UP
.PEN_DOWN
	119 72
	116 71
	113 71
	111 68
	109 65
	105 63
	105 60
	102 59
	101 56
	99 53
	99 50
	99 46
	100 43
	103 41
	106 38
	109 38
	112 38
	115 39
	118 41
	121 42
	124 45
	125 48
	126 51
	128 54
	128 57
	129 60
	129 63
	127 66
	123 69
	120 71
	117 72
	115 72
.PEN_UP
.PEN_DOWN
	142 66
	141 62
	138 60
	137 57
	134 52
	134 48
	132 44
	132 41
	132 38
	132 35
	133 32
	136 32
	139 33
	142 33
	145 36
	149 39
	151 43
	155 48
	157 51
	160 54
	160 57
	163 61
	164 64
	164 67
	164 70
	161 69
	160 66
	159 63
	158 60
	157 56
	155 52
	154 48
	153 44
	153 41
	152 38
	151 35
	151 32
	153 31
.PEN_UP
.PEN_DOWN
	172 75
	172 71
	172 67
	172 64
	172 61
	170 57
	169 53
	168 49
	167 45
	166 42
	164 39
	165 42
	167 45
	169 48
	172 50
	172 53
	176 56
	178 59
	181 62
	184 64
	186 67
	189 68
	192 68
	195 68
	198 67
	200 64
.PEN_UP
.PEN_DOWN
	224 64
	221 66
	217 67
	214 67
	211 67
	208 68
	205 68
	203 65
	203 62
	204 59
	208 57
	211 57
	214 56
	217 55
	221 52
	223 49
	224 45
	224 42
	223 39
	219 37
	216 36
	212 36
	208 37
	205 38
	202 40
	199 41
	196 44
	195 44
.PEN_UP
.PEN_DOWN
	50 65
	53 65
	56 65
	59 66
	63 67
	67 68
	71 69
	74 70
	77 71
	81 72
	85 73
	88 74
	92 75
	95 77
	96 77
.PEN_UP
.PEN_DOWN
	88 106
	86 102
	83 99
	83 95
	81 91
	79 88
	78 84
	76 80
	76 77
	75 73
	75 70
	72 66
	71 62
	71 59
	70 55
	68 52
	67 48
	67 45
	67 40
	67 37
	68 34
	71 33
	75 33
	78 35
	83 37
	86 39
	88 42
	91 42
.PEN_UP
.PEN_DOWN
	105 102
	104 97
	104 93
	102 90
	102 87
	101 83
	100 79
	99 76
	98 71
	97 66
	95 62
	95 57
	93 53
	92 48
	90 44
	90 41
	89 38
	88 35
	91 39
	92 43
	94 46
	96 49
	97 52
	100 55
	101 59
	103 62
	105 65
	108 68
	110 71
	112 74
	115 76
	118 74
	118 71
	118 67
	118 64
	117 60
	117 57
	116 54
	115 51
	115 48
	113 44
	112 41
	113 36
.PEN_UP
.PEN_DOWN
	130 76
	130 73
	130 70
	130 67
	129 62
	129 57
	128 54
	127 50
	126 46
	124 42
	124 39
	122 35
	121 32
	121 35
	123 38
	125 41
	127 45
	128 48
	130 51
	133 52
	136 55
	136 58
	139 60
	143 64
	145 67
	148 67
	151 70
	154 71
	157 71
	160 70
	162 69
.PEN_UP
.PEN_DOWN
	172 70
	169 69
	166 68
	162 65
	160 62
	158 59
	157 56
	156 53
	155 50
	154 46
	154 42
	154 39
	156 36
	158 32
	161 32
	164 32
	167 32
	170 34
	173 36
	177 39
	179 42
	182 46
	185 49
	185 52
	187 56
	188 59
	189 63
	188 66
	185 69
	183 72
	181 73
.PEN_UP
.PEN_DOWN
	202 70
	201 67
	200 64
	198 60
	197 57
	194 51
	193 47
	192 44
	191 40
	191 37
	192 33
	195 32
	198 33
	203 36
	206 39
	209 42
	211 45
	215 50
	218 53
	218 56
	221 59
	222 63
	223 66
	224 69
	221 66
	220 63
	220 60
	219 57
	219 54
	218 51
	217 48
	215 44
	215 41
	215 38
	214 35
	216 33
.PEN_UP
.PEN_DOWN
	255 64
	255 67
	252 70
	249 71
	245 71
	242 69
	238 66
	235 62
	234 59
	232 56
	232 53
	232 50
	233 47
	235 44
	239 42
	242 43
	245 46
	248 47
	248 50
	251 52
	253 55
	255 58
	256 61
	255 58
	254 55
	252 51
	251 47
	251 44
	249 40
	247 37
	246 33
	245 29
	243 25
	241 21
	240 18
	238 15
	236 11
	233 8
	232 5
	230 2
	227 0
	224 0
	221 0
	218 2
	216 5
	216 8
	216 11
	216 14
	219 16
	220 19
	223 23
	225 26
	228 28
	231 31
	234 33
	239 35
	243 37
	246 37
	249 38
	252 39
	255 39
	258 40
	261 40
.PEN_UP
.PEN_DOWN
	286 103
	285 100
	283 96
	281 93
	280 89
	279 85
	277 82
	276 78
	273 73
	272 69
	271 66
	269 62
	267 59
	266 56
	265 53
	264 50
	263 46
	261 42
	261 39
	258 36
	258 33
	261 36
	263 39
	264 42
	267 42
	268 46
	271 49
	273 52
	275 55
	278 57
	279 60
	282 60
	283 63
	286 65
	289 66
	292 66
	295 65
	295 62
	295 58
	295 55
	294 52
	292 48
	290 45
	289 42
	289 39
	288 36
	288 33
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	80 109
	80 106
	80 103
	80 100
	79 97
	79 93
	78 90
	78 86
	76 83
	76 80
	75 76
	75 73
	73 70
	73 67
	72 63
	71 60
	70 55
	70 51
	70 48
	71 45
	73 45
.PEN_UP
.PEN_DOWN
	97 84
	94 84
	91 81
	88 79
	86 76
	84 73
	84 70
	84 66
	82 63
	82 60
	81 57
	82 54
	84 51
	88 50
	91 49
	94 49
	97 49
	100 50
	103 51
	106 54
	108 57
	110 60
	111 63
	112 66
	112 69
	112 72
	112 75
	111 78
	109 81
	106 82
	103 84
	100 85
	97 87
	94 88
	91 89
	88 89
	87 87
.PEN_UP
.PEN_DOWN
	116 80
	116 77
	118 74
	118 70
	118 67
	118 64
	117 61
	116 57
	115 54
	115 51
	113 48
	113 43
	112 46
	114 50
	115 53
	116 56
	118 59
	121 61
	123 65
	126 69
	128 73
	131 75
	132 78
	133 81
	136 82
	139 83
	142 83
	143 80
	143 76
	142 73
	141 70
	140 65
	138 61
	136 57
	136 54
	135 51
	137 48
.PEN_UP
.PEN_DOWN
	180 70
	181 73
	181 76
	178 78
	175 80
	172 80
	169 80
	166 80
	163 78
	160 76
	157 73
	155 69
	152 66
	151 62
	151 59
	150 56
	150 53
	150 49
	154 48
	157 48
	160 49
	163 49
	165 52
	169 55
	171 58
	173 61
	176 63
	178 66
	179 69
	179 72
	176 70
	175 67
	173 63
	172 60
	170 56
	168 52
	167 48
	164 42
	163 38
	161 34
	159 30
	157 27
	156 24
	155 21
	153 17
	151 13
	149 10
	148 7
	147 3
	145 0
	142 1
	140 4
	139 7
	139 11
	139 14
	141 18
	142 23
	143 26
	147 29
	149 32
	151 36
	157 38
	161 40
	164 40
	167 41
	171 41
	175 41
	179 41
	182 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	100 75
	100 78
	100 81
	99 85
	96 87
	88 83
	88 79
	86 75
	86 71
	84 66
	83 62
	82 59
	82 56
	81 53
	80 49
	80 46
	79 43
	78 37
	78 33
	77 29
	76 26
	76 23
	76 18
	75 15
	75 12
	76 11
.PEN_UP
.PEN_DOWN
	64 47
	67 46
	70 46
	73 45
	78 44
	82 44
	85 43
	88 43
	91 43
	93 42
.PEN_UP
.PEN_DOWN
	105 39
	104 36
	103 33
	102 30
	102 26
	101 23
	100 17
	98 14
	97 11
	97 8
	96 5
	97 3
.PEN_UP
.PEN_DOWN
	106 60
	109 59
	112 57
.PEN_UP
.PEN_DOWN
	147 59
	149 62
	149 65
	149 68
	148 71
	146 74
	143 76
	140 74
	139 71
	136 69
	136 66
	134 62
	132 58
	131 55
	130 52
	129 49
	127 45
	127 41
	125 35
	124 31
	123 28
	123 25
	122 22
	121 18
	120 14
	119 11
	119 7
	117 4
	116 1
	116 0
.PEN_UP
.PEN_DOWN
	116 44
	119 44
	122 44
	126 44
	129 44
	132 44
	135 44
	139 43
.PEN_UP
.PEN_DOWN
	152 48
	155 47
	158 47
	161 47
	164 47
	167 47
	171 46
	174 46
	177 46
	179 47
.PEN_UP
.PEN_DOWN
	177 75
	174 72
	172 68
	171 65
	168 60
	167 57
	165 54
	163 50
	162 47
	160 43
	158 40
	158 35
	155 34
	155 30
	153 26
	152 23
	152 19
	152 16
	154 13
	157 11
	160 10
	163 10
	166 10
	169 10
	172 12
	173 12
.PEN_UP
.PEN_DOWN
	186 33
	189 31
	195 29
	198 29
	201 29
	204 29
	208 31
	211 31
	212 34
	212 37
	212 40
	210 43
	207 44
	203 45
	200 45
	197 44
	194 43
	191 39
	188 36
	187 33
	184 28
	183 25
	182 21
	182 18
	182 15
	183 12
	186 10
	189 7
	192 6
	195 6
	198 6
	201 7
	204 8
	207 8
.PEN_UP
.PEN_DOWN
	218 25
	221 24
	224 24
	227 23
	230 23
	233 23
	236 24
	239 25
	242 26
	244 29
	245 32
	245 35
	243 38
	240 38
	236 40
	233 39
	230 39
	227 38
	224 35
	221 33
	219 30
	218 27
	216 24
	215 21
	215 18
	215 15
	215 12
	216 9
	219 8
	223 7
	226 7
	231 7
	234 8
	237 9
	239 9
.PEN_UP
.PEN_DOWN
	253 40
	253 37
	253 34
	252 30
	252 26
	251 23
	251 19
	251 16
	248 14
	247 10
	246 7
	246 10
	248 13
	251 17
	252 20
	255 24
	258 27
	261 29
	264 32
	267 33
	270 35
	273 37
	276 38
	279 38
	279 35
	278 32
	278 29
	276 26
	275 23
	273 20
	272 17
	271 14
	270 11
	269 8
	268 4
	267 0
	268 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	107 84
	107 81
	106 77
	105 74
	105 71
	104 67
	103 63
	102 60
	102 57
	100 54
	99 49
	98 44
	97 40
	96 34
	94 30
	93 27
	92 23
	91 20
	89 17
	88 12
	86 8
	86 5
	85 8
	86 11
	87 14
	88 18
	91 24
	94 28
	97 32
	99 36
	103 41
	107 44
	110 46
	113 46
	116 43
	119 40
	121 37
	123 34
	123 31
	121 28
	119 24
	118 20
	115 18
	114 14
	111 13
	108 11
	105 10
	101 10
	98 10
	95 12
	92 13
	90 16
	90 17
.PEN_UP
.PEN_DOWN
	149 78
	147 75
	147 71
	146 68
	146 65
	143 62
	142 57
	139 53
	139 49
	137 45
	135 41
	134 38
	134 35
	132 30
	131 27
	129 24
	128 21
	128 18
	126 13
	126 10
	124 7
	125 6
.PEN_UP
.PEN_DOWN
	174 41
	171 43
	168 43
	165 43
	162 43
	159 43
	156 41
	153 38
	150 35
	148 31
	146 28
	145 25
	144 20
	143 17
	143 14
	143 11
	145 8
	147 5
	150 6
	153 7
	155 10
	158 13
	160 17
	163 20
	165 24
	167 27
	170 30
	172 34
	173 37
	174 40
	173 37
	172 33
	170 30
	170 27
	169 24
	168 21
	168 18
	168 15
	168 12
	168 9
	170 8
.PEN_UP
.PEN_DOWN
	208 39
	205 41
	202 41
	198 42
	195 41
	192 40
	188 40
	185 36
	184 33
	182 30
	180 26
	179 22
	179 18
	178 13
	178 10
	180 6
	182 3
	187 2
	191 2
	194 2
	196 2
.PEN_UP
.PEN_DOWN
	229 69
	227 66
	225 63
	224 59
	223 55
	221 50
	219 43
	218 38
	217 34
	216 31
	215 27
	214 23
	212 19
	211 16
	209 13
	209 9
	210 12
	211 15
	213 18
	216 21
	219 25
	222 29
	225 31
	227 34
	231 38
	234 40
	238 43
	242 45
	245 46
	248 48
	250 47
.PEN_UP
.PEN_DOWN
	221 28
	222 25
	222 22
	224 19
	225 15
	226 12
	228 9
	230 7
.PEN_UP
.PEN_DOWN
	267 77
	266 74
	266 71
	264 68
	264 65
	263 62
	262 59
	262 55
	260 51
	257 47
	257 43
	255 38
	253 32
	252 29
	252 26
	251 22
	249 18
	249 15
	247 11
	246 7
	246 11
	250 14
.PEN_UP
.PEN_DOWN
	258 30
	261 32
	264 35
	267 36
	271 38
	274 40
	277 41
	281 38
	283 35
	284 32
	283 29
	283 26
	282 23
	281 20
	278 17
	276 14
	273 12
	270 9
	267 9
	264 8
	261 9
	257 10
	254 12
	252 15
	252 18
.PEN_UP
.PEN_DOWN
	306 46
	303 45
	300 44
	296 42
	292 39
	290 36
	288 33
	287 30
	286 27
	285 24
	285 21
	285 18
	286 15
	288 12
	291 10
	294 9
	297 9
	300 9
	303 9
	306 9
	309 11
	312 14
	315 17
	315 20
	317 23
	318 26
	319 29
	320 32
	320 35
	320 38
	319 41
	318 44
	315 45
	311 48
	307 49
	307 48
.PEN_UP
.PEN_DOWN
	346 39
	343 42
	340 43
	337 44
	333 44
	329 43
	328 40
	327 37
	326 34
	325 31
	324 28
	323 25
	322 22
	322 18
	322 15
	322 12
	326 10
	331 9
	334 10
	337 11
	339 14
	341 17
	343 20
	345 23
	346 26
	347 29
	349 33
	350 36
	350 39
	349 36
	349 33
	348 30
	348 26
	348 23
	348 20
	348 15
	349 12
	351 9
.PEN_UP
.PEN_DOWN
	363 42
	363 39
	362 35
	362 32
	362 29
	361 26
	361 23
	361 19
	361 16
	360 13
	359 9
	357 6
	357 9
	360 13
	363 17
	365 21
	367 24
	372 28
	374 31
	376 34
	379 36
	382 37
	385 38
	388 37
	391 36
	393 33
	393 32
.PEN_UP
.PEN_DOWN
	412 32
	409 33
	406 35
	403 36
	400 36
	397 34
	394 31
	392 28
	390 24
	389 21
	388 18
	388 14
	388 11
	388 8
	388 5
	390 2
	393 1
	396 2
	399 5
	401 8
	404 11
	408 15
	410 18
	412 22
	413 25
	415 28
	417 31
	419 35
	420 40
	421 43
	424 48
	424 51
	426 54
	427 57
	427 61
	428 64
	428 67
	426 64
	425 61
	423 58
	422 55
	421 52
	420 48
	419 44
	418 41
	417 37
	416 33
	415 29
	413 26
	413 22
	413 19
	413 16
	412 12
	412 8
	412 5
	413 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	99 88
	99 85
	99 82
	99 78
	99 74
	98 71
	98 68
	98 64
	98 60
	98 57
	97 54
	97 51
	97 48
	96 45
	96 41
	95 38
	94 34
	94 31
	94 28
	92 25
	91 22
	90 19
	89 16
	88 13
	89 16
	89 19
	91 22
	92 26
	92 30
	95 33
	95 36
	97 39
	99 42
	101 45
	104 47
	107 49
	110 49
	113 50
	115 47
	115 44
	117 41
	118 38
	118 35
	118 32
	118 29
	116 26
	116 23
	115 20
	113 17
	110 14
	107 12
	104 12
	101 11
	98 12
	95 12
	92 14
	88 15
	87 18
	87 21
	88 21
.PEN_UP
.PEN_DOWN
	115 27
	118 26
	121 25
	124 24
	128 24
	131 24
	134 24
	138 25
	141 26
	143 29
	145 32
	146 35
	146 38
	146 41
	143 43
	140 44
	137 44
	134 44
	131 44
	128 43
	125 40
	122 38
	120 35
	119 32
	118 29
	117 25
	117 22
	117 19
	118 16
	121 13
	124 12
	128 10
	132 9
	135 9
	138 11
	141 12
	144 14
	147 15
.PEN_UP
.PEN_DOWN
	149 45
	152 45
	155 45
	160 45
	164 45
	167 45
	172 45
	178 46
	181 46
	184 48
	184 47
.PEN_UP
.PEN_DOWN
	173 74
	172 70
	170 66
	169 63
	168 59
	167 56
	166 53
	165 49
	164 45
	164 42
	163 37
	162 34
	161 31
	160 27
	159 24
	159 20
	157 17
	157 14
	157 11
	160 9
	164 10
	168 11
	171 12
	174 12
	177 12
	178 12
.PEN_UP
.PEN_DOWN
	189 48
	189 45
	188 42
	188 38
	188 33
	188 30
	187 26
	187 20
	187 17
	187 14
	188 11
	191 9
	194 12
	196 16
	198 19
	201 22
	202 25
	204 28
	206 33
	208 36
	209 40
	210 43
	209 40
	208 36
	208 32
	208 29
	208 26
	208 21
	208 18
	209 15
	209 12
	212 10
	215 13
	217 16
	220 18
	221 22
	224 25
	225 28
	227 31
	229 34
	231 37
	231 41
	232 42
.PEN_UP
.PEN_DOWN
	234 31
	236 28
	239 26
	242 25
	245 25
	249 25
	252 27
	255 27
	257 30
	260 33
	261 36
	261 39
	261 42
	259 45
	254 47
	251 48
	248 48
	243 46
	240 43
	238 40
	236 37
	234 34
	233 30
	232 27
	231 24
	231 21
	231 18
	233 15
	236 12
	239 9
	242 9
	245 8
	248 8
	251 9
	254 10
	257 11
	261 12
.PEN_UP
.PEN_DOWN
	265 25
	268 22
	273 22
	278 22
	281 22
	284 23
	287 25
	289 28
	291 31
	291 34
	291 37
	289 40
	285 43
	282 43
	279 43
	276 42
	273 41
	270 39
	269 36
	266 34
	266 31
	264 28
	264 25
	264 21
	264 18
	264 15
	266 12
	269 9
	274 7
	277 7
	280 8
	283 8
	286 8
	289 9
	292 9
.PEN_UP
.PEN_DOWN
	303 42
	303 39
	303 36
	303 33
	303 28
	303 24
	303 21
	303 18
	302 15
	301 12
	300 9
	298 6
	297 3
	295 0
	296 3
	298 6
	300 10
	303 13
	304 16
	306 19
	307 22
	310 24
	310 27
	314 30
	316 33
	318 36
	321 37
	323 40
	327 40
	330 40
	331 37
	331 34
	330 31
	329 27
	328 24
	328 21
	328 16
	327 13
	326 10
	326 7
	325 4
	327 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	59 67
	58 63
	58 60
	58 57
	58 54
	57 50
	56 46
	55 42
	55 38
	55 35
	54 32
	53 29
	51 26
	51 29
	53 32
	54 35
	57 38
	58 42
	61 45
	62 48
	63 51
	66 54
	68 57
	72 58
	76 61
	79 62
	80 59
	80 56
	80 53
	78 50
	78 46
	78 43
	76 40
	76 37
	75 34
	74 31
	74 27
	75 30
	76 33
	78 37
	78 41
	80 45
	82 49
	82 52
	85 55
	86 58
	89 61
	92 62
	95 64
	98 64
	101 63
	101 60
	101 57
	101 53
	101 50
	100 45
	99 42
	98 39
	98 36
	98 33
	99 30
.PEN_UP
.PEN_DOWN
	115 71
	114 68
	113 65
	113 62
	112 58
	112 53
	112 50
	112 47
	112 43
	112 40
	115 37
	116 33
	119 31
	122 30
	126 30
	129 31
	133 32
	136 33
	138 33
.PEN_UP
.PEN_DOWN
	148 66
	146 63
	146 60
	143 56
	141 53
	139 49
	136 47
	136 44
	135 41
	131 34
	129 29
	127 25
	125 21
	123 16
	121 11
	119 8
	117 4
	116 0
	117 0
.PEN_UP
.PEN_DOWN
	184 65
	181 68
	178 68
	174 68
	171 67
	168 67
	165 66
	161 65
	158 64
	156 61
	155 58
	157 55
	160 53
	163 52
	166 52
	169 51
	172 50
	175 49
	178 47
	181 44
	181 41
	181 38
	181 35
	178 32
	175 31
	171 30
	167 30
	164 31
	160 32
	157 33
	155 36
	157 37
.PEN_UP
.PEN_DOWN
	179 51
	180 48
	184 45
	187 45
	191 44
	195 44
	198 44
	202 45
	206 48
	208 51
	208 54
	209 57
	209 60
	207 63
	204 64
	201 66
	198 66
	194 66
	191 67
	189 64
	186 61
	185 58
	184 55
	182 52
	181 48
	181 45
	181 42
	182 39
	182 36
	185 35
	189 33
	192 32
	197 31
	200 31
	203 31
	206 31
	209 32
	212 33
	215 34
	216 34
.PEN_UP
.PEN_DOWN
	236 109
	234 106
	234 103
	232 97
	231 93
	229 90
	229 87
	227 83
	227 79
	225 75
	224 72
	224 69
	224 66
	223 63
	223 59
	222 56
	222 53
	222 50
	222 45
	222 41
	222 38
	222 35
	225 34
.PEN_UP
.PEN_DOWN
	278 102
	277 105
	274 107
	271 109
	268 111
	265 111
	262 110
	260 107
	258 104
	257 101
	255 98
	255 95
	252 92
	252 89
	251 86
	251 83
	249 79
	248 75
	248 71
	246 67
	245 64
	245 60
	244 57
	243 54
	242 50
	240 47
	240 44
	240 41
	238 38
	237 35
	236 32
	236 29
	238 28
.PEN_UP
.PEN_DOWN
	235 73
	238 73
	241 73
	245 73
	248 72
	252 72
	256 72
	259 71
	263 71
	267 71
	270 70
	272 69
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	64 77
	64 74
	64 71
	63 67
	63 63
	61 60
	61 57
	59 52
	59 49
	57 45
	55 41
	54 38
	54 35
	53 32
	52 29
	51 26
	49 22
	47 17
	47 14
	45 11
	44 7
	43 4
	43 7
	44 10
	46 14
	49 18
	50 21
	53 24
	56 27
	60 31
	63 31
	66 33
	69 33
	72 35
	75 35
	78 35
	82 33
	83 30
	85 27
	86 24
	86 21
	86 18
	85 15
	83 12
	80 8
	78 5
	76 2
	73 1
	70 0
	67 0
	64 1
	61 4
	58 5
	55 8
	52 10
	50 13
	51 14
.PEN_UP
.PEN_DOWN
	98 31
	99 27
	101 24
	104 21
	110 19
	113 19
	116 19
	119 20
	122 22
	125 25
	127 29
	127 32
	127 35
	125 38
	122 41
	118 42
	115 43
	112 43
	109 43
	106 41
	103 38
	100 37
	99 34
	97 30
	95 27
	93 23
	92 20
	92 16
	93 13
	96 9
	99 6
	103 4
	106 3
	109 3
	112 3
	116 3
	119 3
	122 5
	125 7
	126 7
.PEN_UP
.PEN_DOWN
	151 73
	150 69
	149 66
	148 63
	147 60
	147 57
	144 51
	143 47
	143 44
	143 41
	140 39
	139 34
	138 31
	137 26
	136 23
	135 20
	134 17
	133 14
	131 10
	130 5
	129 2
	129 0
.PEN_UP
.PEN_DOWN
	171 78
	171 75
	169 71
	168 68
	166 63
	166 60
	164 57
	163 54
	161 50
	160 47
	157 40
	157 37
	155 34
	154 30
	152 26
	152 23
	150 20
	148 15
	147 11
	147 8
	146 5
	146 3
.PEN_UP
.PEN_DOWN
	79 65
	78 69
	73 71
	69 72
	66 72
	63 71
	60 70
	57 68
	54 65
	53 62
	51 59
	50 56
	48 52
	48 49
	47 46
	47 42
	49 39
	52 36
	55 34
	58 33
	61 33
	64 32
	69 32
	73 32
	76 32
	79 33
	82 35
	82 36
.PEN_UP
.PEN_DOWN
	94 67
	91 66
	87 64
	84 61
	83 58
	80 55
	80 50
	80 46
	80 43
	80 40
	81 37
	85 35
	90 35
	93 35
	97 35
	100 36
	103 37
	106 39
	109 40
	112 43
	113 46
	115 50
	116 53
	116 57
	116 60
	115 63
	111 66
	107 68
	106 67
.PEN_UP
.PEN_DOWN
	126 65
	124 62
	123 59
	122 56
	120 52
	119 48
	118 44
	117 41
	117 38
	118 35
	123 33
	126 34
	130 36
	133 39
	136 42
	139 44
	140 47
	142 50
	145 55
	147 58
	147 61
	149 64
	149 67
	148 64
	146 61
	145 57
	144 53
	144 49
	143 46
	143 42
	143 39
	143 36
	144 33
	146 32
.PEN_UP
.PEN_DOWN
	160 72
	160 68
	159 65
	159 62
	158 58
	158 55
	156 52
	156 49
	154 46
	152 43
	150 40
	149 37
	150 40
	152 43
	154 46
	157 48
	158 52
	161 53
	161 56
	164 58
	166 61
	170 66
	173 68
	176 70
	178 73
	181 73
	184 71
	184 68
	184 65
	183 62
	183 59
	182 56
	181 53
	180 49
	179 46
	179 43
	178 40
	177 37
	176 34
	175 31
	176 31
.PEN_UP
.PEN_DOWN
	192 77
	195 75
	198 75
	201 75
	205 74
	208 74
	211 73
	215 73
	219 73
	222 73
	225 73
	228 74
	230 74
.PEN_UP
.PEN_DOWN
	225 102
	224 99
	222 96
	220 92
	218 89
	216 85
	215 82
	213 77
	211 74
	210 70
	207 66
	206 63
	206 60
	204 56
	203 53
	203 50
	203 46
	206 44
	208 41
	211 41
	214 40
	217 40
	220 42
	224 42
.PEN_UP
.PEN_DOWN
	233 71
	233 68
	233 65
	232 62
	232 59
	231 54
	230 50
	229 47
	228 44
	227 40
	225 37
	225 40
	226 43
	229 46
	231 50
	234 52
	237 54
	240 57
	243 60
	247 62
	250 64
	254 66
	257 66
	260 66
	263 65
	266 63
	269 61
.PEN_UP
.PEN_DOWN
	268 69
	267 66
	266 63
	266 59
	264 56
	263 53
	262 50
	262 47
	260 44
	260 40
	261 37
	265 34
	270 32
	273 33
	276 33
	280 33
	283 35
	286 37
	290 37
.PEN_UP
.PEN_DOWN
	299 56
	296 54
	293 51
	292 48
	289 46
	286 40
	283 37
	282 34
	279 31
	276 29
	273 25
	270 21
