.WRITER_ID	rkp
2154 596
2158 596
2167 600
2171 600
2171 609
2179 609
2188 617
2192 617
2192 621
2200 630
2205 634
2213 642
2213 646
2217 655
2217 663
2217 667
2217 676
2213 676
2205 667
2200 667
2200 663
2192 655
2192 646
2188 646
2188 642
2188 634
2179 630
2179 621
2179 617
2188 609
2192 600
2200 600
2205 600
2213 600
2217 600
2226 609
2238 609
2247 609
2251 617
2259 617
2263 621
2280 630
2284 630
2293 634
2305 642
2310 646
2318 655
2322 655
2331 663
2339 663
2343 667
2352 676
2356 676
2356 680
2364 680
2364 688
2364 693
2364 688
2356 688
2352 688
2352 680
2343 680
2339 676
2331 667
2331 663
2322 663
2322 655
2331 655
2331 646
2339 646
2339 642
2343 642
2352 634
2356 634
2364 630
2368 630
2368 621
2377 617
2377 609
2368 600
2368 596
2364 596
2364 588
2356 588
2352 583
2343 583
2339 575
2339 583
2343 583
2343 588
2352 588
2356 588
2364 596
2368 600
2377 609
2385 609
2389 617
2398 621
2402 630
2410 630
2423 634
2431 642
2436 646
2444 655
2448 655
2457 663
2461 667
2469 676
2473 680
2482 680
2482 688
2473 688
2469 688
2469 680
2461 676
2457 667
2457 663
2457 655
2461 646
2469 642
2473 634
2482 634
2482 630
2482 621
2490 621
2490 617
2490 609
2490 600
2482 600
2482 596
2482 588
2473 583
2469 575
2461 575
2457 571
2448 571
2444 562
2436 562
.PEN_UP

.PEN_DOWN
130 2646
130 2641
134 2641
134 2646
142 2654
142 2658
147 2667
147 2671
147 2679
155 2688
155 2692
155 2700
163 2704
163 2713
168 2725
168 2734
176 2738
176 2751
180 2759
180 2763
180 2776
189 2784
189 2793
189 2797
189 2805
193 2809
193 2818
193 2822
193 2830
193 2839
189 2839
189 2830
189 2822
180 2822
180 2818
180 2809
176 2805
176 2797
168 2784
168 2776
168 2772
163 2763
163 2751
163 2746
163 2734
155 2725
155 2717
155 2704
155 2700
155 2692
155 2679
155 2671
155 2667
155 2658
155 2654
155 2646
155 2641
163 2625
163 2620
168 2620
176 2620
176 2612
180 2612
189 2612
189 2620
193 2620
201 2625
201 2633
210 2633
210 2641
210 2646
214 2646
214 2654
214 2658
214 2667
214 2671
210 2679
210 2688
201 2688
201 2692
193 2692
193 2700
189 2700
180 2700
180 2692
180 2688
189 2688
193 2688
201 2688
210 2688
214 2688
222 2688
226 2688
235 2688
239 2688
247 2688
256 2688
268 2688
268 2692
273 2692
281 2692
285 2692
294 2700
298 2700
306 2700
315 2700
319 2704
327 2704
331 2713
340 2713
331 2713
327 2704
319 2700
315 2700
315 2692
306 2692
306 2688
298 2688
298 2679
294 2679
294 2671
285 2667
281 2658
281 2654
281 2646
273 2646
273 2641
273 2633
273 2625
281 2625
285 2620
294 2620
298 2625
306 2625
315 2633
319 2633
319 2641
327 2641
327 2646
331 2654
340 2658
344 2667
344 2671
344 2679
352 2688
352 2692
352 2700
344 2700
344 2692
344 2688
340 2688
340 2679
340 2671
340 2667
340 2658
340 2654
340 2646
340 2641
344 2633
352 2625
361 2625
365 2625
373 2625
378 2625
.PEN_UP
.PEN_DOWN
457 2704
445 2704
445 2700
436 2700
432 2692
424 2688
424 2679
420 2671
420 2667
411 2667
411 2658
411 2654
411 2646
420 2641
424 2633
432 2633
436 2633
445 2633
449 2633
457 2633
466 2641
470 2641
478 2646
478 2654
483 2654
491 2658
495 2667
504 2671
512 2679
512 2692
516 2700
525 2704
529 2713
537 2717
537 2725
541 2734
541 2746
550 2751
550 2759
558 2763
558 2772
562 2772
562 2776
562 2784
562 2793
558 2784
558 2776
550 2772
541 2763
541 2759
537 2746
537 2738
529 2734
529 2725
529 2717
525 2713
525 2704
516 2692
516 2688
516 2679
512 2671
512 2667
512 2658
512 2654
512 2646
512 2641
512 2633
516 2633
525 2641
529 2641
537 2646
541 2646
541 2654
550 2654
558 2658
562 2667
571 2667
571 2671
575 2671
575 2679
583 2679
583 2688
588 2688
588 2692
596 2692
596 2700
596 2692
596 2700
596 2692
588 2692
583 2692
575 2688
571 2688
571 2679
562 2679
558 2671
550 2667
541 2667
541 2658
537 2658
537 2654
541 2646
541 2641
550 2641
550 2633
558 2633
558 2625
562 2625
571 2625
571 2620
575 2620
583 2620
.PEN_UP
.PEN_DOWN
663 2688
646 2688
642 2688
642 2679
634 2679
634 2671
630 2667
621 2658
617 2654
617 2646
617 2641
621 2641
630 2641
630 2633
634 2633
642 2633
642 2641
646 2641
655 2641
655 2646
663 2646
667 2654
676 2654
676 2658
680 2658
680 2667
688 2671
688 2679
688 2688
680 2688
680 2679
680 2671
676 2667
676 2658
676 2654
676 2646
676 2641
676 2633
667 2625
667 2620
667 2612
667 2608
667 2599
667 2595
667 2587
667 2583
667 2574
667 2566
667 2562
667 2553
667 2549
667 2541
663 2541
663 2536
655 2536
646 2541
646 2549
642 2553
642 2562
642 2566
642 2574
646 2583
646 2587
646 2595
655 2595
655 2599
663 2608
667 2612
676 2612
676 2620
680 2620
680 2625
688 2633
693 2633
701 2641
709 2646
714 2654
722 2654
722 2658
726 2658
735 2658
735 2654
735 2646
726 2641
726 2633
726 2625
722 2625
722 2620
726 2620
726 2625
735 2625
735 2633
735 2641
739 2641
739 2646
747 2646
747 2654
751 2654
751 2658
760 2658
760 2667
768 2667
772 2667
772 2671
781 2671
785 2671
793 2671
798 2671
798 2679
806 2679
814 2679
819 2679
827 2679
831 2679
831 2688
840 2688
844 2679
840 2679
840 2671
831 2667
827 2667
827 2658
819 2658
819 2654
814 2646
814 2641
814 2633
814 2625
819 2625
827 2620
831 2620
840 2620
840 2625
844 2625
852 2625
861 2625
865 2633
873 2633
873 2641
877 2641
877 2646
886 2646
886 2654
886 2658
886 2667
877 2671
873 2671
865 2679
861 2679
852 2679
.PEN_UP
.PEN_DOWN
932 2688
932 2679
932 2671
924 2667
924 2658
924 2654
924 2646
919 2641
919 2633
919 2625
919 2620
919 2612
924 2612
932 2608
936 2612
945 2612
949 2620
957 2625
966 2633
966 2641
970 2641
970 2646
978 2646
978 2654
982 2658
982 2667
982 2658
982 2654
978 2654
978 2646
978 2641
978 2633
978 2625
978 2620
982 2612
991 2612
995 2612
1003 2620
1012 2625
1016 2633
1024 2641
1029 2646
1037 2654
1041 2658
1050 2667
1054 2667
1054 2671
1062 2671
1062 2667
1062 2658
1062 2654
1054 2654
1054 2646
1054 2641
1054 2633
1054 2625
1050 2625
1050 2620
1054 2620
1062 2620
1062 2625
1071 2625
1075 2633
1083 2641
1087 2646
1096 2654
1096 2658
1100 2658
1108 2658
1108 2667
1117 2667
1121 2667
1121 2671
1121 2667
1129 2667
1129 2658
1121 2654
1121 2646
1121 2641
1121 2633
1121 2625
1121 2620
1121 2612
1121 2608
1129 2608
1134 2608
1134 2612
1142 2612
1146 2612
1155 2620
1159 2620
1159 2625
1167 2625
1176 2633
1180 2633
1188 2641
1192 2646
1201 2646
1201 2654
1205 2654
1205 2658
1213 2658
1222 2658
1222 2667
1226 2667
1226 2671
1234 2671
1234 2679
1239 2679
1239 2688
1247 2688
1247 2692
1239 2692
1234 2692
1226 2692
1226 2688
1222 2688
1213 2679
1205 2671
1201 2667
1192 2658
1188 2658
1188 2654
1180 2654
1180 2646
1176 2641
1176 2633
1176 2625
1176 2620
1180 2620
1188 2620
1192 2620
1201 2620
1201 2625
1205 2625
1213 2633
1222 2641
1226 2641
1226 2646
1234 2654
1239 2658
1247 2667
1247 2679
1251 2688
1260 2692
1260 2704
1268 2713
1272 2717
1272 2734
1281 2738
1281 2746
1285 2751
1285 2759
1285 2772
1293 2772
1293 2776
1293 2784
1293 2793
1293 2797
1293 2805
1285 2797
1285 2793
1281 2784
1281 2776
1272 2772
1272 2763
1268 2759
1268 2751
1260 2738
1260 2734
1260 2725
1251 2713
1251 2704
1247 2700
1247 2688
1247 2679
1247 2667
1239 2658
1239 2654
1239 2646
1239 2641
1247 2633
1247 2625
1247 2620
1251 2612
1251 2608
1260 2608
1268 2608
1272 2608
.PEN_UP

.PEN_DOWN
1680 2658
1692 2658
1692 2667
1701 2667
1701 2671
1705 2679
1705 2688
1713 2692
1722 2700
1722 2713
1726 2713
1726 2717
1734 2734
1738 2738
1738 2746
1738 2751
1747 2759
1747 2763
1751 2772
1751 2776
1759 2784
1759 2793
1759 2797
1764 2805
1764 2809
1764 2818
1764 2822
1764 2818
1759 2818
1759 2809
1751 2805
1751 2797
1747 2793
1747 2784
1738 2776
1738 2772
1738 2763
1734 2751
1734 2746
1726 2734
1726 2725
1722 2717
1722 2713
1722 2700
1722 2692
1713 2679
1713 2671
1713 2667
1713 2658
1713 2654
1713 2646
1713 2641
1722 2633
1726 2625
1734 2625
1738 2633
1747 2641
1751 2646
1751 2654
1751 2658
1759 2658
1759 2667
1759 2671
1759 2679
1751 2679
1751 2688
1747 2688
1747 2692
1738 2692
1734 2692
1738 2692
1747 2692
1747 2688
1751 2688
1759 2692
1764 2692
1772 2692
1780 2692
1785 2692
1793 2692
1797 2692
1806 2700
1810 2700
1818 2700
1827 2700
1831 2700
1839 2700
1839 2704
1843 2704
1852 2704
1856 2704
1856 2700
1852 2700
1852 2692
1843 2692
1843 2688
1839 2688
1831 2679
1831 2671
1827 2667
1818 2658
1810 2654
1810 2646
1806 2641
1806 2633
1806 2625
1810 2620
1818 2620
1827 2620
1827 2625
1831 2625
1839 2625
1839 2633
1843 2633
1843 2641
1852 2641
1856 2646
1864 2654
1864 2658
1873 2658
1873 2667
1873 2671
1873 2679
1873 2688
1873 2692
1864 2692
1864 2688
1856 2688
1856 2679
1852 2671
1852 2667
1852 2658
1852 2654
1852 2646
1852 2641
1856 2641
1856 2633
1856 2625
1864 2625
1873 2620
1877 2620
1885 2620
1890 2620
.PEN_UP
.PEN_DOWN
1957 2688
1944 2692
1936 2688
1932 2679
1932 2671
1923 2671
1923 2667
1915 2658
1915 2654
1915 2646
1915 2641
1923 2641
1923 2633
1932 2633
1936 2633
1944 2633
1948 2633
1948 2641
1957 2641
1961 2646
1969 2646
1978 2654
1982 2658
1990 2658
1995 2667
2003 2679
2003 2688
2007 2692
2016 2700
2024 2713
2028 2717
2037 2725
2037 2734
2041 2738
2049 2746
2049 2759
2053 2763
2053 2772
2062 2772
2062 2776
2062 2784
2066 2793
2066 2797
2062 2797
2062 2793
2053 2784
2053 2776
2049 2772
2041 2759
2041 2751
2037 2746
2037 2738
2028 2734
2024 2725
2024 2717
2016 2713
2016 2700
2016 2692
2007 2688
2007 2679
2007 2671
2003 2667
2003 2658
2003 2654
2007 2654
2016 2654
2024 2654
2028 2654
2037 2658
2041 2658
2049 2667
2053 2667
2053 2671
2062 2671
2066 2679
2074 2688
2083 2692
2087 2692
2087 2700
2095 2700
2095 2704
2095 2700
2087 2700
2083 2700
2083 2692
2074 2692
2066 2688
2062 2679
2053 2679
2053 2671
2049 2671
2041 2667
2037 2658
2028 2654
2028 2646
2037 2646
2037 2641
2041 2633
2049 2633
2053 2625
2062 2625
2066 2625
2074 2633
.PEN_UP
.PEN_DOWN
2129 2679
2129 2671
2121 2667
2121 2658
2121 2654
2121 2646
2112 2646
2112 2641
2112 2633
2112 2625
2112 2620
2112 2612
2121 2612
2129 2612
2129 2620
2133 2625
2142 2625
2142 2633
2146 2633
2146 2641
2154 2646
2154 2654
2158 2654
2167 2654
2167 2646
2167 2641
2167 2633
2167 2625
2167 2620
2171 2620
2171 2612
2179 2612
2188 2612
2188 2620
2192 2620
2192 2625
2192 2633
2200 2633
2200 2641
2200 2646
2200 2654
2200 2658
2205 2658
2205 2667
2205 2671
2205 2679
2213 2679
2217 2679
2226 2679
2234 2679
2238 2679
2247 2679
2251 2679
2259 2679
2263 2679
2272 2679
2280 2688
2284 2688
2293 2688
2297 2688
2305 2688
2297 2688
2293 2688
2293 2679
2284 2679
2280 2679
2280 2671
2272 2671
2263 2671
2263 2667
2259 2667
2259 2658
2251 2658
2247 2654
2247 2646
2238 2646
2238 2641
2238 2633
2238 2625
2247 2625
2247 2620
2251 2620
2259 2620
2263 2625
2272 2625
2280 2625
2280 2633
2284 2633
2293 2633
2293 2641
2297 2641
2305 2646
2305 2654
2310 2654
2310 2658
2318 2658
2318 2667
2322 2667
2322 2671
2322 2679
2322 2688
2318 2688
2318 2679
2310 2679
2310 2671
2305 2667
2305 2658
2305 2654
2305 2646
2305 2641
2305 2633
2310 2625
2318 2625
2322 2625
2331 2633
2339 2633
2343 2641
2352 2646
2356 2654
2364 2654
2364 2658
2368 2658
2368 2667
2377 2667
2377 2671
2385 2671
2385 2667
2377 2667
2377 2658
2377 2654
2377 2646
2368 2646
2368 2641
2368 2633
2368 2625
2368 2620
2368 2612
2377 2612
2377 2620
2385 2620
2385 2625
2389 2633
2389 2641
2389 2646
2398 2654
2398 2658
2402 2658
2402 2667
2410 2667
2410 2671
2415 2671
2423 2671
2431 2679
2436 2679
2436 2688
2444 2688
.PEN_UP
.PEN_DOWN
2494 2688
2490 2688
2482 2688
2473 2679
2469 2679
2469 2671
2461 2671
2461 2667
2457 2667
2457 2658
2448 2658
2448 2654
2444 2654
2444 2646
2444 2641
2444 2633
2448 2633
2457 2633
2461 2641
2469 2641
2473 2641
2473 2646
2482 2646
2490 2654
2494 2658
2503 2658
2507 2671
2515 2679
2520 2688
2520 2692
2528 2700
2536 2704
2541 2713
2541 2717
2549 2725
2549 2734
2553 2738
2562 2746
2562 2751
2562 2759
2553 2763
2553 2759
2549 2759
2549 2751
2541 2751
2541 2746
2536 2738
2536 2734
2528 2725
2520 2717
2520 2713
2515 2704
2515 2692
2507 2688
2507 2679
2507 2671
2503 2667
2503 2658
2503 2654
2503 2646
2507 2646
2507 2641
2515 2633
2520 2633
2528 2633
2536 2633
2541 2633
2549 2641
2553 2641
2562 2641
2566 2646
2574 2654
2583 2654
2587 2658
2595 2658
2599 2658
2608 2667
2612 2671
2620 2671
2625 2679
2633 2679
2633 2688
2641 2688
2641 2692
2646 2692
2646 2700
2641 2700
2633 2700
2633 2692
2625 2692
2620 2692
2620 2688
2612 2679
2620 2679
2620 2671
2625 2667
2633 2667
2633 2658
2641 2658
2646 2658
2646 2654
2654 2654
2654 2646
2658 2646
2658 2641
2658 2633
2654 2625
2646 2625
2646 2620
2641 2620
2633 2625
2625 2625
2620 2625
2612 2625
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
121 2129
130 2121
130 2129
134 2133
134 2142
142 2146
142 2154
147 2158
147 2167
147 2171
155 2179
155 2192
155 2200
163 2205
163 2217
163 2226
168 2234
168 2238
168 2247
168 2251
176 2259
176 2263
176 2272
176 2280
176 2284
168 2284
168 2280
168 2272
163 2263
163 2259
163 2247
155 2238
155 2226
155 2217
155 2213
147 2200
147 2192
147 2179
147 2171
147 2158
147 2154
147 2142
147 2133
147 2121
147 2112
147 2108
147 2100
147 2095
155 2095
155 2087
163 2083
168 2083
176 2087
180 2095
180 2100
180 2108
189 2108
189 2112
189 2121
189 2129
189 2133
189 2142
189 2146
189 2154
189 2158
189 2167
180 2171
176 2171
176 2179
168 2179
168 2171
168 2167
176 2167
176 2158
180 2158
189 2158
189 2154
193 2154
201 2154
210 2146
214 2146
222 2146
226 2146
235 2146
239 2154
247 2154
256 2154
260 2154
268 2158
273 2158
281 2167
285 2167
294 2171
298 2171
298 2179
306 2179
306 2188
306 2192
315 2200
315 2205
315 2213
306 2213
298 2213
294 2213
294 2205
285 2205
281 2200
281 2192
273 2192
268 2188
268 2179
268 2171
260 2171
260 2167
260 2158
260 2154
256 2154
256 2146
256 2142
256 2133
260 2133
260 2129
268 2121
273 2121
281 2121
285 2121
294 2121
298 2121
306 2121
306 2129
315 2129
.PEN_UP
.PEN_DOWN
411 2192
399 2200
390 2200
390 2192
386 2192
378 2188
373 2188
373 2179
365 2179
361 2171
352 2167
344 2158
344 2154
340 2146
340 2142
340 2133
331 2133
331 2129
340 2121
344 2112
352 2112
361 2112
365 2112
373 2112
373 2121
378 2121
386 2121
386 2129
390 2133
399 2142
399 2146
407 2146
407 2154
411 2158
411 2167
411 2171
420 2171
420 2179
420 2188
420 2192
411 2192
411 2188
407 2179
407 2171
399 2167
399 2158
399 2154
399 2146
399 2142
399 2133
399 2129
399 2121
399 2112
407 2112
407 2108
411 2108
420 2108
424 2112
432 2112
436 2121
445 2129
445 2133
449 2133
449 2142
457 2146
457 2154
466 2158
466 2167
470 2167
470 2171
470 2179
470 2171
466 2167
466 2158
466 2154
466 2146
466 2142
466 2133
466 2129
466 2121
470 2121
478 2112
483 2112
491 2112
491 2121
495 2121
504 2121
504 2129
512 2129
512 2133
516 2133
516 2142
525 2146
529 2154
529 2158
537 2158
537 2154
537 2146
537 2142
537 2133
537 2129
537 2121
537 2112
541 2108
541 2100
550 2100
558 2100
562 2100
571 2100
571 2108
575 2108
575 2112
583 2121
588 2121
588 2129
596 2133
600 2142
600 2146
609 2158
617 2167
617 2171
621 2188
630 2192
630 2205
634 2213
634 2217
642 2234
642 2238
642 2247
646 2259
646 2263
646 2272
655 2280
655 2284
655 2293
646 2284
646 2280
642 2263
642 2259
642 2251
634 2247
634 2234
634 2226
630 2217
630 2213
630 2200
621 2192
621 2179
621 2171
621 2167
617 2158
617 2146
617 2142
617 2133
617 2129
617 2121
621 2112
630 2108
634 2108
642 2112
646 2112
646 2121
655 2121
663 2129
667 2133
667 2142
676 2142
676 2146
676 2154
680 2154
680 2158
688 2167
688 2171
688 2167
680 2167
680 2158
680 2154
680 2146
680 2142
680 2133
680 2129
680 2121
688 2121
693 2121
.PEN_UP
.PEN_DOWN
714 2272
709 2297
709 2293
709 2284
.PEN_UP
.PEN_DOWN
701 2129
726 2142
735 2146
739 2154
739 2158
747 2167
747 2171
751 2179
760 2188
760 2192
768 2205
768 2213
772 2217
772 2226
772 2234
772 2247
781 2251
781 2259
781 2263
781 2272
781 2280
781 2284
781 2293
772 2284
772 2280
768 2272
768 2259
760 2251
760 2247
760 2234
751 2226
751 2213
751 2200
751 2192
747 2179
747 2171
747 2158
747 2146
747 2133
747 2121
739 2112
739 2100
739 2095
739 2083
739 2074
739 2062
739 2049
739 2041
739 2037
739 2028
735 2028
735 2024
726 2024
726 2028
726 2037
722 2041
722 2049
722 2053
722 2062
726 2066
726 2074
726 2083
735 2083
735 2087
739 2087
739 2095
747 2100
751 2108
760 2112
768 2121
772 2121
772 2129
781 2133
785 2133
785 2142
793 2142
798 2146
798 2154
806 2154
814 2158
819 2167
827 2171
827 2167
819 2158
819 2154
819 2146
814 2142
814 2133
814 2129
814 2121
814 2112
819 2112
827 2112
831 2121
840 2121
840 2129
844 2133
852 2142
861 2146
861 2154
865 2154
865 2158
873 2158
873 2167
865 2167
865 2158
865 2154
865 2146
861 2142
861 2133
861 2129
861 2121
861 2112
865 2112
865 2108
873 2108
877 2108
886 2108
886 2112
890 2112
898 2112
898 2121
903 2129
911 2133
919 2142
919 2146
924 2154
932 2158
936 2171
936 2179
945 2188
949 2192
949 2205
957 2213
966 2217
966 2226
966 2234
970 2247
970 2251
970 2259
978 2263
978 2272
970 2272
970 2263
966 2263
966 2259
966 2251
966 2247
957 2238
957 2226
949 2213
949 2205
949 2200
945 2188
945 2179
945 2171
945 2167
945 2158
945 2146
945 2142
945 2133
945 2129
949 2121
957 2112
.PEN_UP
.PEN_DOWN
583 2234
596 2226
600 2226
609 2226
617 2226
621 2226
630 2226
634 2226
642 2226
646 2226
655 2226
663 2226
667 2226
676 2226
680 2226
688 2226
693 2226
709 2226
.PEN_UP

.PEN_DOWN
1352 2129
1356 2133
1356 2142
1365 2146
1365 2154
1373 2158
1373 2167
1377 2171
1377 2179
1386 2188
1386 2192
1386 2200
1390 2205
1390 2213
1398 2226
1398 2238
1402 2247
1402 2251
1402 2259
1402 2263
1411 2263
1411 2272
1411 2280
1411 2284
1402 2284
1398 2284
1398 2280
1390 2280
1390 2272
1390 2263
1386 2259
1386 2247
1377 2238
1377 2234
1373 2226
1373 2213
1373 2205
1365 2192
1365 2188
1365 2179
1356 2171
1356 2158
1356 2154
1356 2146
1356 2133
1356 2129
1356 2121
1365 2112
1365 2108
1373 2100
1373 2095
1377 2095
1386 2095
1390 2095
1398 2095
1402 2100
1402 2108
1411 2108
1411 2112
1419 2112
1419 2121
1419 2129
1419 2133
1419 2142
1419 2146
1419 2154
1419 2158
1411 2158
1411 2167
1402 2167
1398 2167
1390 2167
1386 2167
1386 2158
1386 2154
1390 2146
1398 2146
1398 2142
1402 2142
1411 2142
1419 2142
1423 2142
1432 2142
1436 2142
1444 2142
1449 2142
1457 2142
1461 2142
1470 2146
1478 2146
1482 2146
1491 2154
1495 2158
1503 2158
1503 2167
1507 2167
1507 2171
1516 2171
1516 2179
1524 2188
1516 2188
1516 2192
1507 2192
1503 2192
1495 2188
1491 2188
1491 2179
1482 2179
1482 2171
1482 2167
1478 2158
1478 2154
1478 2146
1470 2142
1470 2133
1478 2129
1478 2121
1482 2112
1491 2108
1495 2108
1503 2108
1507 2108
1516 2112
1524 2112
1528 2112
1528 2121
1537 2121
1541 2121
1549 2129
1554 2133
1562 2142
1570 2146
1575 2146
1575 2154
1583 2154
1583 2158
1587 2158
1587 2167
1587 2171
1583 2171
1575 2171
1570 2171
1562 2167
1554 2158
1549 2154
1549 2146
1541 2146
1541 2142
1541 2133
1537 2133
1537 2129
1537 2121
1528 2121
1528 2112
1528 2108
1528 2100
1528 2095
1537 2095
1537 2087
1541 2087
1549 2087
1554 2087
1562 2095
1570 2095
1575 2100
1583 2108
1587 2108
1587 2112
1596 2112
1596 2121
1600 2121
1600 2129
1608 2133
1608 2142
1612 2146
1612 2154
1612 2158
1612 2167
1612 2171
1608 2171
1600 2167
1600 2158
1596 2158
1596 2154
1596 2146
1596 2142
1596 2133
1596 2129
1596 2121
1596 2112
1596 2108
1600 2108
1600 2100
1608 2100
1612 2100
1612 2108
1621 2108
1629 2112
1633 2112
1633 2121
1642 2121
1642 2129
1646 2133
1646 2142
1654 2142
1654 2146
1654 2154
1659 2154
1659 2158
1659 2167
1667 2167
1667 2171
1667 2179
1667 2171
1659 2171
1659 2167
1659 2158
1659 2154
1659 2146
1659 2142
1659 2133
1654 2129
1659 2121
1659 2112
1659 2108
1667 2108
1675 2108
1680 2112
1688 2121
1692 2121
1701 2129
1701 2133
1705 2133
1705 2142
1713 2146
1722 2154
1722 2146
1722 2142
1713 2142
1713 2133
1713 2129
1713 2121
1713 2112
1722 2112
1722 2108
1726 2108
1734 2108
1738 2108
1747 2112
1751 2121
1759 2121
1759 2129
1764 2129
1772 2133
1772 2142
1780 2146
1780 2154
1785 2158
1793 2171
1797 2179
1797 2192
1806 2200
1806 2205
1810 2213
1810 2217
1810 2226
1818 2234
1818 2238
1818 2247
1827 2251
1827 2259
1827 2263
1827 2272
1827 2280
1827 2272
1827 2263
1818 2263
1818 2259
1818 2251
1810 2247
1810 2238
1810 2234
1806 2226
1806 2217
1806 2213
1806 2205
1797 2200
1797 2192
1797 2188
1793 2171
1793 2158
1793 2154
1793 2146
1793 2142
1785 2133
1785 2129
1785 2121
1785 2112
1793 2108
1797 2100
1797 2108
1806 2108
1810 2108
1810 2112
1818 2112
1827 2121
1831 2129
1831 2133
1839 2133
1839 2142
1843 2146
1852 2154
1856 2158
1856 2167
1864 2167
1864 2171
1864 2167
1856 2167
1856 2158
1856 2154
1856 2146
1856 2142
1856 2133
1856 2129
1856 2121
1864 2112
1873 2112
1873 2121
.PEN_UP
.PEN_DOWN
1890 2251
1898 2280
1902 2280
1902 2272
.PEN_UP
.PEN_DOWN
1877 2121
1890 2121
1898 2121
1898 2129
1902 2129
1902 2133
1911 2133
1911 2142
1915 2146
1915 2154
1923 2158
1932 2167
1932 2171
1936 2179
1936 2188
1944 2192
1944 2200
1948 2213
1948 2217
1957 2226
1957 2234
1957 2238
1961 2247
1961 2251
1961 2259
1961 2263
1961 2272
1961 2280
1961 2284
1961 2293
1957 2284
1948 2280
1948 2272
1944 2263
1944 2259
1936 2251
1936 2247
1936 2234
1936 2226
1932 2213
1932 2205
1923 2192
1923 2179
1923 2171
1923 2158
1915 2146
1915 2142
1915 2129
1915 2112
1915 2100
1911 2095
1911 2083
1911 2074
1911 2066
1911 2062
1911 2049
1911 2041
1911 2037
1902 2028
1902 2024
1902 2016
1898 2016
1898 2024
1898 2028
1890 2028
1890 2037
1890 2041
1890 2049
1890 2053
1890 2062
1890 2066
1890 2074
1890 2083
1898 2087
1902 2095
1902 2100
1911 2108
1915 2112
1923 2112
1923 2121
1932 2121
1936 2121
1936 2129
1944 2129
1948 2133
1957 2133
1957 2142
1961 2142
1969 2146
1978 2146
1978 2154
1982 2154
1982 2146
1978 2146
1978 2142
1969 2133
1969 2129
1969 2121
1961 2121
1961 2112
1969 2108
1969 2100
1978 2100
1982 2095
1990 2095
1990 2100
1995 2100
2003 2100
2003 2108
2007 2108
2016 2112
2024 2121
2028 2129
2037 2129
2037 2133
2041 2142
2041 2146
2041 2154
2049 2154
2049 2158
2041 2154
2041 2146
2037 2142
2037 2133
2037 2129
2037 2121
2037 2112
2037 2108
2041 2108
2041 2100
2049 2100
2053 2100
2062 2100
2066 2108
2074 2112
2083 2121
2087 2121
2087 2129
2095 2133
2100 2142
2100 2146
2108 2158
2112 2167
2112 2171
2121 2179
2129 2188
2129 2192
2129 2200
2133 2205
2133 2213
2142 2217
2142 2226
2142 2234
2146 2238
2146 2247
2142 2247
2142 2238
2133 2234
2133 2226
2129 2217
2129 2213
2129 2205
2121 2200
2121 2192
2121 2179
2121 2171
2112 2167
2112 2158
2112 2154
2112 2146
2112 2142
2112 2133
2112 2129
2112 2121
2121 2121
2121 2112
2129 2112
2133 2121
2142 2121
2146 2129
2154 2133
2154 2142
2158 2142
2167 2146
2167 2154
2171 2167
2171 2171
2179 2171
2188 2188
2188 2192
2192 2200
2192 2205
2200 2213
2200 2226
2205 2234
2205 2238
2205 2247
2213 2247
2213 2251
2213 2259
2213 2263
2217 2263
2217 2272
2217 2280
2213 2280
2213 2272
2213 2263
2205 2259
2205 2251
2205 2247
2205 2238
2200 2234
2200 2226
2192 2217
2192 2213
2192 2200
2188 2188
2188 2179
2188 2171
2188 2167
2188 2158
2188 2154
2179 2146
2179 2142
2179 2133
2179 2129
2179 2121
2179 2112
2179 2108
2179 2100
2188 2100
2188 2095
2192 2095
2200 2095
2200 2100
2205 2100
2213 2108
2217 2108
2217 2112
2226 2121
2234 2121
2234 2129
2234 2133
2238 2133
2238 2142
2247 2146
2247 2154
2251 2154
2251 2158
2259 2167
2259 2171
2251 2171
2251 2167
2247 2167
2247 2158
2247 2154
2238 2154
2238 2146
2238 2142
2234 2142
2234 2133
2234 2129
2234 2121
2234 2112
2234 2108
2238 2100
2247 2100
2251 2100
2259 2100
2263 2100
2272 2108
2280 2112
2284 2112
2284 2121
2293 2121
2297 2129
2305 2133
2310 2142
2310 2146
2318 2146
2318 2154
2318 2146
2310 2146
2310 2142
2310 2133
2310 2129
2305 2129
2305 2121
2305 2112
2305 2108
2297 2100
2297 2095
2297 2087
2297 2083
2293 2074
2293 2066
2293 2062
2293 2053
2293 2049
2284 2041
2284 2037
2284 2028
2284 2024
2284 2016
2280 2007
2280 2003
2280 1995
2272 1995
2272 1990
2263 1982
2259 1982
2259 1978
2251 1978
2247 1978
2247 1982
2238 1982
2238 1990
2234 1990
2226 1995
2226 2003
2226 2007
2234 2007
2234 2016
2234 2024
2238 2028
2238 2037
2247 2037
2247 2041
2251 2049
2259 2049
2259 2053
2263 2053
.PEN_UP
.PEN_DOWN
1747 2213
1759 2205
1764 2205
1772 2205
1780 2205
1785 2205
1793 2205
1797 2205
1806 2205
1806 2213
1810 2213
1827 2213
1831 2213
1839 2213
